2451474|10292|2|691|
2451064|7635|4|937|
2450829|9043|2|116|
2450969|16292|5|824|
2451421|15235|3|492|
2451006|505|5|845|
2451442|6164|4|910|
2451300|4862|1|944|
2451474|10760|4|900|
2450928|11882|1|370|
2451291|1375|2|535|
2451179|16325|3|521|
2450969|9007|2|381|
2450848|5945|1|350|
2451210|16952|4|875|
2450872|7408|1|497|
2451348|7252|1|675|
2451161|12893|5|104|
2450892|2882|3|574|
2451241|12427|5|167|
2450992|17260|5|568|
2451056|16388|1|988|
2450915|7150|1|557|
2451227|15721|5|14|
2451538|2214|4|721|
2451016|16708|1|928|
2451450|12819|3|666|
2451254|2632|1|465|
2451406|3223|4|536|
2450919|5535|2|879|
2451514|217|5|384|
2451496|2172|3|97|
2451379|2653|2|808|
2450844|17058|2|377|
2451332|4911|5|502|
2451475|15810|2|656|
2451409|785|3|102|
2451318|13888|1|614|
2451213|16387|4|376|
2450877|15667|4|787|
2450915|17862|1|250|
2451431|9380|3|242|
2451437|4866|1|603|
2450999|6660|4|528|
2451233|1635|5|88|
2451309|12266|2|626|
2451180|4169|1|82|
2450998|17012|4|179|
2451070|12757|1|483|
2451463|9406|3|371|
2451515|10125|5|424|
2451459|4155|4|832|
2451186|9217|2|493|
2450836|13813|5|39|
2451398|4856|5|112|
2451173|2090|5|824|
2451039|17771|2|34|
2451400|14783|3|612|
2450865|5424|2|684|
2451258|7750|4|832|
2451285|2821|3|810|
2451171|2815|1|712|
2451138|14686|5|543|
2451349|10412|5|224|
2450880|10995|3|554|
2451369|1970|5|559|
2451403|11348|2|334|
2451091|11864|5|424|
2451341|3848|1|817|
2451493|16073|4|734|
2451165|8757|3|448|
2451207|1629|4|950|
2451472|14573|3|268|
2451019|13694|5|664|
2451471|11313|1|446|
2451230|11528|4|670|
2451544|10503|3|380|
2450989|2381|1|676|
2451413|3938|3|554|
2451016|16206|4|567|
2450908|11628|3|287|
2451137|3501|5|824|
2451081|7260|5|133|
2450931|16663|4|930|
2451545|13727|3|641|
2451433|17488|5|384|
2451296|13634|3|451|
2451224|10209|4|714|
2451443|7121|5|324|
2451400|14776|2|177|
2451251|5173|2|512|
2451530|10137|5|124|
2451327|3194|1|897|
2451283|15423|1|4|
2451020|11469|1|403|
2451280|6546|1|126|
2451031|1851|3|759|
2451309|4468|1|39|
2451131|1970|3|216|
2450943|7896|1|389|
2450855|15042|1|605|
2451231|7785|2|641|
2451527|749|3|169|
2451272|16437|1|111|
2451279|3441|2|760|
2450886|129|4|952|
2451439|14191|3|867|
2451499|7379|3|88|
2451089|12666|4|533|
2451512|3111|5|979|
2451260|7497|4|524|
2451117|5240|4|541|
2451313|16846|1|989|
2451106|15831|1|765|
2451296|11147|4|656|
2451134|12966|4|128|
2451411|4379|3|514|
2451017|7503|4|121|
2451487|1774|5|185|
2451153|8615|3|3|
2451074|9793|2|61|
2451475|14652|4|252|
2450976|9407|3|524|
2450911|4792|2|945|
2451267|7876|4|253|
2451360|727|1|102|
2451145|154|2|441|
2450869|15112|1|418|
2451515|11960|3|933|
2451426|5577|3|854|
2450866|7667|4|979|
2450971|5118|5|508|
2451157|16423|1|94|
2451106|2434|5|718|
2451367|15360|1|70|
2451203|17512|4|293|
2451058|2938|3|428|
2451051|10947|3|90|
2451378|8957|1|332|
2450941|14353|4|554|
2451241|9933|2|83|
2451093|3156|3|282|
2450964|9640|2|765|
2451118|6515|2|539|
2451351|17110|4|151|
2450979|7678|2|983|
2451058|2455|3|321|
2451534|16256|5|747|
2451253|8291|4|65|
2451193|8200|5|269|
2451084|2176|1|134|
2451237|14771|5|588|
2450817|11954|3|228|
2451262|12071|2|575|
2451282|10304|2|595|
2451469|15470|1|750|
2451274|9000|4|500|
2451196|10070|2|645|
2451477|15196|3|537|
2451111|15058|4|64|
2450911|14912|4|683|
2451355|13315|5|857|
2451264|6958|5|361|
2451376|12465|3|519|
2451280|12065|3|215|
2451312|8512|4|547|
2451296|1355|3|634|
2451062|11978|1|459|
2450838|2867|5|760|
2451163|14426|2|983|
2451438|16582|5|545|
2451323|10638|4|81|
2450939|11560|5|524|
2451274|7696|2|470|
2450887|15297|1|676|
2450904|17349|1|199|
2451048|3834|5|884|
2450869|12427|4|626|
2450995|13435|1|971|
2451403|4325|5|190|
2451091|13809|2|820|
2451152|15787|3|571|
2451159|13905|4|426|
2451513|14997|3|294|
2451259|69|5|472|
2450927|8141|1|672|
2450997|3399|4|910|
2451363|6826|1|0|
2451186|16534|3|329|
2450836|14701|3|717|
2451375|8806|1|46|
2451527|9647|2|503|
2451262|15543|2|291|
2451499|2632|2|667|
2451095|731|4|570|
2451007|16368|1|728|
2451541|1142|3|262|
2451427|15359|3|831|
2451489|12659|5|112|
2451167|3482|4|19|
2451523|17810|4|520|
2451295|11674|1|111|
2451050|14381|5|958|
2451201|6719|2|18|
2451027|11880|1|470|
2451276|13512|4|356|
2450942|11379|2|188|
2451140|14531|2|977|
2450993|5320|3|588|
2450822|320|5|464|
2451014|5177|5|779|
2451121|5454|5|398|
2451485|10759|1|396|
2450883|122|2|630|
2451067|14805|3|657|
2451338|13783|2|384|
2451149|17551|5|542|
2451030|11357|2|769|
2451092|16853|2|380|
2450965|2603|2|461|
2450932|2175|1|87|
2450906|5452|5|728|
2451307|3352|3|823|
2451332|7730|3|933|
2451070|16817|4|578|
2451360|12811|2|809|
2451074|15684|3|287|
2450963|5239|3|941|
2450835|10769|2|969|
2451191|7127|1|592|
2450981|12809|3|107|
2451142|14610|2|219|
2451065|5340|2|614|
2451544|5481|1|885|
2451334|15612|5|994|
2451483|6195|5|795|
2451041|603|4|158|
2451046|2380|2|473|
2451525|2618|3|5|
2451170|15464|2|62|
2451148|12204|5|995|
2451536|11717|3|324|
2450968|2785|2|737|
2451098|2685|5|26|
2451190|1913|4|606|
2451502|1157|4|624|
2451291|11646|3|660|
2451213|2666|2|232|
2451177|12211|4|315|
2451184|6209|1|928|
2451279|5442|2|490|
2451170|5625|3|64|
2451392|11229|4|95|
2450895|16301|5|483|
2451318|3612|1|247|
2451534|11364|5|695|
2451387|603|2|750|
2451066|2142|3|562|
2451176|2625|3|640|
2451503|7189|5|684|
2451266|13141|2|15|
2450969|8526|4|315|
2451412|16273|2|540|
2451206|17592|2|740|
2451349|5743|3|969|
2451541|6753|2|954|
2450983|6010|5|97|
2450924|4982|3|784|
2451133|4420|1|710|
2450858|9436|2|799|
2451201|8086|4|523|
2450921|3986|5|237|
2450817|17189|3|20|
2451069|6131|5|130|
2450899|2681|3|537|
2451028|2267|1|50|
2451091|1923|4|193|
2451511|17682|3|469|
2451015|4556|4|18|
2451286|5748|5|439|
2450895|7939|5|662|
2451218|6435|2|812|
2450883|5702|1|304|
2450961|17528|2|413|
2451242|14565|5|55|
2451132|15427|5|814|
2450977|11773|4|61|
2451339|8138|2|699|
2451434|9926|3|268|
2450879|4225|2|249|
2450983|9473|2|338|
2451381|7581|1|390|
2451252|10349|5|37|
2451022|16519|4|356|
2451414|4048|5|547|
2450950|5656|1|685|
2451199|8558|2|447|
2451312|2092|2|695|
2451112|15180|5|731|
2450830|4347|2|551|
2451506|568|1|938|
2451532|1700|3|485|
2451338|9374|3|343|
2450991|2812|1|833|
2450985|1604|1|136|
2451086|13378|1|588|
2451365|6071|4|128|
2450881|14140|4|300|
2451248|6168|2|64|
2451173|1274|3|565|
2451337|3077|3|887|
2450981|5247|4|59|
2451074|17191|3|862|
2451157|1452|4|514|
2450918|3453|4|917|
2451310|17585|1|288|
2451252|6627|4|624|
2451324|12459|3|167|
2451220|15091|2|449|
2451524|3421|5|729|
2451206|9758|2|523|
2451316|15851|2|657|
2451340|4448|2|868|
2451270|11303|5|364|
2451031|17803|2|146|
2451421|16927|2|105|
2451416|13362|1|612|
2451055|11524|1|388|
2451296|11261|1|21|
2450820|7145|5|113|
2451138|8384|5|466|
2451160|13867|3|377|
2451375|13308|4|710|
2450982|10509|1|809|
2451065|4213|4|493|
2451219|12141|1|95|
2450919|17937|3|247|
2450869|13904|1|178|
2451523|7866|2|266|
2450996|9548|3|214|
2451367|11412|4|944|
2451378|3443|4|404|
2450894|10251|3|445|
2450879|14264|2|282|
2450918|10684|2|558|
2451093|10989|2|741|
2450957|3078|1|72|
2451494|884|4|981|
2450958|15758|2|596|
2451217|5527|3|352|
2451089|5047|5|478|
2451422|6425|4|261|
2451490|12066|2|496|
2451316|5134|4|268|
2450993|8266|4|500|
2451177|14941|4|758|
2450976|2182|4|194|
2450875|16724|2|840|
2450995|11459|4|811|
2450894|16705|1|312|
2451125|14834|2|117|
2450973|4207|5|503|
2450939|7126|2|316|
2451427|4855|5|489|
2451332|2676|1|588|
2451344|1388|5|482|
2450888|4396|5|214|
2451152|4547|3|801|
2450997|2708|2|791|
2450920|9630|2|71|
2451404|627|1|446|
2451262|2313|1|571|
2451313|5520|1|482|
2451334|7738|1|638|
2451328|10882|5|790|
2451413|8600|5|887|
2450884|9683|2|250|
2451053|5856|5|672|
2451455|11515|2|739|
2451053|6523|1|19|
2451014|9582|5|715|
2451186|6265|1|161|
2450959|10447|2|276|
2451534|15508|2|685|
2451043|1648|1|198|
2451471|12515|2|266|
2451075|6475|5|725|
2451339|15080|3|622|
2450957|1440|1|293|
2451441|16683|2|605|
2451363|15450|3|910|
2450917|2237|3|647|
2451264|10492|1|778|
2451029|17671|4|605|
2451376|5373|4|465|
2450933|4166|2|484|
2451539|954|3|683|
2451413|8578|5|599|
2451346|13293|4|113|
2451398|12668|4|823|
2450956|4470|3|203|
2451265|13935|2|568|
2451497|9333|4|462|
2451534|12832|3|963|
2451442|1880|3|501|
2450875|1690|4|232|
2451035|2118|3|695|
2451427|7343|4|130|
2451024|7418|2|328|
2451291|726|1|460|
2451104|17314|2|504|
2450900|271|1|642|
2451398|11021|4|319|
2451302|13142|2|569|
2451012|7511|3|287|
2450889|10000|2|753|
2451010|15768|2|646|
2451026|13498|2|947|
2451209|8138|2|244|
2450946|4750|1|296|
2451486|250|3|459|
2451210|13228|3|775|
2450870|16818|1|8|
2451013|9207|3|672|
2451543|15224|3|221|
2451411|10545|2|345|
2450896|13883|2|697|
2451035|4696|5|115|
2450853|14636|5|603|
2451485|12132|1|304|
2451074|6153|1|69|
2451400|12578|1|763|
2451116|841|3|277|
2451231|1897|3|372|
2451060|16988|3|317|
2451027|8158|2|241|
2451431|99|3|790|
2451366|7721|1|302|
2450931|6262|4|349|
2451042|14843|4|24|
2451215|17610|3|76|
2450963|10130|3|143|
2451377|16330|2|421|
2450857|4494|1|291|
2451353|3721|5|832|
2451317|9673|2|883|
2451226|9051|4|871|
2451321|608|1|295|
2450973|1452|5|157|
2451522|6803|2|794|
2451459|2805|3|626|
2450990|4588|5|667|
2450950|17385|4|759|
2451414|14209|5|461|
2451048|13877|3|201|
2451045|14780|3|316|
2450831|8515|3|496|
2450818|9211|4|805|
2451314|16842|3|279|
2451507|9897|5|132|
2450961|4625|4|567|
2451400|3579|4|475|
2450828|7566|2|245|
2451027|2398|1|191|
2451530|12953|1|140|
2451111|12544|3|703|
2451240|9469|2|520|
2451116|4670|3|747|
2451046|16719|2|153|
2450819|12379|3|70|
2451327|5680|3|523|
2451318|10555|3|488|
2451359|10370|3|904|
2450950|13537|4|802|
2451135|17946|3|997|
2451176|14427|2|851|
2451169|9296|5|959|
2451523|11050|4|215|
2450899|5681|2|232|
2450973|14375|4|170|
2451448|7800|3|492|
2451250|1941|5|758|
2451138|17611|2|834|
2451460|4446|4|877|
2451196|4288|3|835|
2450901|17729|2|692|
2451525|12503|4|942|
2451503|88|2|766|
2450911|14925|5|682|
2450930|15745|3|482|
2451177|10704|5|193|
2451214|6176|1|300|
2451290|6818|4|627|
2450960|7527|1|495|
2451383|13601|1|531|
2451429|4552|4|347|
2450854|11155|2|557|
2451378|13854|1|579|
2451467|13537|2|233|
2450930|6893|5|578|
2451349|7983|4|710|
2451060|14993|2|375|
2451327|13352|4|191|
2451129|12993|1|237|
2451264|2803|3|195|
2451129|10110|2|342|
2451046|8279|5|172|
2450925|10446|1|294|
2451421|15598|5|919|
2451158|8290|2|318|
2451350|4477|3|791|
2451431|12634|4|52|
2451312|525|4|429|
2451355|13457|2|745|
2451144|11899|3|766|
2450981|5802|5|356|
2451457|883|3|950|
2451281|7882|1|163|
2451017|4236|5|43|
2451490|17058|4|512|
2451410|17067|4|232|
2450996|11721|5|338|
2451544|9098|1|115|
2450922|515|3|919|
2451104|5269|4|515|
2451380|9481|5|916|
2451524|14923|4|434|
2451245|10179|1|357|
2451142|17914|3|136|
2451348|10840|2|190|
2450937|2399|2|88|
2451034|17604|3|405|
2451149|835|3|507|
2450830|9884|3|767|
2451236|3317|3|440|
2450846|7207|2|287|
2451350|13044|3|551|
2450923|16711|1|233|
2450962|16449|1|777|
2450828|5451|2|596|
2451295|17989|3|658|
2451103|12733|2|325|
2451107|2485|4|20|
2451012|7421|1|627|
2450951|15436|1|780|
2451298|9211|5|74|
2450865|4625|2|223|
2451503|11282|2|312|
2451369|16122|4|220|
2451108|9234|3|717|
2451416|17349|2|108|
2451070|7606|2|20|
2451332|14036|3|749|
2451375|7944|3|910|
2451471|5216|5|102|
2450891|14296|4|225|
2451471|5618|4|749|
2450928|11453|3|547|
2451236|14107|2|65|
2451131|6505|2|588|
2451026|14599|3|254|
2451510|9022|3|328|
2451497|11839|3|314|
2451349|9614|4|752|
2451046|7850|5|982|
2451244|8249|3|591|
2451435|5352|5|240|
2450870|15281|2|283|
2451363|15952|2|840|
2450843|5638|3|314|
2451021|11268|2|630|
2451238|7655|5|803|
2451153|5138|4|232|
2450968|7209|3|696|
2450826|12061|5|952|
2451274|11820|3|547|
2450993|8761|1|482|
2451160|10360|2|194|
2451259|951|5|922|
2450883|2881|5|745|
2450993|6857|4|990|
2451436|3067|3|235|
2451455|3856|5|784|
2450850|2372|1|230|
2451025|5661|3|767|
2450893|14450|2|821|
2451159|4595|3|113|
2451069|16836|4|106|
2450877|6490|2|99|
2451451|1536|5|475|
2451308|14129|3|612|
2450854|4230|4|903|
2450937|8329|1|408|
2451003|14574|4|312|
2450863|1963|5|707|
2451525|1223|5|723|
2450886|11239|2|700|
2451487|3986|5|323|
2451496|11756|3|403|
2451494|17682|5|347|
2451113|11803|2|826|
2450946|2069|5|750|
2450958|15328|3|72|
2451333|10792|1|311|
2451440|16333|5|168|
2451147|2020|4|637|
2450896|9067|1|294|
2451365|8516|5|754|
2451488|9208|3|37|
2450856|17212|3|170|
2451542|11181|2|961|
2451322|5476|3|592|
2451387|5605|5|182|
2451316|13571|3|688|
2451465|5551|1|209|
2451537|14623|4|886|
2451230|4291|5|971|
2451179|9867|5|297|
2451144|17613|2|126|
2451534|7515|3|72|
2451535|9793|5|856|
2450824|9224|2|308|
2451235|17160|4|199|
2451024|11391|1|476|
2451310|3401|5|835|
2451161|17071|3|9|
2450911|2290|2|453|
2451060|11595|3|592|
2451512|10987|3|105|
2451171|1889|2|160|
2451435|12088|1|837|
2451476|8165|1|448|
2450878|16763|5|938|
2450879|9305|2|727|
2451330|11066|4|978|
2451442|12314|5|59|
2451279|17176|3|488|
2451455|2867|1|451|
2451522|11850|3|334|
2451384|8490|1|227|
2451216|11337|3|679|
2451402|7533|2|231|
2450828|3598|2|547|
2451173|13151|5|553|
2451443|12039|5|834|
2451404|13766|2|934|
2450851|3234|4|487|
2451349|6818|5|900|
2451517|234|4|720|
2451059|3138|2|493|
2450837|9826|5|623|
2451102|4905|2|790|
2451411|1690|2|669|
2450828|9449|3|377|
2450921|2323|1|646|
2450821|11325|4|308|
2451286|14559|5|132|
2451326|14648|1|295|
2450872|15419|1|737|
2451015|10560|5|96|
2450956|17686|4|849|
2451026|7320|3|929|
2451407|90|5|822|
2450946|12438|2|946|
2451376|16269|4|137|
2451192|17338|4|435|
2450827|6961|3|347|
2450881|6499|4|222|
2451378|9250|4|889|
2451246|16948|3|571|
2451383|10944|4|466|
2451035|1769|2|952|
2451376|2554|3|894|
2451136|8744|1|963|
2451431|8787|2|516|
2451297|6964|3|308|
2450898|8812|1|424|
2451033|1423|5|928|
2451420|6151|3|348|
2451366|8405|1|719|
2451352|9831|3|128|
2451117|4314|1|378|
2450835|13648|2|990|
2451189|2392|1|247|
2451108|8285|4|18|
2450880|8821|4|439|
2451519|2636|5|601|
2451511|2838|3|747|
2451524|3009|2|856|
2451284|6126|3|614|
2451222|12347|5|693|
2450858|11538|2|414|
2451123|11610|4|462|
2451113|5780|2|211|
2451391|5406|1|42|
2450999|11270|3|403|
2451253|7014|2|539|
2451193|12662|3|528|
2451011|8508|2|467|
2451315|7252|2|611|
2451478|13389|3|116|
2451449|5168|2|408|
2451012|3631|2|745|
2451320|3309|1|856|
2450890|5767|2|556|
2450857|6219|2|708|
2451365|11782|4|688|
2451445|5475|2|66|
2451191|13860|4|896|
2451168|15307|2|291|
2451153|9504|5|494|
2451009|14787|2|541|
2451237|14216|5|444|
2450983|1996|1|719|
2450830|7253|4|339|
2451489|13020|3|299|
2450965|726|3|111|
2451196|1618|5|735|
2451021|5948|3|673|
2450932|676|1|998|
2451508|15547|1|931|
2451125|405|5|395|
2451253|14122|4|429|
2450828|17748|5|913|
2451402|6875|4|458|
2451207|151|2|391|
2451003|2746|2|30|
2451234|1527|4|393|
2451545|1024|5|713|
2451504|2389|5|445|
2450947|7668|2|594|
2450908|6091|1|313|
2451399|4729|4|580|
2451072|8621|3|332|
2451377|16893|5|219|
2450996|8123|2|587|
2451050|7095|5|952|
2451526|6667|2|736|
2451173|15891|2|629|
2451330|1781|5|267|
2451057|8588|5|575|
2451308|4616|1|662|
2451420|11535|1|491|
2450913|16701|2|668|
2451025|9721|1|72|
2450945|12494|2|76|
2451467|16141|5|246|
2451496|15963|5|615|
2451474|17605|2|253|
2451500|12097|2|353|
2451382|4063|2|40|
2451478|17065|4|237|
2450918|16416|2|108|
2451294|10884|4|205|
2451255|12908|4|432|
2451131|7911|5|178|
2451028|16623|5|808|
2451414|13443|5|919|
2450907|7759|4|550|
2451007|16123|2|801|
2451010|8|4|631|
2450911|8458|5|915|
2451508|8963|4|579|
2450896|2426|5|825|
2450975|12735|1|828|
2451208|8057|1|953|
2451405|1656|3|284|
2451138|14593|5|93|
2450837|537|5|98|
2451118|12166|5|911|
2450889|13298|5|657|
2450916|3938|3|425|
2451337|15285|5|756|
2450928|14798|5|718|
2451045|9758|4|664|
2450844|6765|3|12|
2451394|8720|2|723|
2450883|14093|3|628|
2450979|2147|4|859|
2451455|15112|4|327|
2451544|6062|3|299|
2451379|797|4|807|
2450893|11196|2|940|
2451400|6589|5|827|
2451048|11796|2|843|
2451304|1680|5|635|
2450909|9737|2|103|
2451434|7767|5|816|
2451032|11530|2|451|
2450916|2990|4|931|
2451330|16560|3|23|
2451206|4074|5|560|
2450988|9972|4|472|
2451429|3033|2|448|
2451346|15315|1|498|
2450947|13380|3|528|
2450830|10950|1|527|
2450846|16768|3|661|
2451007|1066|3|836|
2451048|3283|3|787|
2451095|10569|2|453|
2451514|5555|5|696|
2451466|10381|2|773|
2451309|4373|3|998|
2451142|8959|2|481|
2451188|9221|4|646|
2451066|17655|4|162|
2450939|2080|5|134|
2451014|4478|5|917|
2450998|9014|3|676|
2451177|14097|4|159|
2451278|10975|4|719|
2451201|5238|5|622|
2451250|7595|3|228|
2451013|6998|3|550|
2450852|8197|5|79|
2451469|8979|4|39|
2451169|13199|2|209|
2451280|15361|2|256|
2451277|12711|3|320|
2451325|4508|5|172|
2451513|8672|2|261|
2450875|5195|2|838|
2451459|17402|3|879|
2451137|3703|5|769|
2451010|13939|4|201|
2451133|4215|2|154|
2451389|12349|3|666|
2451198|6050|4|516|
2450989|15857|2|746|
2450874|3360|1|211|
2450931|7056|3|720|
2451412|3805|4|217|
2451398|1576|1|142|
2451478|2424|2|531|
2451361|1823|3|561|
2451436|15053|3|213|
2451277|6969|5|430|
2451513|13778|2|794|
2451010|15415|3|200|
2451082|9699|3|893|
2451437|4590|3|987|
2450903|8862|4|336|
2451067|7418|2|472|
2451269|1877|5|614|
2451049|1717|4|513|
2451069|9596|5|181|
2451027|8312|5|758|
2451247|16648|4|339|
2451306|17648|1|293|
2450960|3471|1|560|
2450880|5334|5|742|
2451191|1398|3|892|
2450977|6142|4|420|
2451421|11681|2|863|
2451059|4025|1|181|
2451030|10803|4|818|
2450818|1928|1|227|
