2450933|42876|12043|5343411|1456551|473|5687326|5343411|1456551|473|5687326|4|7598|15|3|14|11|5|18.50|1.48|19.98|15.00|1.85|14.80|1.85|1.85|15.00|
2450849|11636|9445|11252408|1024722|329|1478450|11252408|1024722|329|1478450|3|6294|8|4|30|12|4|33.69|2.70|36.39|15.00|3.37|26.95|3.37|3.37|15.00|
2451415|16687|6151|1270242|883554|3174|2705874|1270242|883554|3174|2705874|2|7625|18|4|11|12|6|1.56|0.12|1.68|15.00|0.16|1.25|0.16|0.16|15.00|
2451361|36147|11918|6766524|1723296|3931|4892703|6766524|1723296|3931|4892703|1|10552|9|4|8|13|9|97.56|7.80|105.36|15.00|9.76|78.05|9.76|9.76|15.00|
2451338|52378|6407|5733261|510214|392|1755567|5733261|510214|392|1755567|4|7393|13|5|14|13|8|50.19|4.02|54.21|15.00|5.02|40.15|5.02|5.02|15.00|
2451330|35618|1915|8714109|3216|3807|4115655|8714109|3216|3807|4115655|6|615|13|2|28|14|2|39.40|3.15|42.55|15.00|3.94|31.52|3.94|3.94|15.00|
2450907|48798|16083|1214020|617512|2938|388720|1214020|617512|2938|388720|2|3129|13|2|2|14|7|53.69|4.30|57.99|15.00|5.37|42.95|5.37|5.37|15.00|
2451146|46683|10779|244564|903986|1341|4774071|244564|903986|1341|4774071|4|6142|20|4|19|15|5|48.57|3.89|52.46|15.00|4.86|38.86|4.86|4.86|15.00|
2450937|54611|496|4504256|1447378|5759|5530608|4504256|1447378|5759|5530608|2|8755|16|1|16|15|3|24.23|1.94|26.17|15.00|2.42|19.38|2.42|2.42|15.00|
2451292|49880|9776|2294020|67049|6406|4425411|2294020|67049|6406|4425411|3|11600|18|1|26|16|8|11.93|0.95|12.88|15.00|1.19|9.54|1.19|1.19|15.00|
2451449|48753|12772|9507437|281223|4815|4674255|9507437|281223|4815|4674255|1|8176|12|4|7|16|6|49.47|3.96|53.43|15.00|4.95|39.58|4.95|4.95|15.00|
2450991|65454|11005|5107754|1774380|6455|159598|5107754|1774380|6455|159598|2|1657|1|2|21|17|9|33.58|2.69|36.27|15.00|3.36|26.86|3.36|3.36|15.00|
2451069|73081|1114|1643927|1118419|1311|1014859|1643927|1118419|1311|1014859|6|2089|8|4|9|17|2|74.36|5.95|80.31|15.00|7.44|59.49|7.44|7.44|15.00|
2451151|83370|1005|9889000|936815|5607|5833849|9889000|936815|5607|5833849|6|3071|15|3|15|18|4|22.61|1.81|24.42|15.00|2.26|18.09|2.26|2.26|15.00|
2451348|63282|629|1647758|189642|2697|1825506|1647758|189642|2697|1825506|5|1246|13|5|34|18|5|72.30|5.78|78.08|15.00|7.23|57.84|7.23|7.23|15.00|
2451076|34984|6760|6548303|803018|3198|1670717|6548303|803018|3198|1670717|6|10039|18|1|22|19|10|34.41|2.75|37.16|15.00|3.44|27.53|3.44|3.44|15.00|
2451443|77848|5374|7422128|255799|6643|4577456|7422128|255799|6643|4577456|5|4803|10|4|32|19|7|2.68|0.21|2.89|15.00|0.27|2.14|0.27|0.27|15.00|
2451390|2454|16465|5831895|1217623|3208|315203|5831895|1217623|3208|315203|4|2204|12|3|4|20|1|76.97|6.16|83.13|15.00|7.70|61.58|7.70|7.70|15.00|
2451195|48432|17217|11280206|1672610|1355|5630428|11280206|1672610|1355|5630428|3|6687|18|3|27|20|5|78.89|6.31|85.20|15.00|7.89|63.11|7.89|7.89|15.00|
2451379|25620|14112|10619206|70067|1548|1122665|10619206|70067|1548|1122665|5|6492|6|3|4|21|10|57.23|4.58|61.81|15.00|5.72|45.78|5.72|5.72|15.00|
2451191|57963|10086|6516428|1408799|4819|891368|6516428|1408799|4819|891368|1|1217|18|1|29|21|5|13.24|1.06|14.30|15.00|1.32|10.59|1.32|1.32|15.00|
2451332|70358|14057|11863775|1398595|5023|564303|11863775|1398595|5023|564303|4|9295|8|1|22|22|7|82.59|6.61|89.20|15.00|8.26|66.07|8.26|8.26|15.00|
2450829|26709|9198|4881166|1140999|3553|2677692|4881166|1140999|3553|2677692|5|9365|16|3|17|22|7|15.26|1.22|16.48|15.00|1.53|12.21|1.53|1.53|15.00|
2451128|44269|12476|3356958|626042|6840|3524334|3356958|626042|6840|3524334|4|1077|9|4|26|23|9|83.36|6.67|90.03|15.00|8.34|66.69|8.34|8.34|15.00|
2451084|85899|5513|1404907|380564|1716|2046182|1404907|380564|1716|2046182|5|1449|3|4|14|23|8|9.11|0.73|9.84|15.00|0.91|7.29|0.91|0.91|15.00|
2450919|17971|15290|10103703|425277|1087|2292152|10103703|425277|1087|2292152|5|6624|13|1|3|24|4|65.45|5.24|70.69|15.00|6.55|52.36|6.55|6.55|15.00|
2450883|20766|11045|7713839|750756|5928|2884988|7713839|750756|5928|2884988|5|5279|6|2|34|24|2|16.98|1.36|18.34|15.00|1.70|13.58|1.70|1.70|15.00|
2451044|75402|6774|8723912|1904759|3228|1081912|8723912|1904759|3228|1081912|1|4582|9|2|30|25|6|34.91|2.79|37.70|15.00|3.49|27.93|3.49|3.49|15.00|
2450861|70887|5300|11863270|1555265|1316|4860998|11863270|1555265|1316|4860998|3|4154|18|1|11|25|4|1.28|0.10|1.38|15.00|0.13|1.02|0.13|0.13|15.00|
2451367|33656|1484|4010162|864348|5786|3081967|4010162|864348|5786|3081967|5|3546|9|2|25|26|4|21.10|1.69|22.79|15.00|2.11|16.88|2.11|2.11|15.00|
2451420|35961|15834|7911508|556019|6189|2068783|7911508|556019|6189|2068783|5|5169|1|2|3|26|2|13.28|1.06|14.34|15.00|1.33|10.62|1.33|1.33|15.00|
2450966|76580|2798|6074839|651364|6769|482571|6074839|651364|6769|482571|3|769|12|5|16|27|2|51.01|4.08|55.09|15.00|5.10|40.81|5.10|5.10|15.00|
2451524|43506|16643|2194630|73419|2331|1311628|2194630|73419|2331|1311628|3|4620|8|3|10|27|7|48.89|3.91|52.80|15.00|4.89|39.11|4.89|4.89|15.00|
2450884|55543|16983|9958255|496007|270|3490314|9958255|496007|270|3490314|6|5510|18|3|35|28|2|52.50|4.20|56.70|15.00|5.25|42.00|5.25|5.25|15.00|
2450965|35215|13876|7711257|994852|5960|2587035|7711257|994852|5960|2587035|5|3919|1|1|9|28|6|51.65|4.13|55.78|15.00|5.17|41.32|5.17|5.17|15.00|
2451276|51001|13621|1706409|182221|5664|1354450|1706409|182221|5664|1354450|1|6944|3|3|2|29|7|51.46|4.12|55.58|15.00|5.15|41.17|5.15|5.15|15.00|
2451540|60979|5324|3849739|835817|3542|4132253|3849739|835817|3542|4132253|1|10264|8|5|15|29|2|39.13|3.13|42.26|15.00|3.91|31.30|3.91|3.91|15.00|
2450914|53233|1239|391582|20626|5267|4957492|391582|20626|5267|4957492|2|127|19|2|5|30|6|97.78|7.82|105.60|15.00|9.78|78.22|9.78|9.78|15.00|
2451513|12124|11485|11908222|1638632|6701|2062566|11908222|1638632|6701|2062566|3|10855|20|5|15|30|1|79.50|6.36|85.86|15.00|7.95|63.60|7.95|7.95|15.00|
2451361|22284|5279|2707166|169746|1938|3360319|2707166|169746|1938|3360319|1|6711|5|1|11|31|7|42.84|3.43|46.27|15.00|4.28|34.27|4.28|4.28|15.00|
2451221|23736|2266|11506924|508581|2347|2978142|11506924|508581|2347|2978142|3|4270|19|1|19|31|10|64.13|5.13|69.26|15.00|6.41|51.30|6.41|6.41|15.00|
2451395|3387|4952|4756344|1591397|3912|363632|4756344|1591397|3912|363632|4|8611|8|3|23|32|10|7.56|0.60|8.16|15.00|0.76|6.05|0.76|0.76|15.00|
2450974|79530|16974|3754518|599160|5323|1996066|3754518|599160|5323|1996066|2|8097|3|4|5|32|8|83.69|6.70|90.39|15.00|8.37|66.95|8.37|8.37|15.00|
2451419|40281|3629|10134406|287375|7136|5497566|10134406|287375|7136|5497566|4|11243|3|2|20|33|4|14.63|1.17|15.80|15.00|1.46|11.70|1.46|1.46|15.00|
2451280|19100|4956|3840208|424654|3152|2295349|3840208|424654|3152|2295349|4|3175|11|2|24|33|4|44.31|3.54|47.85|15.00|4.43|35.45|4.43|4.43|15.00|
2451395|13675|7505|7104214|1876008|2373|437634|7104214|1876008|2373|437634|1|4714|10|5|31|34|1|45.68|3.65|49.33|15.00|4.57|36.54|4.57|4.57|15.00|
2451322|79168|10567|3646969|167396|1949|3844199|3646969|167396|1949|3844199|4|10344|10|2|11|34|3|82.45|6.60|89.05|15.00|8.25|65.96|8.25|8.25|15.00|
2450994|59257|7183|9948237|1035702|3191|468670|9948237|1035702|3191|468670|2|3773|14|1|18|35|1|90.90|7.27|98.17|15.00|9.09|72.72|9.09|9.09|15.00|
2450858|74158|14042|7703089|883135|6598|5106499|7703089|883135|6598|5106499|1|4368|20|1|5|35|4|54.13|4.33|58.46|15.00|5.41|43.30|5.41|5.41|15.00|
2451334|33408|10882|919359|1111267|6857|3825261|919359|1111267|6857|3825261|4|9678|17|1|1|36|6|25.46|2.04|27.50|15.00|2.55|20.37|2.55|2.55|15.00|
2451041|36463|10900|9489196|1560394|7162|1838413|9489196|1560394|7162|1838413|6|5470|4|1|6|36|8|48.23|3.86|52.09|15.00|4.82|38.58|4.82|4.82|15.00|
2450962|20508|6573|9529141|1024223|1395|3434113|9529141|1024223|1395|3434113|3|8342|20|3|2|37|7|18.18|1.45|19.63|15.00|1.82|14.54|1.82|1.82|15.00|
2451156|47140|16114|1621105|373126|2696|3356770|1621105|373126|2696|3356770|1|6461|3|1|33|37|9|84.25|6.74|90.99|15.00|8.43|67.40|8.43|8.43|15.00|
2450900|77697|13814|3910123|1271509|2326|3875204|3910123|1271509|2326|3875204|5|9496|18|1|1|38|7|30.80|2.46|33.26|15.00|3.08|24.64|3.08|3.08|15.00|
2450905|76215|13600|5138144|366403|41|96172|5138144|366403|41|96172|6|4904|13|5|24|38|2|0.18|0.01|0.19|15.00|0.02|0.14|0.02|0.02|15.00|
2450972|51165|14078|7518448|1200111|1801|3137029|7518448|1200111|1801|3137029|5|10547|14|1|5|39|7|71.51|5.72|77.23|15.00|7.15|57.21|7.15|7.15|15.00|
2451164|62409|13058|1698464|314061|4827|581285|1698464|314061|4827|581285|4|3129|13|4|20|39|5|74.99|6.00|80.99|15.00|7.50|59.99|7.50|7.50|15.00|
2451140|74763|11165|3968080|1170534|3708|99861|3968080|1170534|3708|99861|6|1585|18|3|13|40|7|88.18|7.05|95.23|15.00|8.82|70.54|8.82|8.82|15.00|
2450828|10486|11786|10613640|1864915|5131|274487|10613640|1864915|5131|274487|3|287|8|4|8|40|8|31.12|2.49|33.61|15.00|3.11|24.90|3.11|3.11|15.00|
2450989|61411|11724|11091020|332092|1075|1397685|11091020|332092|1075|1397685|6|9085|17|2|14|41|7|11.75|0.94|12.69|15.00|1.18|9.40|1.18|1.18|15.00|
2451532|26187|4785|6042285|848399|875|475668|6042285|848399|875|475668|5|9588|15|3|22|41|6|95.34|7.63|102.97|15.00|9.53|76.27|9.53|9.53|15.00|
2451122|37779|15066|11578515|549250|389|3418828|11578515|549250|389|3418828|3|57|4|3|17|42|2|44.15|3.53|47.68|15.00|4.42|35.32|4.42|4.42|15.00|
2450866|81554|1523|1708485|1503692|7142|5875237|1708485|1503692|7142|5875237|5|4365|14|4|21|42|3|98.88|7.91|106.79|15.00|9.89|79.10|9.89|9.89|15.00|
2451361|44423|14322|2829966|1056540|3427|3131821|2829966|1056540|3427|3131821|5|3179|18|4|25|43|9|96.16|7.69|103.85|15.00|9.62|76.93|9.62|9.62|15.00|
2451299|74514|15176|9158204|1060932|4791|1355399|9158204|1060932|4791|1355399|1|7348|9|2|30|43|9|44.29|3.54|47.83|15.00|4.43|35.43|4.43|4.43|15.00|
2451233|48301|2091|4650841|1852397|2431|1564747|4650841|1852397|2431|1564747|3|277|2|3|18|44|7|79.01|6.32|85.33|15.00|7.90|63.21|7.90|7.90|15.00|
2451543|67791|16241|716140|327185|5268|3488465|716140|327185|5268|3488465|6|4431|8|2|15|44|5|98.42|7.87|106.29|15.00|9.84|78.74|9.84|9.84|15.00|
2451459|31995|5629|3711919|545490|4942|2756847|3711919|545490|4942|2756847|6|9351|16|2|23|45|7|2.20|0.18|2.38|15.00|0.22|1.76|0.22|0.22|15.00|
2451184|64702|6638|8163266|1362517|6937|207689|8163266|1362517|6937|207689|4|1051|17|4|25|45|9|67.42|5.39|72.81|15.00|6.74|53.94|6.74|6.74|15.00|
2450900|53086|1851|10157588|1248266|2113|2332630|10157588|1248266|2113|2332630|6|6447|15|4|26|46|8|79.37|6.35|85.72|15.00|7.94|63.50|7.94|7.94|15.00|
2451195|64422|2195|4207084|674137|6226|2238800|4207084|674137|6226|2238800|2|7314|9|2|4|46|2|74.34|5.95|80.29|15.00|7.43|59.47|7.43|7.43|15.00|
2450874|21116|10993|7555870|1044554|307|2736072|7555870|1044554|307|2736072|2|8984|13|3|1|47|3|67.82|5.43|73.25|15.00|6.78|54.26|6.78|6.78|15.00|
2451009|4897|8826|7164298|813533|434|320311|7164298|813533|434|320311|6|8039|20|2|2|47|6|77.09|6.17|83.26|15.00|7.71|61.67|7.71|7.71|15.00|
2451326|80824|10157|10179168|1248401|6595|2704685|10179168|1248401|6595|2704685|6|860|12|1|6|48|9|28.48|2.28|30.76|15.00|2.85|22.78|2.85|2.85|15.00|
2451380|42576|10156|670347|1639183|4152|995357|670347|1639183|4152|995357|2|1555|8|1|26|48|9|97.51|7.80|105.31|15.00|9.75|78.01|9.75|9.75|15.00|
2451231|49059|6115|7410528|322778|2658|2143372|7410528|322778|2658|2143372|2|8241|6|4|17|49|4|54.12|4.33|58.45|15.00|5.41|43.30|5.41|5.41|15.00|
2451273|30401|17398|2999316|1116483|6644|793459|2999316|1116483|6644|793459|4|7549|2|3|31|49|6|63.05|5.04|68.09|15.00|6.30|50.44|6.30|6.30|15.00|
2451192|52192|9922|6562588|407036|3186|1818718|6562588|407036|3186|1818718|1|3279|20|2|28|50|9|76.26|6.10|82.36|15.00|7.63|61.01|7.63|7.63|15.00|
2450939|10503|5811|1030381|1148409|4867|4903505|1030381|1148409|4867|4903505|2|1502|4|4|1|50|4|28.73|2.30|31.03|15.00|2.87|22.98|2.87|2.87|15.00|
2451469|84368|15406|10111135|46342|908|1595890|10111135|46342|908|1595890|3|7660|6|2|31|51|1|5.13|0.41|5.54|15.00|0.51|4.10|0.51|0.51|15.00|
2451386|11950|12014|7787266|1601767|368|2794445|7787266|1601767|368|2794445|2|8434|12|1|17|51|7|4.85|0.39|5.24|15.00|0.48|3.88|0.48|0.48|15.00|
2451351|33454|12681|5504918|1059004|1287|1932252|5504918|1059004|1287|1932252|6|1392|15|2|7|52|9|8.16|0.65|8.81|15.00|0.82|6.53|0.82|0.82|15.00|
2451019|76882|1934|1655942|1189808|2987|5949520|1655942|1189808|2987|5949520|5|9351|20|4|1|52|10|73.84|5.91|79.75|15.00|7.38|59.07|7.38|7.38|15.00|
2450974|69109|6585|4261810|1864642|5648|2846235|4261810|1864642|5648|2846235|2|8648|14|2|13|53|10|57.97|4.64|62.61|15.00|5.80|46.38|5.80|5.80|15.00|
2451444|7830|15759|1558675|1516850|6476|4613382|1558675|1516850|6476|4613382|3|4629|3|5|14|53|3|59.13|4.73|63.86|15.00|5.91|47.30|5.91|5.91|15.00|
2451222|45086|9292|10691444|154984|5828|5096875|10691444|154984|5828|5096875|2|8705|3|2|15|54|8|69.78|5.58|75.36|15.00|6.98|55.82|6.98|6.98|15.00|
2450981|28570|1986|76309|713745|5006|1829823|76309|713745|5006|1829823|2|2623|17|4|25|54|7|41.09|3.29|44.38|15.00|4.11|32.87|4.11|4.11|15.00|
2451132|68045|15089|3602781|1303333|1390|2631529|3602781|1303333|1390|2631529|4|1394|2|1|33|55|8|16.50|1.32|17.82|15.00|1.65|13.20|1.65|1.65|15.00|
2451018|23788|7092|7198651|1843102|3097|1676599|7198651|1843102|3097|1676599|5|6088|4|4|1|55|5|23.79|1.90|25.69|15.00|2.38|19.03|2.38|2.38|15.00|
2451192|21035|13866|4686702|537569|6826|5584856|4686702|537569|6826|5584856|3|9866|3|4|14|56|3|32.21|2.58|34.79|15.00|3.22|25.77|3.22|3.22|15.00|
2451419|25544|12372|11563133|890673|5212|3086970|11563133|890673|5212|3086970|3|10634|15|5|16|56|9|63.84|5.11|68.95|15.00|6.38|51.07|6.38|6.38|15.00|
2451377|84512|16773|6212365|1536949|3032|5281176|6212365|1536949|3032|5281176|4|2667|15|1|11|57|10|86.09|6.89|92.98|15.00|8.61|68.87|8.61|8.61|15.00|
2450895|46867|7493|9256840|1617243|2714|5072944|9256840|1617243|2714|5072944|5|675|14|1|5|57|8|95.81|7.66|103.47|15.00|9.58|76.65|9.58|9.58|15.00|
2451109|46259|11469|2811732|274351|762|5031748|2811732|274351|762|5031748|6|2132|18|1|34|58|8|5.39|0.43|5.82|15.00|0.54|4.31|0.54|0.54|15.00|
2451114|44377|17956|2143456|6242|4800|2304325|2143456|6242|4800|2304325|5|11698|10|1|27|58|10|1.42|0.11|1.53|15.00|0.14|1.14|0.14|0.14|15.00|
2451184|13254|13552|5126307|556364|5454|3977879|5126307|556364|5454|3977879|6|4558|13|5|19|59|6|30.40|2.43|32.83|15.00|3.04|24.32|3.04|3.04|15.00|
2450975|12939|12403|6194025|798881|5315|3968120|6194025|798881|5315|3968120|6|2558|7|4|7|59|10|85.67|6.85|92.52|15.00|8.57|68.54|8.57|8.57|15.00|
2451081|47742|1846|5970582|952667|4327|2981227|5970582|952667|4327|2981227|5|8583|4|3|16|60|5|74.08|5.93|80.01|15.00|7.41|59.26|7.41|7.41|15.00|
2450982|15713|4157|2255265|1615459|4752|3393303|2255265|1615459|4752|3393303|3|9747|6|3|30|60|8|3.83|0.31|4.14|15.00|0.38|3.06|0.38|0.38|15.00|
2451437|30427|10545|8747355|190585|3003|4091571|8747355|190585|3003|4091571|2|7262|1|2|28|61|5|60.48|4.84|65.32|15.00|6.05|48.38|6.05|6.05|15.00|
2451458|76069|12126|5833506|988036|5601|1302003|5833506|988036|5601|1302003|2|5115|9|3|17|61|10|61.29|4.90|66.19|15.00|6.13|49.03|6.13|6.13|15.00|
2451507|30274|5162|902573|1161496|1195|4656602|902573|1161496|1195|4656602|3|3036|17|3|9|62|5|57.18|4.57|61.75|15.00|5.72|45.74|5.72|5.72|15.00|
2450881|6183|6318|10749748|362450|501|3315460|10749748|362450|501|3315460|5|8730|11|5|5|62|4|18.51|1.48|19.99|15.00|1.85|14.81|1.85|1.85|15.00|
2450921|77835|10360|3853872|520294|740|2644582|3853872|520294|740|2644582|1|8148|5|4|6|63|8|75.08|6.01|81.09|15.00|7.51|60.06|7.51|7.51|15.00|
2450910|36602|3281|5000359|1725170|3475|1329332|5000359|1725170|3475|1329332|5|11459|13|5|21|63|6|8.09|0.65|8.74|15.00|0.81|6.47|0.81|0.81|15.00|
2450968|36441|14720|1511319|613023|4101|3670485|1511319|613023|4101|3670485|2|7572|17|3|21|64|6|50.20|4.02|54.22|15.00|5.02|40.16|5.02|5.02|15.00|
2450931|2561|3329|8342987|149966|5482|5676485|8342987|149966|5482|5676485|3|11303|1|4|23|64|8|24.35|1.95|26.30|15.00|2.44|19.48|2.44|2.44|15.00|
2451063|17281|14746|11115277|1008365|4983|3824918|11115277|1008365|4983|3824918|4|9527|4|2|20|65|7|14.50|1.16|15.66|15.00|1.45|11.60|1.45|1.45|15.00|
2450854|75707|2336|3425062|321526|4272|5624634|3425062|321526|4272|5624634|6|863|14|4|35|65|2|79.24|6.34|85.58|15.00|7.92|63.39|7.92|7.92|15.00|
2450905|47656|9916|11573131|1552008|2553|4853365|11573131|1552008|2553|4853365|6|3042|8|2|19|66|2|73.93|5.91|79.84|15.00|7.39|59.14|7.39|7.39|15.00|
2451068|46356|3155|4022065|928550|4863|4368733|4022065|928550|4863|4368733|4|45|15|4|31|66|7|61.32|4.91|66.23|15.00|6.13|49.06|6.13|6.13|15.00|
2450835|68100|14173|3985084|1210604|740|2974865|3985084|1210604|740|2974865|2|3063|1|2|3|67|7|66.05|5.28|71.33|15.00|6.61|52.84|6.61|6.61|15.00|
2451333|38709|13573|6169850|139684|3534|695421|6169850|139684|3534|695421|2|4418|15|2|22|67|4|73.53|5.88|79.41|15.00|7.35|58.82|7.35|7.35|15.00|
2451482|6302|4539|8842369|292663|6347|3734914|8842369|292663|6347|3734914|5|388|4|2|4|68|1|44.55|3.56|48.11|15.00|4.46|35.64|4.46|4.46|15.00|
2451182|10520|6546|8088195|339423|1320|1978060|8088195|339423|1320|1978060|2|6563|6|5|6|68|4|20.07|1.61|21.68|15.00|2.01|16.06|2.01|2.01|15.00|
2451383|47953|12859|8159710|277813|592|219091|8159710|277813|592|219091|4|59|15|4|16|69|5|66.31|5.30|71.61|15.00|6.63|53.05|6.63|6.63|15.00|
2451454|10231|12691|8926649|1760719|720|4960192|8926649|1760719|720|4960192|2|9359|18|4|9|69|3|7.95|0.64|8.59|15.00|0.80|6.36|0.80|0.80|15.00|
2450906|10043|13369|2134851|950917|5201|360385|2134851|950917|5201|360385|5|6783|19|2|35|70|10|86.95|6.96|93.91|15.00|8.70|69.56|8.70|8.70|15.00|
2451416|25910|2222|596454|1309461|6584|5846643|596454|1309461|6584|5846643|3|602|15|3|28|70|2|43.99|3.52|47.51|15.00|4.40|35.19|4.40|4.40|15.00|
2450965|72851|4784|8358768|463825|6704|1038451|8358768|463825|6704|1038451|2|2311|1|2|11|71|8|95.73|7.66|103.39|15.00|9.57|76.58|9.57|9.57|15.00|
2450915|43587|346|1397195|421338|5037|4868275|1397195|421338|5037|4868275|1|10111|9|4|4|71|9|51.90|4.15|56.05|15.00|5.19|41.52|5.19|5.19|15.00|
2451110|55698|2785|1822187|1884141|4259|851022|1822187|1884141|4259|851022|1|6748|6|4|16|72|5|66.03|5.28|71.31|15.00|6.60|52.82|6.60|6.60|15.00|
2450961|5247|10511|9107481|1516879|2609|5113820|9107481|1516879|2609|5113820|1|1359|13|2|16|72|9|39.34|3.15|42.49|15.00|3.93|31.47|3.93|3.93|15.00|
2451426|83984|14840|6244887|1503270|5139|3407059|6244887|1503270|5139|3407059|2|7536|8|4|2|73|7|69.74|5.58|75.32|15.00|6.97|55.79|6.97|6.97|15.00|
2451139|41206|3157|11856622|625449|1032|3161417|11856622|625449|1032|3161417|3|7140|15|5|10|73|5|58.22|4.66|62.88|15.00|5.82|46.58|5.82|5.82|15.00|
2451210|70408|6330|6432111|39750|2199|5457104|6432111|39750|2199|5457104|6|10927|16|1|27|74|5|70.05|5.60|75.65|15.00|7.00|56.04|7.00|7.00|15.00|
2451163|23845|4546|1294448|1792890|6808|2440698|1294448|1792890|6808|2440698|4|5303|20|2|5|74|10|67.16|5.37|72.53|15.00|6.72|53.73|6.72|6.72|15.00|
2450828|40640|1703|1221194|726697|6027|2517633|1221194|726697|6027|2517633|3|6316|17|3|19|75|2|86.83|6.95|93.78|15.00|8.68|69.46|8.68|8.68|15.00|
2451278|22604|4578|7410379|1355029|5181|1781811|7410379|1355029|5181|1781811|5|5363|19|3|5|75|1|18.67|1.49|20.16|15.00|1.87|14.94|1.87|1.87|15.00|
2451424|5439|563|4853102|534468|277|4054765|4853102|534468|277|4054765|6|1175|11|3|8|76|4|37.02|2.96|39.98|15.00|3.70|29.62|3.70|3.70|15.00|
2450993|43866|11092|3096615|669057|1646|2035330|3096615|669057|1646|2035330|1|7897|18|3|10|76|10|45.72|3.66|49.38|15.00|4.57|36.58|4.57|4.57|15.00|
2451077|2250|10309|10720996|646086|6919|5777147|10720996|646086|6919|5777147|2|10905|14|1|33|77|4|28.66|2.29|30.95|15.00|2.87|22.93|2.87|2.87|15.00|
2450865|20572|13230|11886422|451663|1130|5409189|11886422|451663|1130|5409189|4|7813|8|1|21|77|5|22.83|1.83|24.66|15.00|2.28|18.26|2.28|2.28|15.00|
2451333|49047|5350|4416585|389016|4585|339201|4416585|389016|4585|339201|1|600|18|4|33|78|7|32.28|2.58|34.86|15.00|3.23|25.82|3.23|3.23|15.00|
