252|0000000252|252|0|4|12|AM|third|third|unknown|
253|0000000253|253|0|4|13|AM|third|third|unknown|
254|0000000254|254|0|4|14|AM|third|third|unknown|
255|0000000255|255|0|4|15|AM|third|third|unknown|
256|0000000256|256|0|4|16|AM|third|third|unknown|
257|0000000257|257|0|4|17|AM|third|third|unknown|
258|0000000258|258|0|4|18|AM|third|third|unknown|
259|0000000259|259|0|4|19|AM|third|third|unknown|
260|0000000260|260|0|4|20|AM|third|third|unknown|
261|0000000261|261|0|4|21|AM|third|third|unknown|
262|0000000262|262|0|4|22|AM|third|third|unknown|
263|0000000263|263|0|4|23|AM|third|third|unknown|
264|0000000264|264|0|4|24|AM|third|third|unknown|
265|0000000265|265|0|4|25|AM|third|third|unknown|
266|0000000266|266|0|4|26|AM|third|third|unknown|
267|0000000267|267|0|4|27|AM|third|third|unknown|
268|0000000268|268|0|4|28|AM|third|third|unknown|
269|0000000269|269|0|4|29|AM|third|third|unknown|
270|0000000270|270|0|4|30|AM|third|third|unknown|
271|0000000271|271|0|4|31|AM|third|third|unknown|
272|0000000272|272|0|4|32|AM|third|third|unknown|
273|0000000273|273|0|4|33|AM|third|third|unknown|
274|0000000274|274|0|4|34|AM|third|third|unknown|
275|0000000275|275|0|4|35|AM|third|third|unknown|
276|0000000276|276|0|4|36|AM|third|third|unknown|
277|0000000277|277|0|4|37|AM|third|third|unknown|
278|0000000278|278|0|4|38|AM|third|third|unknown|
279|0000000279|279|0|4|39|AM|third|third|unknown|
280|0000000280|280|0|4|40|AM|third|third|unknown|
281|0000000281|281|0|4|41|AM|third|third|unknown|
282|0000000282|282|0|4|42|AM|third|third|unknown|
283|0000000283|283|0|4|43|AM|third|third|unknown|
284|0000000284|284|0|4|44|AM|third|third|unknown|
285|0000000285|285|0|4|45|AM|third|third|unknown|
286|0000000286|286|0|4|46|AM|third|third|unknown|
287|0000000287|287|0|4|47|AM|third|third|unknown|
288|0000000288|288|0|4|48|AM|third|third|unknown|
289|0000000289|289|0|4|49|AM|third|third|unknown|
290|0000000290|290|0|4|50|AM|third|third|unknown|
291|0000000291|291|0|4|51|AM|third|third|unknown|
292|0000000292|292|0|4|52|AM|third|third|unknown|
293|0000000293|293|0|4|53|AM|third|third|unknown|
294|0000000294|294|0|4|54|AM|third|third|unknown|
295|0000000295|295|0|4|55|AM|third|third|unknown|
296|0000000296|296|0|4|56|AM|third|third|unknown|
297|0000000297|297|0|4|57|AM|third|third|unknown|
298|0000000298|298|0|4|58|AM|third|third|unknown|
299|0000000299|299|0|4|59|AM|third|third|unknown|
300|0000000300|300|0|5|0|AM|third|third|unknown|
301|0000000301|301|0|5|1|AM|third|third|unknown|
302|0000000302|302|0|5|2|AM|third|third|unknown|
303|0000000303|303|0|5|3|AM|third|third|unknown|
304|0000000304|304|0|5|4|AM|third|third|unknown|
305|0000000305|305|0|5|5|AM|third|third|unknown|
306|0000000306|306|0|5|6|AM|third|third|unknown|
307|0000000307|307|0|5|7|AM|third|third|unknown|
308|0000000308|308|0|5|8|AM|third|third|unknown|
309|0000000309|309|0|5|9|AM|third|third|unknown|
310|0000000310|310|0|5|10|AM|third|third|unknown|
311|0000000311|311|0|5|11|AM|third|third|unknown|
312|0000000312|312|0|5|12|AM|third|third|unknown|
313|0000000313|313|0|5|13|AM|third|third|unknown|
314|0000000314|314|0|5|14|AM|third|third|unknown|
315|0000000315|315|0|5|15|AM|third|third|unknown|
316|0000000316|316|0|5|16|AM|third|third|unknown|
317|0000000317|317|0|5|17|AM|third|third|unknown|
318|0000000318|318|0|5|18|AM|third|third|unknown|
319|0000000319|319|0|5|19|AM|third|third|unknown|
320|0000000320|320|0|5|20|AM|third|third|unknown|
321|0000000321|321|0|5|21|AM|third|third|unknown|
322|0000000322|322|0|5|22|AM|third|third|unknown|
323|0000000323|323|0|5|23|AM|third|third|unknown|
324|0000000324|324|0|5|24|AM|third|third|unknown|
325|0000000325|325|0|5|25|AM|third|third|unknown|
326|0000000326|326|0|5|26|AM|third|third|unknown|
327|0000000327|327|0|5|27|AM|third|third|unknown|
328|0000000328|328|0|5|28|AM|third|third|unknown|
329|0000000329|329|0|5|29|AM|third|third|unknown|
330|0000000330|330|0|5|30|AM|third|third|unknown|
331|0000000331|331|0|5|31|AM|third|third|unknown|
332|0000000332|332|0|5|32|AM|third|third|unknown|
333|0000000333|333|0|5|33|AM|third|third|unknown|
334|0000000334|334|0|5|34|AM|third|third|unknown|
335|0000000335|335|0|5|35|AM|third|third|unknown|
336|0000000336|336|0|5|36|AM|third|third|unknown|
337|0000000337|337|0|5|37|AM|third|third|unknown|
338|0000000338|338|0|5|38|AM|third|third|unknown|
339|0000000339|339|0|5|39|AM|third|third|unknown|
340|0000000340|340|0|5|40|AM|third|third|unknown|
341|0000000341|341|0|5|41|AM|third|third|unknown|
342|0000000342|342|0|5|42|AM|third|third|unknown|
343|0000000343|343|0|5|43|AM|third|third|unknown|
344|0000000344|344|0|5|44|AM|third|third|unknown|
345|0000000345|345|0|5|45|AM|third|third|unknown|
346|0000000346|346|0|5|46|AM|third|third|unknown|
347|0000000347|347|0|5|47|AM|third|third|unknown|
348|0000000348|348|0|5|48|AM|third|third|unknown|
349|0000000349|349|0|5|49|AM|third|third|unknown|
350|0000000350|350|0|5|50|AM|third|third|unknown|
351|0000000351|351|0|5|51|AM|third|third|unknown|
352|0000000352|352|0|5|52|AM|third|third|unknown|
353|0000000353|353|0|5|53|AM|third|third|unknown|
354|0000000354|354|0|5|54|AM|third|third|unknown|
355|0000000355|355|0|5|55|AM|third|third|unknown|
356|0000000356|356|0|5|56|AM|third|third|unknown|
357|0000000357|357|0|5|57|AM|third|third|unknown|
358|0000000358|358|0|5|58|AM|third|third|unknown|
359|0000000359|359|0|5|59|AM|third|third|unknown|
360|0000000360|360|0|6|0|AM|third|third|unknown|
361|0000000361|361|0|6|1|AM|third|third|unknown|
362|0000000362|362|0|6|2|AM|third|third|unknown|
363|0000000363|363|0|6|3|AM|third|third|unknown|
364|0000000364|364|0|6|4|AM|third|third|unknown|
365|0000000365|365|0|6|5|AM|third|third|unknown|
366|0000000366|366|0|6|6|AM|third|third|unknown|
367|0000000367|367|0|6|7|AM|third|third|unknown|
368|0000000368|368|0|6|8|AM|third|third|unknown|
369|0000000369|369|0|6|9|AM|third|third|unknown|
370|0000000370|370|0|6|10|AM|third|third|unknown|
371|0000000371|371|0|6|11|AM|third|third|unknown|
372|0000000372|372|0|6|12|AM|third|third|unknown|
373|0000000373|373|0|6|13|AM|third|third|unknown|
374|0000000374|374|0|6|14|AM|third|third|unknown|
375|0000000375|375|0|6|15|AM|third|third|unknown|
376|0000000376|376|0|6|16|AM|third|third|unknown|
377|0000000377|377|0|6|17|AM|third|third|unknown|
378|0000000378|378|0|6|18|AM|third|third|unknown|
379|0000000379|379|0|6|19|AM|third|third|unknown|
380|0000000380|380|0|6|20|AM|third|third|unknown|
381|0000000381|381|0|6|21|AM|third|third|unknown|
382|0000000382|382|0|6|22|AM|third|third|unknown|
383|0000000383|383|0|6|23|AM|third|third|unknown|
384|0000000384|384|0|6|24|AM|third|third|unknown|
385|0000000385|385|0|6|25|AM|third|third|unknown|
386|0000000386|386|0|6|26|AM|third|third|unknown|
387|0000000387|387|0|6|27|AM|third|third|unknown|
388|0000000388|388|0|6|28|AM|third|third|unknown|
389|0000000389|389|0|6|29|AM|third|third|unknown|
390|0000000390|390|0|6|30|AM|third|third|unknown|
391|0000000391|391|0|6|31|AM|third|third|unknown|
392|0000000392|392|0|6|32|AM|third|third|unknown|
393|0000000393|393|0|6|33|AM|third|third|unknown|
394|0000000394|394|0|6|34|AM|third|third|unknown|
395|0000000395|395|0|6|35|AM|third|third|unknown|
396|0000000396|396|0|6|36|AM|third|third|unknown|
397|0000000397|397|0|6|37|AM|third|third|unknown|
398|0000000398|398|0|6|38|AM|third|third|unknown|
399|0000000399|399|0|6|39|AM|third|third|unknown|
400|0000000400|400|0|6|40|AM|third|third|unknown|
401|0000000401|401|0|6|41|AM|third|third|unknown|
402|0000000402|402|0|6|42|AM|third|third|unknown|
403|0000000403|403|0|6|43|AM|third|third|unknown|
404|0000000404|404|0|6|44|AM|third|third|unknown|
405|0000000405|405|0|6|45|AM|third|third|unknown|
406|0000000406|406|0|6|46|AM|third|third|unknown|
407|0000000407|407|0|6|47|AM|third|third|unknown|
408|0000000408|408|0|6|48|AM|third|third|unknown|
409|0000000409|409|0|6|49|AM|third|third|unknown|
410|0000000410|410|0|6|50|AM|third|third|unknown|
411|0000000411|411|0|6|51|AM|third|third|unknown|
412|0000000412|412|0|6|52|AM|third|third|unknown|
413|0000000413|413|0|6|53|AM|third|third|unknown|
414|0000000414|414|0|6|54|AM|third|third|unknown|
415|0000000415|415|0|6|55|AM|third|third|unknown|
416|0000000416|416|0|6|56|AM|third|third|unknown|
417|0000000417|417|0|6|57|AM|third|third|unknown|
418|0000000418|418|0|6|58|AM|third|third|unknown|
419|0000000419|419|0|6|59|AM|third|third|unknown|
420|0000000420|420|0|7|0|AM|third|third|unknown|
421|0000000421|421|0|7|1|AM|third|third|unknown|
422|0000000422|422|0|7|2|AM|third|third|unknown|
423|0000000423|423|0|7|3|AM|third|third|unknown|
424|0000000424|424|0|7|4|AM|third|third|unknown|
425|0000000425|425|0|7|5|AM|third|third|unknown|
426|0000000426|426|0|7|6|AM|third|third|unknown|
427|0000000427|427|0|7|7|AM|third|third|unknown|
428|0000000428|428|0|7|8|AM|third|third|unknown|
429|0000000429|429|0|7|9|AM|third|third|unknown|
430|0000000430|430|0|7|10|AM|third|third|unknown|
431|0000000431|431|0|7|11|AM|third|third|unknown|
432|0000000432|432|0|7|12|AM|third|third|unknown|
433|0000000433|433|0|7|13|AM|third|third|unknown|
434|0000000434|434|0|7|14|AM|third|third|unknown|
435|0000000435|435|0|7|15|AM|third|third|unknown|
436|0000000436|436|0|7|16|AM|third|third|unknown|
437|0000000437|437|0|7|17|AM|third|third|unknown|
438|0000000438|438|0|7|18|AM|third|third|unknown|
439|0000000439|439|0|7|19|AM|third|third|unknown|
440|0000000440|440|0|7|20|AM|third|third|unknown|
441|0000000441|441|0|7|21|AM|third|third|unknown|
442|0000000442|442|0|7|22|AM|third|third|unknown|
443|0000000443|443|0|7|23|AM|third|third|unknown|
444|0000000444|444|0|7|24|AM|third|third|unknown|
445|0000000445|445|0|7|25|AM|third|third|unknown|
446|0000000446|446|0|7|26|AM|third|third|unknown|
447|0000000447|447|0|7|27|AM|third|third|unknown|
448|0000000448|448|0|7|28|AM|third|third|unknown|
449|0000000449|449|0|7|29|AM|third|third|unknown|
450|0000000450|450|0|7|30|AM|third|third|unknown|
451|0000000451|451|0|7|31|AM|third|third|unknown|
452|0000000452|452|0|7|32|AM|third|third|unknown|
453|0000000453|453|0|7|33|AM|third|third|unknown|
454|0000000454|454|0|7|34|AM|third|third|unknown|
455|0000000455|455|0|7|35|AM|third|third|unknown|
456|0000000456|456|0|7|36|AM|third|third|unknown|
457|0000000457|457|0|7|37|AM|third|third|unknown|
458|0000000458|458|0|7|38|AM|third|third|unknown|
459|0000000459|459|0|7|39|AM|third|third|unknown|
460|0000000460|460|0|7|40|AM|third|third|unknown|
461|0000000461|461|0|7|41|AM|third|third|unknown|
462|0000000462|462|0|7|42|AM|third|third|unknown|
463|0000000463|463|0|7|43|AM|third|third|unknown|
464|0000000464|464|0|7|44|AM|third|third|unknown|
465|0000000465|465|0|7|45|AM|third|third|unknown|
466|0000000466|466|0|7|46|AM|third|third|unknown|
467|0000000467|467|0|7|47|AM|third|third|unknown|
468|0000000468|468|0|7|48|AM|third|third|unknown|
469|0000000469|469|0|7|49|AM|third|third|unknown|
470|0000000470|470|0|7|50|AM|third|third|unknown|
471|0000000471|471|0|7|51|AM|third|third|unknown|
472|0000000472|472|0|7|52|AM|third|third|unknown|
473|0000000473|473|0|7|53|AM|third|third|unknown|
474|0000000474|474|0|7|54|AM|third|third|unknown|
475|0000000475|475|0|7|55|AM|third|third|unknown|
476|0000000476|476|0|7|56|AM|third|third|unknown|
477|0000000477|477|0|7|57|AM|third|third|unknown|
478|0000000478|478|0|7|58|AM|third|third|unknown|
479|0000000479|479|0|7|59|AM|third|third|unknown|
480|0000000480|480|0|8|0|AM|third|third|unknown|
481|0000000481|481|0|8|1|AM|third|third|unknown|
482|0000000482|482|0|8|2|AM|third|third|unknown|
483|0000000483|483|0|8|3|AM|third|third|unknown|
484|0000000484|484|0|8|4|AM|third|third|unknown|
485|0000000485|485|0|8|5|AM|third|third|unknown|
486|0000000486|486|0|8|6|AM|third|third|unknown|
487|0000000487|487|0|8|7|AM|third|third|unknown|
488|0000000488|488|0|8|8|AM|third|third|unknown|
489|0000000489|489|0|8|9|AM|third|third|unknown|
490|0000000490|490|0|8|10|AM|third|third|unknown|
491|0000000491|491|0|8|11|AM|third|third|unknown|
492|0000000492|492|0|8|12|AM|third|third|unknown|
493|0000000493|493|0|8|13|AM|third|third|unknown|
494|0000000494|494|0|8|14|AM|third|third|unknown|
495|0000000495|495|0|8|15|AM|third|third|unknown|
496|0000000496|496|0|8|16|AM|third|third|unknown|
497|0000000497|497|0|8|17|AM|third|third|unknown|
498|0000000498|498|0|8|18|AM|third|third|unknown|
499|0000000499|499|0|8|19|AM|third|third|unknown|
500|0000000500|500|0|8|20|AM|third|third|unknown|
501|0000000501|501|0|8|21|AM|third|third|unknown|
502|0000000502|502|0|8|22|AM|third|third|unknown|
503|0000000503|503|0|8|23|AM|third|third|unknown|
504|0000000504|504|0|8|24|AM|third|third|unknown|
505|0000000505|505|0|8|25|AM|third|third|unknown|
506|0000000506|506|0|8|26|AM|third|third|unknown|
507|0000000507|507|0|8|27|AM|third|third|unknown|
508|0000000508|508|0|8|28|AM|third|third|unknown|
509|0000000509|509|0|8|29|AM|third|third|unknown|
510|0000000510|510|0|8|30|AM|third|third|unknown|
511|0000000511|511|0|8|31|AM|third|third|unknown|
512|0000000512|512|0|8|32|AM|third|third|unknown|
513|0000000513|513|0|8|33|AM|third|third|unknown|
514|0000000514|514|0|8|34|AM|third|third|unknown|
515|0000000515|515|0|8|35|AM|third|third|unknown|
516|0000000516|516|0|8|36|AM|third|third|unknown|
517|0000000517|517|0|8|37|AM|third|third|unknown|
