2451488|58673|14931|3422764|967667|5929|1664653|9|89|4|53|82.05|109.95|86.86|1223.71|4603.48|4348.65|5827.19|368.28|0.00|4603.48|4971.76|254.83|
2451144|73193|3466|1331539|1043324|775|2784268|9|249|4|25|86.68|91.88|83.61|206.73|2090.29|2167.00|2297.02|167.22|0.00|2090.29|2257.51|-76.71|
2451420|51072|272|7690105|1901640|4006|1720747|2|241|4|2|70.28|71.69|66.67|10.04|133.34|140.56|143.37|10.67|0.00|133.34|144.00|-7.22|
2451078|8846|17710|7376160|1360957|3870|2283015|5|103|5|27|40.19|45.41|44.51|24.52|1201.67|1085.13|1226.20|96.13|0.00|1201.67|1297.81|116.54|
2450883|3929|6276|8416020|396811|5464|3631144|11|282|5|24|18.01|25.03|18.02|168.23|432.59|432.24|600.81|34.61|0.00|432.59|467.19|0.35|
2451493|939|12464|9995312|1061701|4835|2815003|8|182|5|89|66.63|85.29|64.82|1821.72|5768.77|5930.07|7590.49|461.50|0.00|5768.77|6230.27|-161.30|
2450876|60454|1217|2513028|1782906|2052|5027331|3|32|5|87|22.07|32.00|30.08|167.05|2617.08|1920.09|2784.13|209.37|0.00|2617.08|2826.45|696.99|
2450958|44999|1306|1022856|356336|3705|3615091|8|120|6|23|1.66|2.29|1.86|10.01|42.68|38.18|52.69|3.41|0.00|42.68|46.09|4.50|
2451070|52177|11545|4451367|1371882|3271|1569967|7|97|6|93|4.96|7.39|6.65|68.73|618.58|461.28|687.31|49.49|0.00|618.58|668.06|157.30|
2450879|63291|7385|2557813|1273422|6743|3501320|8|238|6|1|83.72|105.49|78.06|27.43|78.06|83.72|105.49|6.24|7.81|70.25|76.50|-13.47|
2451249|86313|2060|5247943|1402362|1709|3755471|10|179|6|30|98.75|99.74|89.76|299.21|2692.91|2962.50|2992.12|215.43|0.00|2692.91|2908.35|-269.59|
2450958|60694|6372|6779837|1734170|590|4268080|11|64|7|40|12.30|15.74|11.97|151.14|478.62|492.00|629.76|38.29|0.00|478.62|516.91|-13.38|
2451419|14538|1892|10223308|287131|4149|1620697|9|97|7|71|76.53|101.02|88.90|860.69|6311.70|5433.63|7172.39|504.94|0.00|6311.70|6816.64|878.07|
2451452|83994|7777|7213797|1202379|3167|405655|6|279|7|48|93.81|101.31|93.21|389.05|4474.06|4502.88|4863.11|357.92|0.00|4474.06|4831.99|-28.82|
2450999|51123|10616|4989607|1460134|245|5390893|7|212|7|12|25.52|26.80|25.72|12.86|308.69|306.24|321.55|24.70|0.00|308.69|333.39|2.45|
2451194|47348|12715|5689113|1144509|2621|1355447|9|47|8|29|86.00|128.14|115.33|371.61|3344.45|2494.00|3716.06|267.56|0.00|3344.45|3612.01|850.45|
2451308|33997|3218|5050522|819505|1717|2647857|10|25|8|26|52.90|69.83|67.03|72.62|1742.91|1375.40|1815.53|139.43|0.00|1742.91|1882.34|367.51|
2450902|83196|14623|851116|1427588|337|3397001|12|193|8|60|74.69|87.39|83.89|209.73|5033.51|4481.40|5243.24|402.68|0.00|5033.51|5436.19|552.11|
2451066|33019|3605|5694112|1131878|235|4341380|5|230|8|49|86.26|101.79|73.29|1396.51|3591.04|4226.74|4987.55|287.28|0.00|3591.04|3878.32|-635.70|
2451329|20029|7090|10128426|200020|3055|5336211|10|183|9|15|50.24|62.80|48.36|216.66|725.34|753.60|942.00|58.03|0.00|725.34|783.37|-28.26|
2451414|16253|14377|9294086|916643|2549|5326|11|218|9|35|14.06|17.15|15.61|54.03|546.33|492.10|600.36|43.71|0.00|546.33|590.04|54.23|
2451470|80004|5392|11129541|1056686|6250|415224|11|75|9|7|41.11|48.51|36.38|84.89|254.68|287.77|339.57|20.37|25.47|229.21|249.58|-58.56|
2450980|42966|13101|3922628|1449560|1996|5435936|4|218|9|5|23.94|32.56|26.70|29.30|133.49|119.70|162.79|10.68|0.00|133.49|144.17|13.79|
2450995|9372|10592|7921309|75900|1826|823275|2|126|10|33|78.36|111.27|111.27|0.00|3671.95|2585.88|3671.95|293.76|0.00|3671.95|3965.71|1086.07|
2450978|29667|5222|9684098|711232|3194|2684520|8|60|10|76|12.95|16.32|11.59|359.63|880.47|984.20|1240.09|70.44|0.00|880.47|950.90|-103.73|
2450849|26323|14618|8991529|1182694|4251|4716987|12|292|10|10|17.67|22.09|19.00|30.92|189.95|176.70|220.88|15.20|0.00|189.95|205.15|13.25|
2450850|24517|9047|84995|1206193|3857|4283319|12|217|10|66|50.70|60.84|55.97|321.24|3694.20|3346.20|4015.44|295.54|0.00|3694.20|3989.74|348.00|
2451380|64162|14395|6212418|1783216|3047|4711667|5|232|11|53|2.36|3.35|2.68|35.52|142.09|125.08|177.61|11.37|0.00|142.09|153.46|17.01|
2450955|3092|11758|7422550|1522963|5948|5886334|7|191|11|99|35.82|42.98|42.12|85.11|4170.31|3546.18|4255.42|333.62|0.00|4170.31|4503.93|624.13|
2451258|13127|9678|11706703|1332097|4264|3202915|1|70|11|50|42.44|55.17|55.17|0.00|2758.60|2122.00|2758.60|220.69|0.00|2758.60|2979.29|636.60|
2451160|59758|11331|9208933|104659|6433|2718356|11|207|11|91|95.12|135.07|104.00|2827.02|9464.38|8655.92|12291.41|757.15|0.00|9464.38|10221.53|808.46|
2451366|78560|7275|6697061|1612341|3956|4407987|11|284|12|92|90.62|109.65|98.69|1008.78|9079.04|8337.04|10087.82|726.32|0.00|9079.04|9805.36|742.00|
2450873|14900|6157|2940184|887994|6129|4118651|1|25|12|8|27.76|29.15|21.28|62.96|170.22|222.08|233.18|13.62|0.00|170.22|183.84|-51.86|
2451461|14000|14539|11919121|1427515|4783|3842934|11|170|12|43|16.47|17.29|13.66|156.16|587.46|708.21|743.62|47.00|0.00|587.46|634.46|-120.75|
2451033|22822|1212|10527613|1316060|5770|4098715|3|249|12|82|59.25|66.95|58.25|713.71|4776.39|4858.50|5490.11|382.11|0.00|4776.39|5158.50|-82.11|
2451539|4060|1574|10789368|1224488|3940|4219622|2|29|13|4|75.97|101.04|77.80|92.96|311.20|303.88|404.16|24.90|0.00|311.20|336.10|7.32|
2450896|54644|8236|11080419|1150890|3986|1794648|1|124|13|77|80.76|113.06|90.45|1741.19|6964.74|6218.52|8705.93|557.18|0.00|6964.74|7521.92|746.22|
2451417|79075|7356|4137081|1542981|6414|5243832|11|154|13|6|92.63|135.24|117.66|105.49|705.95|555.78|811.44|56.48|0.00|705.95|762.43|150.17|
2451418|39715|15873|5394540|854729|4097|3396372|5|146|13|95|9.29|12.36|10.50|176.07|997.72|882.55|1173.79|79.82|0.00|997.72|1077.54|115.17|
2451058|59026|9530|2164107|33726|1585|2345840|1|261|14|15|81.31|108.96|77.36|473.96|1160.38|1219.65|1634.33|92.83|0.00|1160.38|1253.21|-59.27|
2450821|12152|14299|4616096|1893533|5530|5702413|6|280|14|53|77.57|102.39|83.96|976.82|4449.97|4111.21|5426.80|356.00|0.00|4449.97|4805.97|338.76|
2451112|66392|15320|7458116|159702|5039|3380749|2|167|14|47|31.89|47.52|43.71|178.66|2054.60|1498.83|2233.26|164.37|0.00|2054.60|2218.96|555.77|
2451461|51913|13247|8156811|1550309|4145|444574|9|43|14|82|89.36|109.91|86.83|1892.70|7120.15|7327.52|9012.85|569.61|0.00|7120.15|7689.76|-207.37|
2450861|58617|10231|8733861|1290443|1843|3302586|6|31|15|88|56.25|74.81|65.09|855.85|5727.65|4950.00|6583.50|458.21|0.00|5727.65|6185.86|777.65|
2450950|54316|3513|3401390|1751501|5599|3908308|6|115|15|94|99.02|109.91|92.33|1653.08|8678.67|9307.88|10331.75|694.29|0.00|8678.67|9372.96|-629.21|
2451435|53159|9366|3313557|1363595|272|2297590|9|123|15|39|2.00|2.76|2.76|0.00|107.64|78.00|107.64|8.61|10.76|96.88|105.49|18.88|
2450848|58596|519|341338|1420671|3072|671902|8|23|15|3|6.86|9.06|8.24|2.44|24.72|20.58|27.17|1.98|0.00|24.72|26.70|4.14|
2450884|69502|11566|4986791|928638|3319|3638510|6|213|16|68|36.13|38.30|29.87|572.94|2031.32|2456.84|2604.25|162.51|0.00|2031.32|2193.82|-425.52|
2451125|21792|13088|9152251|1556479|933|749751|4|140|16|31|47.37|47.37|36.95|323.06|1145.41|1468.47|1468.47|91.63|0.00|1145.41|1237.04|-323.06|
2451049|58585|9379|2842559|1513259|264|602541|5|287|16|36|77.84|108.98|108.98|0.00|3923.14|2802.24|3923.14|313.85|0.00|3923.14|4236.99|1120.90|
2451110|81865|7887|6187972|1002304|818|2651767|12|168|16|11|11.65|15.49|14.56|10.23|160.21|128.15|170.44|12.82|0.00|160.21|173.03|32.06|
2451085|81302|3181|5852322|912807|6095|4021846|10|167|17|90|62.53|70.03|69.33|63.03|6239.99|5627.70|6303.02|499.20|0.00|6239.99|6739.19|612.29|
2451446|35520|11508|11186798|179095|2834|876169|5|213|17|60|6.62|8.87|8.69|10.64|521.60|397.20|532.25|41.73|52.16|469.44|511.17|72.24|
2451113|5794|17019|254994|1417827|1577|2646773|12|66|17|26|1.20|1.55|1.19|9.26|30.99|31.20|40.25|2.48|0.00|30.99|33.47|-0.21|
2451246|62424|14885|10027658|517461|827|912293|10|298|17|95|87.57|103.33|98.17|490.83|9325.77|8319.15|9816.60|746.06|0.00|9325.77|10071.83|1006.62|
2451147|62810|13533|11766345|1102734|1910|3818457|8|5|18|67|93.66|126.44|93.57|2202.60|6268.94|6275.22|8471.55|501.52|0.00|6268.94|6770.46|-6.28|
2451499|75628|3760|701819|200049|6208|4879068|2|172|18|34|78.47|107.50|91.38|548.27|3106.86|2667.98|3655.13|248.55|0.00|3106.86|3355.41|438.88|
2451371|27986|8567|4720834|605601|4050|5513478|10|122|18|58|99.84|121.80|109.62|706.47|6358.21|5790.72|7064.68|508.66|0.00|6358.21|6866.87|567.49|
2450893|36749|13553|7608967|950308|2607|4259005|3|192|18|90|26.79|32.95|32.62|29.66|2936.00|2411.10|2965.65|234.88|0.00|2936.00|3170.88|524.90|
2451307|52313|2667|9186045|1665872|4273|3225654|5|227|19|4|73.63|101.61|72.14|117.87|288.57|294.52|406.44|23.09|0.00|288.57|311.66|-5.95|
2451510|53670|1285|7986632|1496710|3357|5846565|1|108|19|60|88.51|91.17|79.31|711.09|4758.83|5310.60|5469.92|380.71|0.00|4758.83|5139.53|-551.77|
2451287|13335|15464|6358836|182977|3789|2559809|1|177|19|24|74.45|102.74|93.49|221.92|2243.86|1786.80|2465.78|179.51|0.00|2243.86|2423.37|457.06|
2450955|50421|15552|8479626|808887|735|4985772|8|295|19|2|61.14|62.36|56.13|12.47|112.25|122.28|124.73|8.98|11.23|101.03|110.01|-21.25|
2451298|32606|4516|7124142|1220253|4453|2653514|6|103|20|7|43.37|54.65|53.01|11.48|371.05|303.59|382.52|29.68|0.00|371.05|400.73|67.46|
2451291|1972|9316|3603615|1708296|4811|2614192|8|200|20|4|73.57|86.08|62.84|92.96|251.34|294.28|344.31|20.11|0.00|251.34|271.45|-42.94|
2451251|8686|758|3065687|828970|6345|3451178|9|277|20|78|93.32|100.79|92.72|628.90|7232.37|7278.96|7861.28|578.59|0.00|7232.37|7810.96|-46.59|
2451236|61917|2140|2534188|1682301|4192|253294|11|63|20|17|93.67|105.85|100.55|89.97|1709.43|1592.39|1799.40|136.75|0.00|1709.43|1846.19|117.04|
2450984|81700|4762|2307644|982819|3765|2094034|8|290|21|72|89.95|133.13|114.49|1341.91|8243.16|6476.40|9585.07|659.45|0.00|8243.16|8902.61|1766.76|
2451191|31735|14307|4261030|1047365|7199|1751125|3|15|21|25|24.09|34.93|25.15|244.51|628.75|602.25|873.26|50.30|0.00|628.75|679.05|26.50|
2451087|23305|7214|1861892|746059|5596|4333857|4|60|21|31|18.27|22.65|16.31|196.64|505.66|566.37|702.30|40.45|0.00|505.66|546.11|-60.71|
2451427|74437|16484|3360027|24086|1302|2118770|4|73|21|96|9.20|11.32|8.37|282.45|803.89|883.20|1086.34|64.31|0.00|803.89|868.20|-79.31|
2451211|82502|634|6744355|1640893|2762|4795691|11|123|22|71|23.45|29.78|21.14|613.20|1501.29|1664.95|2114.49|120.10|0.00|1501.29|1621.39|-163.66|
2451484|9394|1633|11154893|675535|6699|3457405|5|268|22|9|10.92|12.12|9.21|26.18|82.91|98.28|109.09|6.63|0.00|82.91|89.54|-15.37|
2451157|85606|9754|6162864|709840|4304|3235324|5|144|22|91|58.16|77.93|63.91|1276.57|5815.46|5292.56|7092.03|465.24|0.00|5815.46|6280.70|522.90|
2451347|67739|4883|1568933|1772376|7097|5616316|8|125|22|52|75.20|78.96|77.38|82.12|4023.80|3910.40|4105.92|321.90|0.00|4023.80|4345.71|113.40|
2451404|789|7519|9931655|808964|697|1256300|8|106|23|100|10.51|13.45|11.97|147.98|1197.30|1051.00|1345.28|95.78|0.00|1197.30|1293.08|146.30|
2451146|21239|3906|11575017|718671|6115|2993005|4|181|23|17|20.86|25.87|18.37|127.52|312.21|354.62|439.73|24.98|0.00|312.21|337.18|-42.41|
2451434|43563|4968|11215233|265971|6358|4308312|7|12|23|89|93.73|109.66|106.37|292.80|9467.30|8341.97|9760.10|757.38|946.73|8520.57|9277.96|178.60|
2451394|37853|17054|1354722|882076|3099|5023075|6|154|23|84|54.44|66.96|57.59|787.46|4837.28|4572.96|5624.74|386.98|0.00|4837.28|5224.26|264.32|
2451262|25039|4419|2726907|1594000|5234|1274583|1|75|24|70|21.09|27.00|24.30|188.97|1700.70|1476.30|1889.66|136.06|0.00|1700.70|1836.75|224.40|
2450951|50599|3705|755327|1828428|2569|3491217|1|297|24|1|47.60|50.46|49.95|0.50|49.95|47.60|50.46|4.00|0.00|49.95|53.95|2.35|
2451007|68822|7852|11806043|1219052|5170|3172882|10|81|24|22|44.58|53.50|38.52|329.54|847.38|980.76|1176.91|67.79|0.00|847.38|915.17|-133.38|
2450880|41037|4133|9989510|863926|5748|4207302|10|293|24|78|52.44|65.55|62.93|204.52|4908.38|4090.32|5112.90|392.67|0.00|4908.38|5301.05|818.06|
2451170|55840|3798|2028483|211669|5182|3238135|1|249|25|44|27.07|35.19|27.10|356.13|1192.27|1191.08|1548.40|95.38|0.00|1192.27|1287.65|1.19|
2451324|4686|1749|4748139|1691064|1009|5984687|6|111|25|77|68.69|99.60|84.66|1150.39|6518.85|5289.13|7669.24|521.51|651.89|5866.97|6388.48|577.84|
2451341|85029|9074|17347|331766|3184|4286747|4|200|25|33|12.73|12.86|10.80|67.89|356.40|420.09|424.29|28.51|0.00|356.40|384.92|-63.69|
2451414|4992|14179|5803158|191061|1605|3428841|2|4|25|39|54.04|65.39|48.39|663.04|1887.11|2107.56|2550.15|150.97|188.71|1698.40|1849.37|-409.16|
2451223|86155|11990|3288659|1091909|3778|5094528|9|208|26|81|76.23|113.58|93.14|1656.04|7544.16|6174.63|9200.20|603.53|0.00|7544.16|8147.70|1369.53|
2451523|24537|9936|7732433|1171090|544|5766280|10|260|26|63|48.00|49.92|35.94|880.59|2264.37|3024.00|3144.96|181.15|0.00|2264.37|2445.52|-759.63|
2451277|48520|1770|872586|1076182|4332|2677001|4|106|26|98|35.86|52.36|46.07|615.70|4515.15|3514.28|5130.85|361.21|0.00|4515.15|4876.36|1000.87|
2451426|54177|12473|7101195|457178|4783|3925504|2|24|26|73|85.54|118.05|102.70|1120.25|7497.05|6244.42|8617.30|599.76|0.00|7497.05|8096.81|1252.63|
2450873|51776|1688|4453347|1482630|304|793839|10|112|27|11|9.94|12.33|9.00|36.61|98.97|109.34|135.58|7.92|0.00|98.97|106.89|-10.37|
2451042|26870|1624|2218693|1154735|2481|4831920|1|166|27|69|54.03|76.72|60.61|1111.71|4182.15|3728.07|5293.86|334.57|0.00|4182.15|4516.72|454.08|
2450958|41484|13454|5617956|1730530|2616|1739134|9|243|27|53|70.50|99.41|96.42|158.05|5110.41|3736.50|5268.47|408.83|0.00|5110.41|5519.24|1373.91|
2451055|44407|10419|9660080|415825|1647|1563496|5|249|27|14|98.51|143.82|112.18|442.98|1570.56|1379.14|2013.54|125.65|157.06|1413.51|1539.15|34.37|
2451143|42417|9212|9015650|1476590|1564|4387886|7|286|28|39|11.84|14.21|10.37|149.61|404.50|461.76|554.11|32.36|0.00|404.50|436.86|-57.26|
2451176|80915|3679|1163257|1585504|6694|352663|3|42|28|45|83.56|91.08|69.22|983.67|3114.95|3760.20|4098.62|249.20|0.00|3114.95|3364.15|-645.25|
2450931|56741|5792|7181119|867110|5930|685846|11|15|28|80|33.65|43.74|31.93|944.89|2554.71|2692.00|3499.60|204.38|0.00|2554.71|2759.08|-137.29|
2451516|2471|14002|7051181|126968|2046|3014333|9|174|28|28|17.14|21.08|19.18|53.13|537.17|479.92|590.30|42.97|53.72|483.46|526.43|3.54|
2451024|62911|3849|6441506|1505525|4922|3369958|7|201|29|64|7.45|10.95|10.73|14.02|686.88|476.80|700.90|54.95|0.00|686.88|741.83|210.08|
2451391|53335|456|11846923|1742725|5249|2705164|2|124|29|2|95.19|95.19|85.67|19.04|171.34|190.38|190.38|13.71|0.00|171.34|185.05|-19.04|
2451171|57452|1764|8495546|540019|3119|1178858|4|97|29|91|48.66|49.15|39.32|894.47|3577.87|4428.06|4472.34|286.23|0.00|3577.87|3864.10|-850.19|
2451050|39667|1920|10508682|1604627|389|160674|7|265|29|22|4.88|5.51|5.13|8.49|112.82|107.36|121.32|9.03|0.00|112.82|121.85|5.46|
2451027|25788|5115|2651697|1350327|3346|241180|9|149|30|5|10.55|14.14|10.32|19.08|51.60|52.75|70.69|4.13|0.00|51.60|55.73|-1.15|
2451380|26615|12163|8205563|1762007|332|1399295|9|6|30|14|71.55|77.27|77.27|0.00|1081.84|1001.70|1081.84|86.55|0.00|1081.84|1168.38|80.14|
2451241|37288|154|6128328|1096713|7110|4868756|12|180|30|14|52.81|62.84|62.22|8.80|871.02|739.34|879.81|69.68|0.00|871.02|940.70|131.68|
2451064|77008|11151|7947677|194394|6976|134486|1|208|30|94|21.72|21.94|21.50|41.24|2020.85|2041.68|2062.10|161.67|0.00|2020.85|2182.52|-20.83|
2451199|45785|15826|3043453|603235|1264|2565453|1|134|31|99|29.76|39.28|30.64|855.59|3033.45|2946.24|3889.04|242.68|0.00|3033.45|3276.12|87.21|
2451037|38329|12180|981369|647772|6765|1361491|11|142|31|67|1.14|1.32|1.10|15.06|73.54|76.38|88.60|5.88|0.00|73.54|79.42|-2.84|
2451008|56863|5228|6101658|1505198|4562|370058|7|231|31|16|44.87|65.96|56.07|158.30|897.04|717.92|1055.34|71.76|0.00|897.04|968.80|179.12|
2450966|72687|10421|5557142|1483850|2905|501800|8|247|31|4|73.80|82.66|70.26|49.59|281.03|295.20|330.62|22.48|0.00|281.03|303.51|-14.17|
2451018|6262|12755|4277656|662390|3225|1929794|12|288|32|22|98.16|122.70|90.80|701.84|1997.56|2159.52|2699.40|159.80|0.00|1997.56|2157.36|-161.96|
2451167|22262|14807|9904787|219506|1548|5821477|4|196|32|1|18.11|22.28|21.16|1.11|21.16|18.11|22.28|1.69|0.00|21.16|22.85|3.05|
2451436|46417|6802|5630786|292873|454|1706410|4|246|32|72|52.00|71.76|66.02|413.34|4753.38|3744.00|5166.72|380.27|0.00|4753.38|5133.65|1009.38|
2451290|61973|613|45933|1838035|6618|1244475|4|211|32|25|13.40|14.61|13.73|21.91|343.24|335.00|365.15|27.46|0.00|343.24|370.70|8.24|
2451421|66913|13459|3089249|667022|474|1938949|8|260|33|66|19.07|20.98|18.46|166.14|1218.34|1258.62|1384.48|97.47|0.00|1218.34|1315.81|-40.28|
2451359|65234|11606|795852|366050|5637|506644|6|57|33|32|29.74|40.15|33.32|218.41|1066.36|951.68|1284.77|85.31|0.00|1066.36|1151.67|114.68|
2451284|3931|5665|517717|895528|6310|832061|2|57|33|78|50.77|67.52|63.47|316.01|4950.87|3960.06|5266.88|396.07|0.00|4950.87|5346.94|990.81|
2451488|1245|8684|7219307|552187|808|1865890|10|118|33|12|46.01|56.59|55.46|13.58|665.53|552.12|679.11|53.24|0.00|665.53|718.77|113.41|
2450882|84803|10093|4206037|546675|3794|558494|5|53|34|79|38.37|49.11|40.76|659.60|3220.38|3031.23|3879.97|257.63|0.00|3220.38|3478.01|189.15|
2451367|60109|9678|6187171|1506093|1412|1092355|5|185|34|34|63.02|82.56|80.08|84.21|2722.70|2142.68|2806.91|217.82|0.00|2722.70|2940.52|580.02|
2450817|71470|13408|3677972|1415365|5759|3096297|10|42|34|47|57.80|59.53|58.34|55.96|2742.14|2716.60|2798.10|219.37|0.00|2742.14|2961.51|25.54|
2451251|11108|5547|9360123|285214|4784|5578929|3|248|34|15|84.82|91.61|77.86|206.11|1167.97|1272.30|1374.08|93.44|0.00|1167.97|1261.41|-104.33|
2451540|57457|11686|2503196|380083|3204|5795698|2|142|35|90|40.83|51.04|51.04|0.00|4593.37|3674.70|4593.37|367.47|0.00|4593.37|4960.84|918.67|
2451207|81117|7920|3092370|677108|1553|1986645|6|231|35|58|30.97|44.91|35.93|520.92|2083.66|1796.26|2604.58|166.69|0.00|2083.66|2250.35|287.40|
2450995|45889|4537|3364002|870474|3277|2498833|1|70|35|76|58.24|85.61|85.61|0.00|6506.57|4426.24|6506.57|520.53|650.66|5855.92|6376.44|1429.68|
2450864|73203|16320|10145800|921710|1819|5437227|3|121|35|94|94.34|113.21|98.49|1383.40|9258.15|8867.96|10641.55|740.65|0.00|9258.15|9998.80|390.19|
2451504|19893|17031|6320981|1736452|522|5061921|5|196|36|77|8.58|10.04|8.73|100.49|672.49|660.66|772.97|53.80|0.00|672.49|726.28|11.83|
2451077|80612|4311|640498|938625|5260|5778886|7|46|36|42|86.95|122.60|89.50|1390.28|3758.90|3651.90|5149.18|300.71|0.00|3758.90|4059.61|107.00|
2451410|6767|13976|8250352|1021596|2665|5177992|2|82|36|98|58.42|68.35|58.78|937.78|5760.66|5725.16|6698.44|460.85|0.00|5760.66|6221.51|35.50|
2451359|48377|6949|11999636|1649565|1465|3543383|1|16|36|86|13.16|13.16|12.77|33.95|1097.81|1131.76|1131.76|87.82|0.00|1097.81|1185.63|-33.95|
2450879|31821|708|1708010|1289764|5233|4616170|12|149|37|30|17.85|19.81|14.66|154.55|439.86|535.50|594.41|35.19|0.00|439.86|475.05|-95.64|
2450901|79005|5491|6797056|220888|3637|1511283|11|183|37|17|78.24|102.49|76.87|435.60|1306.80|1330.08|1742.40|104.54|0.00|1306.80|1411.35|-23.28|
2451488|28168|4694|10889607|890430|1622|398938|8|190|37|16|51.37|57.53|53.51|64.44|856.11|821.92|920.55|68.49|0.00|856.11|924.60|34.19|
2451360|7163|2496|7385698|387926|4084|2411583|9|40|37|4|0.60|0.72|0.65|0.29|2.59|2.40|2.88|0.21|0.26|2.33|2.54|-0.07|
2451340|20540|14645|9933548|424729|4553|1645148|3|292|38|84|75.68|80.22|65.78|1212.94|5525.61|6357.12|6738.55|442.05|552.56|4973.05|5415.10|-1384.07|
2451528|14175|3617|11211897|778282|4826|5944723|7|295|38|32|54.13|76.86|73.02|122.98|2336.68|1732.16|2459.67|186.93|0.00|2336.68|2523.62|604.52|
2450953|45520|8694|6082362|1431259|6117|1831943|6|60|38|54|16.34|16.50|13.70|151.50|739.68|882.36|891.18|59.17|73.97|665.71|724.89|-216.65|
2450817|39660|5117|5481151|1632|1570|2812454|2|153|38|12|17.43|22.48|17.76|56.66|213.15|209.16|269.82|17.05|0.00|213.15|230.21|3.99|
2451307|33716|17446|5638479|171312|5273|3669319|10|65|39|56|77.25|112.78|111.66|63.16|6252.80|4326.00|6315.96|500.22|0.00|6252.80|6753.02|1926.80|
2451328|3729|4118|7614221|554763|4124|2654190|2|201|39|10|97.85|108.61|79.29|293.26|792.88|978.50|1086.13|63.43|0.00|792.88|856.31|-185.62|
2451305|280|3128|11469966|1333851|1268|3135890|11|120|39|46|76.56|77.33|69.59|355.70|3201.28|3521.76|3556.98|256.10|0.00|3201.28|3457.38|-320.48|
2450923|2771|14409|3129497|502170|4163|3340564|10|118|39|93|1.10|1.10|0.94|15.35|86.95|102.30|102.30|6.96|0.00|86.95|93.91|-15.35|
2450894|7827|17630|785669|1005331|4809|3585641|9|170|40|24|19.29|22.96|22.96|0.00|550.92|462.96|550.92|44.07|0.00|550.92|595.00|87.96|
2450973|39539|2338|5511369|1584088|1514|707835|11|273|40|31|57.19|74.35|66.17|253.52|2051.23|1772.89|2304.76|164.10|0.00|2051.23|2215.33|278.34|
2450895|8814|17291|2065786|168298|5558|405886|3|188|40|35|7.48|10.47|8.06|84.30|282.22|261.80|366.52|22.58|0.00|282.22|304.80|20.42|
2451145|55241|12811|10618668|984442|5443|4716390|10|97|40|60|21.96|26.13|19.86|376.31|1191.64|1317.60|1567.94|95.33|0.00|1191.64|1286.97|-125.96|
2450886|43996|9205|4440323|720869|3489|5341027|12|195|41|44|45.77|53.09|37.70|677.47|1658.63|2013.88|2336.10|132.69|0.00|1658.63|1791.32|-355.25|
2451149|20002|6518|6307319|458098|1338|1192385|8|86|41|7|68.71|99.63|82.69|118.56|578.85|480.97|697.41|46.31|0.00|578.85|625.16|97.88|
2451099|59649|13638|7493246|942764|1373|1801181|4|124|41|74|51.25|63.55|53.38|752.43|3950.27|3792.50|4702.70|316.02|0.00|3950.27|4266.29|157.77|
2451345|24270|5103|1238115|451739|5374|5313617|8|172|41|62|77.47|90.64|75.23|955.34|4664.33|4803.14|5619.67|373.15|0.00|4664.33|5037.48|-138.81|
2451347|83772|16421|4730534|1654166|6430|726864|1|7|42|47|15.37|19.67|18.10|73.97|850.69|722.39|924.66|68.05|0.00|850.69|918.74|128.30|
