%!(EXTRA float64=67.73888)2451299|62650|2451321|6790096|1588553|3284|1181946|6790096|1588553|3284|1181946|5|5565|20|4|11142|297|15|%!f(int=48)|62.73|90.96|64.58|1266.14|3099.87|3011.04|4366.01|247.99|0.00|154.99|3099.87|3347.85|3254.86|3502.85|
%!(EXTRA float64=88.82567999999901)2451251|9549|2451258|1280451|489906|1336|5508932|1280451|489906|1336|5508932|1|8802|16|3|9565|188|16|%!f(int=09)|7.37|8.77|7.54|11.05|67.88|66.33|78.93|5.43|0.00|3.39|67.88|73.31|71.28|76.71|
%!(EXTRA float64=1.5521219999999971)2451337|74915|2451352|6573835|879507|1833|2457566|6573835|879507|1833|2457566|4|9235|18|1|16316|28|16|%!f(int=37)|90.23|129.93|127.33|96.15|4711.31|3338.51|4807.45|376.90|0.00|235.57|4711.31|5088.21|4946.87|5323.78|
%!(EXTRA float64=1372.7953119999993)2450981|35956|2450984|6712867|1662699|3313|2507700|6712867|1662699|3313|2507700|2|4064|5|1|9877|208|16|%!f(int=23)|1.27|1.65|1.50|3.42|34.56|29.21|37.97|2.76|0.00|1.73|34.56|37.32|36.28|39.05|
%!(EXTRA float64=5.34543)2451212|33252|2451234|8007231|444612|3628|2167333|8007231|444612|3628|2167333|1|2943|3|1|141|155|17|%!f(int=46)|46.17|47.56|45.18|109.38|2078.16|2123.82|2187.53|166.25|0.00|103.91|2078.16|2244.41|2182.07|2348.32|
%!(EXTRA float64=-45.66213000000016)2450824|72885|2450845|3951536|424084|7008|4266729|3951536|424084|7008|4266729|4|9957|7|4|17014|33|17|%!f(int=08)|99.02|147.54|140.16|59.02|1121.30|792.16|1180.32|89.70|0.00|56.07|1121.30|1211.01|1177.37|1267.07|
%!(EXTRA float64=329.14247999999986)2451050|53239|2451067|8988970|717208|4362|5905458|8988970|717208|4362|5905458|3|7833|12|1|4817|243|17|%!f(int=43)|53.79|57.56|48.92|371.23|2103.65|2312.97|2474.88|168.29|0.00|105.18|2103.65|2271.94|2208.83|2377.12|
%!(EXTRA float64=-209.32378500000004)2450879|53997|2450879|7013046|61647|3183|4162740|7013046|61647|3183|4162740|4|2348|12|3|6714|192|18|%!f(int=11)|7.98|11.57|11.34|2.55|124.74|87.78|127.28|9.98|0.00|6.24|124.74|134.71|130.97|140.95|
%!(EXTRA float64=36.95537999999999)2450860|86262|2450876|3320111|1526726|6612|4303033|3320111|1526726|6612|4303033|3|6228|13|2|699|13|18|%!f(int=25)|56.98|73.50|58.80|367.52|1470.08|1424.50|1837.61|117.61|0.00|73.50|1470.08|1587.69|1543.59|1661.19|
%!(EXTRA float64=45.58399999999983)2451248|63476|2451255|6242317|149913|6143|2850960|6242317|149913|6143|2850960|3|8117|7|4|15699|261|18|%!f(int=27)|65.31|85.56|77.00|231.00|2079.01|1763.37|2310.01|166.32|207.90|103.95|1871.11|2037.43|1975.06|2141.38|
%!(EXTRA float64=107.74190699999986)2451180|82093|2451202|6000990|1090820|1861|5995139|6000990|1090820|1861|5995139|4|10892|6|2|14096|231|19|%!f(int=36)|94.06|127.92|113.85|506.57|4098.61|3386.16|4605.18|327.89|0.00|204.93|4098.61|4426.50|4303.54|4631.43|
%!(EXTRA float64=712.4480640000002)2451350|80228|2451367|11252570|768336|4210|2558486|11252570|768336|4210|2558486|6|4076|5|1|13374|183|19|%!f(int=05)|63.04|79.43|59.57|99.29|297.86|315.20|397.15|23.83|29.79|14.89|268.08|291.91|282.97|306.80|
%!(EXTRA float64=-47.12239999999997)2451111|10248|2451134|3039291|838807|4677|4382545|3039291|838807|4677|4382545|4|2650|1|3|10711|26|19|%!f(int=08)|0.37|0.43|0.33|0.78|2.62|2.96|3.40|0.21|0.00|0.13|2.62|2.83|2.75|2.96|
%!(EXTRA float64=-0.3389199999999999)2450843|45043|2450866|11851999|1424235|7076|4144837|11851999|1424235|7076|4144837|4|4901|19|1|14543|150|20|%!f(int=16)|55.06|79.84|74.25|89.42|1187.97|880.96|1277.39|95.04|0.00|59.40|1187.97|1283.01|1247.37|1342.41|
%!(EXTRA float64=307.01455999999985)2451409|82270|2451419|4087000|488497|4076|2156937|4087000|488497|4076|2156937|1|5328|6|2|10731|62|20|%!f(int=21)|35.00|37.45|37.08|7.86|778.59|735.00|786.45|62.29|0.00|38.93|778.59|840.87|817.51|879.80|
%!(EXTRA float64=43.58550000000014)2451079|66488|2451096|3647587|1918247|1499|3779907|3647587|1918247|1499|3779907|5|10810|11|2|2341|19|20|%!f(int=46)|74.82|80.81|77.57|148.68|3568.38|3441.72|3717.06|285.47|0.00|178.42|3568.38|3853.85|3746.79|4032.26|
%!(EXTRA float64=126.65529599999991)2451303|45457|2451326|3321643|1894553|1032|2168042|3321643|1894553|1032|2168042|3|2242|2|5|5975|9|21|%!f(int=16)|58.23|71.04|63.23|125.03|1011.62|931.68|1136.65|80.93|0.00|50.58|1011.62|1092.55|1062.20|1143.13|
%!(EXTRA float64=79.93814400000008)2451448|3065|2451466|11644867|1491077|6733|2085493|11644867|1491077|6733|2085493|3|1511|3|1|5721|283|21|%!f(int=37)|41.60|47.42|46.95|17.55|1737.14|1539.20|1754.69|138.97|0.00|86.86|1737.14|1876.11|1824.00|1962.97|
%!(EXTRA float64=197.94112000000018)2450927|38384|2450927|4882773|1406665|3514|5286959|4882773|1406665|3514|5286959|5|4090|10|5|6889|3|21|%!f(int=45)|11.21|16.37|16.20|7.36|729.13|504.45|736.50|58.33|0.00|36.46|729.13|787.46|765.59|823.92|
%!(EXTRA float64=224.68203000000005)2451244|45885|2451269|5589458|1599883|3702|1989246|5589458|1599883|3702|1989246|3|7409|9|2|8091|58|22|%!f(int=41)|35.45|49.98|45.49|184.44|1864.92|1453.45|2049.36|149.19|186.49|93.25|1678.43|1827.62|1771.68|1920.87|
%!(EXTRA float64=224.97952550000014)2451347|58709|2451353|8516213|1526328|4368|2280316|8516213|1526328|4368|2280316|1|552|12|5|16510|120|22|%!f(int=31)|69.95|95.83|82.42|415.91|2554.87|2168.45|2970.78|204.39|0.00|127.74|2554.87|2759.26|2682.61|2887.00|
%!(EXTRA float64=386.41778999999997)2450817|70024|2450831|9686237|722669|6463|3367495|9686237|722669|6463|3367495|5|3208|5|3|10779|60|22|%!f(int=47)|18.55|19.66|19.07|27.72|896.44|871.85|924.16|71.71|0.00|44.82|896.44|968.15|941.26|1012.97|
%!(EXTRA float64=24.586169999999925)2451258|76979|2451280|1072769|1250319|749|2771792|1072769|1250319|749|2771792|6|10909|14|4|16516|189|23|%!f(int=45)|25.80|32.25|28.38|174.15|1277.10|1161.00|1451.25|102.17|127.71|63.85|1149.39|1251.56|1213.24|1315.41|
%!(EXTRA float64=-11.610000000000127)2451448|38906|2451453|1257613|1773558|1224|2029741|1257613|1773558|1224|2029741|3|11488|17|2|13909|142|23|%!f(int=50)|81.43|87.94|81.79|307.81|4089.41|4071.50|4397.22|327.15|0.00|204.47|4089.41|4416.57|4293.89|4621.04|
%!(EXTRA float64=17.914600000000064)2451429|49181|2451433|4479826|1877549|957|2327005|4479826|1877549|957|2327005|4|1689|5|5|10606|260|23|%!f(int=18)|7.36|10.75|7.63|56.09|137.33|132.48|193.42|10.99|0.00|6.87|137.33|148.32|144.20|155.18|
%!(EXTRA float64=4.848767999999978)2451317|30216|2451320|636450|384696|4457|5289690|636450|384696|4457|5289690|1|6808|2|5|15645|182|24|%!f(int=11)|3.89|4.94|4.45|5.43|48.91|42.79|54.34|3.91|0.00|2.45|48.91|52.82|51.35|55.27|
%!(EXTRA float64=6.118970000000012)2451308|28401|2451308|7688146|1194550|5554|3100546|7688146|1194550|5554|3100546|3|6511|13|5|16699|258|24|%!f(int=35)|9.77|12.41|10.17|78.17|356.11|341.95|434.28|28.49|0.00|17.81|356.11|384.60|373.91|402.40|
%!(EXTRA float64=14.156730000000039)2451124|55264|2451140|8521871|1511569|5696|3771660|8521871|1511569|5696|3771660|5|3514|17|3|15742|227|24|%!f(int=10)|18.66|23.70|19.91|37.92|199.06|186.60|236.98|15.93|0.00|9.95|199.06|214.99|209.02|224.94|
%!(EXTRA float64=12.464879999999994)2451199|11289|2451225|4380591|1519444|6459|1440842|4380591|1519444|6459|1440842|5|5786|2|5|394|276|25|%!f(int=39)|31.26|40.33|37.50|110.09|1462.60|1219.14|1572.69|117.01|0.00|73.13|1462.60|1579.61|1535.73|1652.74|
%!(EXTRA float64=243.46225800000002)2451394|21620|2451397|3569450|1059326|6271|2710390|3569450|1059326|6271|2710390|5|1800|17|2|9389|223|25|%!f(int=45)|91.71|106.38|102.13|191.49|4595.77|4126.95|4787.26|367.66|459.58|229.79|4136.19|4503.86|4365.98|4733.64|
%!(EXTRA float64=9.244367999999668)2451483|63066|2451494|9911618|1194561|7062|4298898|9911618|1194561|7062|4298898|3|848|13|3|16698|79|25|%!f(int=49)|50.54|61.66|57.96|181.28|2840.00|2476.46|3021.28|227.20|0.00|142.00|2840.00|3067.20|2982.00|3209.20|
%!(EXTRA float64=363.54432799999995)2451034|51870|2451037|11363417|1792836|94|1053879|11363417|1792836|94|1053879|2|5755|5|4|9513|6|26|%!f(int=42)|74.12|91.91|80.88|463.22|3396.95|3113.04|3860.17|271.76|0.00|169.85|3396.95|3668.71|3566.80|3838.55|
%!(EXTRA float64=283.90924799999993)2451105|10145|2451110|9635778|780399|1577|3373121|9635778|780399|1577|3373121|6|5506|5|1|4851|1|26|%!f(int=34)|50.87|69.69|55.06|497.60|1871.92|1729.58|2369.52|149.75|0.00|93.60|1871.92|2021.68|1965.52|2115.27|
%!(EXTRA float64=142.34443400000032)2451137|73494|2451141|5217776|1553378|2599|1088295|5217776|1553378|2599|1088295|6|3224|12|4|13371|69|26|%!f(int=46)|62.90|66.67|66.67|0.00|3067.00|2893.40|3067.00|245.36|0.00|153.35|3067.00|3312.36|3220.35|3465.71|
%!(EXTRA float64=173.60400000000027)2451217|36697|2451233|11043909|6917|1881|5966599|11043909|6917|1881|5966599|3|6385|12|1|3785|63|27|%!f(int=34)|48.40|71.15|56.92|483.81|1935.23|1645.60|2419.03|154.82|0.00|96.76|1935.23|2090.04|2031.99|2186.80|
%!(EXTRA float64=289.6256000000001)2451504|40922|2451531|2368546|1250238|4629|2238130|2368546|1250238|4629|2238130|6|8369|5|1|8971|241|27|%!f(int=21)|94.24|127.22|119.59|160.30|2511.40|1979.04|2671.70|200.91|0.00|125.57|2511.40|2712.31|2636.97|2837.88|
%!(EXTRA float64=532.3617599999998)2451117|7119|2451144|6557331|975395|3955|1734553|6557331|975395|3955|1734553|4|2427|11|4|2458|38|27|%!f(int=24)|7.35|7.57|6.66|21.80|159.89|176.40|181.69|12.79|0.00|7.99|159.89|172.68|167.88|180.67|
%!(EXTRA float64=-16.51103999999998)2451166|3273|2451171|11454504|232797|739|1604998|11454504|232797|739|1604998|1|6127|12|5|9886|282|28|%!f(int=47)|77.20|93.41|88.74|219.52|4170.85|3628.40|4390.36|333.67|0.00|208.54|4170.85|4504.51|4379.39|4713.06|
%!(EXTRA float64=542.4458)2451078|76036|2451100|4297190|785081|1812|3987753|4297190|785081|1812|3987753|5|5437|10|2|10173|244|28|%!f(int=22)|71.45|88.60|74.42|311.86|1637.29|1571.90|1949.16|130.98|0.00|81.86|1637.29|1768.27|1719.16|1850.14|
%!(EXTRA float64=65.39103999999998)2451471|66466|2451477|10457212|1378948|3610|5613191|10457212|1378948|3610|5613191|1|1293|8|1|288|21|28|%!f(int=29)|70.44|90.16|84.75|156.88|2457.85|2042.76|2614.73|196.63|0.00|122.89|2457.85|2654.48|2580.74|2777.37|
%!(EXTRA float64=415.0888319999997)2450944|68979|2450972|9951924|299781|6049|1601619|9951924|299781|6049|1601619|6|6925|9|2|4376|41|29|%!f(int=14)|3.93|4.76|3.42|18.64|47.93|55.02|66.57|3.83|0.00|2.40|47.93|51.77|50.33|54.16|
%!(EXTRA float64=-7.086576000000001)2450888|80851|2450898|8443881|852485|2779|2649212|8443881|852485|2779|2649212|5|5225|17|3|14055|140|29|%!f(int=37)|97.60|120.05|114.05|222.09|4219.69|3611.20|4441.78|337.57|0.00|210.98|4219.69|4557.26|4430.67|4768.25|
%!(EXTRA float64=608.4871999999996)2451494|4501|2451515|3074776|126169|10|1172922|3074776|126169|10|1172922|6|7673|11|1|2189|55|29|%!f(int=22)|8.18|8.59|8.16|9.45|179.51|179.96|188.96|14.36|0.00|8.98|179.51|193.87|188.49|202.85|
%!(EXTRA float64=-0.4498999999999853)2451326|2228|2451330|10720148|1677816|6721|1540641|10720148|1677816|6721|1540641|5|9996|14|4|574|192|30|%!f(int=32)|60.39|89.98|74.68|489.50|2389.90|1932.48|2879.40|191.19|0.00|119.49|2389.90|2581.09|2509.39|2700.58|
%!(EXTRA float64=457.4180159999996)2451348|83346|2451365|3028881|1398619|1287|3625546|3028881|1398619|1287|3625546|4|6832|9|2|17759|98|30|%!f(int=14)|0.16|0.22|0.22|0.09|3.04|2.24|3.14|0.24|0.00|0.15|3.04|3.29|3.19|3.44|
%!(EXTRA float64=0.8019199999999995)2450852|64402|2450853|2567080|1884392|2078|3522992|2567080|1884392|2078|3522992|4|3062|2|5|1365|44|30|%!f(int=40)|92.97|122.72|109.22|539.97|4368.85|3718.80|4908.82|349.51|0.00|218.44|4368.85|4718.35|4587.29|4936.80|
%!(EXTRA float64=650.0462399999997)2450975|64260|2451000|4292116|1748912|3177|1294479|4292116|1748912|3177|1294479|4|4653|16|5|10356|240|31|%!f(int=08)|13.55|14.63|11.71|23.41|93.66|108.40|117.07|7.49|0.00|4.68|93.66|101.15|98.34|105.83|
%!(EXTRA float64=-14.74239999999999)2451535|72161|2451536|9168006|334805|4847|764320|9168006|334805|4847|764320|3|7710|19|5|17379|292|31|%!f(int=17)|34.72|48.96|41.61|124.84|707.40|590.24|832.24|56.59|0.00|35.37|707.40|763.99|742.77|799.36|
%!(EXTRA float64=117.16264000000001)2451039|34570|2451059|6877834|1317601|1002|1046507|6877834|1317601|1002|1046507|2|5931|8|1|17330|69|31|%!f(int=49)|94.10|118.57|116.19|116.19|5693.54|4610.90|5809.73|455.48|0.00|284.68|5693.54|6149.02|5978.22|6433.70|
%!(EXTRA float64=1082.6393200000002)2450901|12049|2450903|2133402|5720|968|3432250|2133402|5720|968|3432250|1|218|1|2|17274|142|32|%!f(int=28)|87.93|129.26|121.50|217.15|3402.05|2462.04|3619.20|272.16|0.00|170.10|3402.05|3674.21|3572.15|3844.31|
%!(EXTRA float64=940.0068719999999)2451394|57884|2451404|775142|1671944|1822|796872|775142|1671944|1822|796872|4|7338|13|1|15730|138|32|%!f(int=34)|88.35|106.90|98.35|290.78|3343.94|3003.90|3634.72|267.52|0.00|167.20|3343.94|3611.46|3511.14|3778.65|
%!(EXTRA float64=340.0414800000003)2451275|17659|2451282|2424492|786294|7138|575052|2424492|786294|7138|575052|5|6630|5|4|4064|26|32|%!f(int=43)|40.41|43.64|36.22|319.03|1557.61|1737.63|1876.64|124.61|0.00|77.88|1557.61|1682.22|1635.49|1760.10|
