2451288|58241|2852|4062365|1246689|2579|3942550|4062365|1246689|2579|3942550|25|28|9|4|31.91|2.55|34.46|12.00|3.19|25.53|3.19|3.19|12.00|
2451105|4784|173|2539175|1613035|1963|3435192|2539175|1613035|1963|3435192|46|20|9|9|76.26|6.10|82.36|12.00|7.63|61.01|7.63|7.63|12.00|
2450927|38363|8190|7633227|203489|3682|320107|7633227|203489|3682|320107|27|2|10|8|12.33|0.99|13.32|12.00|1.23|9.86|1.23|1.23|12.00|
2451267|69462|5989|2591729|1025608|6196|139971|2591729|1025608|6196|139971|22|20|10|5|35.53|2.84|38.37|12.00|3.55|28.42|3.55|3.55|12.00|
2451143|46927|5714|8382458|427005|1242|377880|8382458|427005|1242|377880|12|26|11|4|18.19|1.46|19.65|12.00|1.82|14.55|1.82|1.82|12.00|
2450946|6207|5238|7218844|1779254|2206|1645751|7218844|1779254|2206|1645751|28|11|11|5|78.02|6.24|84.26|12.00|7.80|62.42|7.80|7.80|12.00|
2450898|31611|8235|5089696|1757703|7071|3362072|5089696|1757703|7071|3362072|33|1|12|1|12.97|1.04|14.01|12.00|1.30|10.38|1.30|1.30|12.00|
2451383|85524|1466|4968779|1174447|2672|2869281|4968779|1174447|2672|2869281|18|29|12|4|80.73|6.46|87.19|12.00|8.07|64.58|8.07|8.07|12.00|
2451472|23419|4215|195872|1843628|5482|1107964|195872|1843628|5482|1107964|24|26|13|5|26.50|2.12|28.62|12.00|2.65|21.20|2.65|2.65|12.00|
2451144|34095|12479|1564850|639040|530|1593855|1564850|639040|530|1593855|57|19|13|8|83.05|6.64|89.69|12.00|8.30|66.44|8.30|8.30|12.00|
2451153|38236|9470|5091228|747290|4096|2708166|5091228|747290|4096|2708166|41|5|14|3|80.02|6.40|86.42|12.00|8.00|64.02|8.00|8.00|12.00|
2451386|14034|4309|790929|1402250|6112|3943937|790929|1402250|6112|3943937|28|19|14|8|76.47|6.12|82.59|12.00|7.65|61.18|7.65|7.65|12.00|
2451166|4153|17628|592248|1684229|6634|3523382|592248|1684229|6634|3523382|14|18|15|2|11.37|0.91|12.28|12.00|1.14|9.10|1.14|1.14|12.00|
2451148|66683|16164|8651743|1578451|2738|1978286|8651743|1578451|2738|1978286|13|12|15|6|66.92|5.35|72.27|12.00|6.69|53.54|6.69|6.69|12.00|
2451492|52948|9323|9805782|1501380|7074|3528080|9805782|1501380|7074|3528080|42|20|16|3|76.79|6.14|82.93|12.00|7.68|61.43|7.68|7.68|12.00|
2451506|81474|4338|5557208|1298229|2791|5108647|5557208|1298229|2791|5108647|32|26|16|6|23.15|1.85|25.00|12.00|2.31|18.52|2.31|2.31|12.00|
2451285|45954|750|4822122|1099704|2825|1544011|4822122|1099704|2825|1544011|53|19|17|7|71.35|5.71|77.06|12.00|7.13|57.08|7.13|7.13|12.00|
2450860|3899|11144|7429456|1572454|3659|138433|7429456|1572454|3659|138433|14|21|17|6|94.77|7.58|102.35|12.00|9.48|75.82|9.48|9.48|12.00|
2451127|70516|14287|6281708|582527|4132|2630005|6281708|582527|4132|2630005|45|6|18|1|5.44|0.44|5.88|12.00|0.54|4.35|0.54|0.54|12.00|
2451373|73240|3904|880786|1495161|5849|4666659|880786|1495161|5849|4666659|38|10|18|9|12.11|0.97|13.08|12.00|1.21|9.69|1.21|1.21|12.00|
2451360|50870|8114|9868081|1184327|7151|639808|9868081|1184327|7151|639808|54|29|19|2|32.13|2.57|34.70|12.00|3.21|25.70|3.21|3.21|12.00|
2450845|78129|1282|9581836|544774|1367|1882834|9581836|544774|1367|1882834|42|28|19|8|33.87|2.71|36.58|12.00|3.39|27.10|3.39|3.39|12.00|
2451118|20953|9535|5650013|1878574|2083|3076209|5650013|1878574|2083|3076209|4|22|20|8|65.40|5.23|70.63|12.00|6.54|52.32|6.54|6.54|12.00|
2451451|73887|9703|7679539|1226605|3689|1280626|7679539|1226605|3689|1280626|50|10|20|8|19.66|1.57|21.23|12.00|1.97|15.73|1.97|1.97|12.00|
2451222|5714|2909|10304118|707090|506|4625128|10304118|707090|506|4625128|16|23|21|4|45.30|3.62|48.92|12.00|4.53|36.24|4.53|4.53|12.00|
2451469|24640|2048|6823589|207241|1183|802938|6823589|207241|1183|802938|21|32|21|8|98.77|7.90|106.67|12.00|9.88|79.02|9.88|9.88|12.00|
2451542|3507|13227|10386209|1554002|364|78548|10386209|1554002|364|78548|11|19|22|9|51.22|4.10|55.32|12.00|5.12|40.98|5.12|5.12|12.00|
2451150|25923|10144|2345184|1083330|4509|5499893|2345184|1083330|4509|5499893|47|3|22|2|11.34|0.91|12.25|12.00|1.13|9.07|1.13|1.13|12.00|
2450942|33791|15789|310657|1509086|5636|1024241|310657|1509086|5636|1024241|13|11|23|5|50.46|4.04|54.50|12.00|5.05|40.37|5.05|5.05|12.00|
2450928|16070|17707|10543665|1828701|1269|992001|10543665|1828701|1269|992001|34|20|23|3|77.01|6.16|83.17|12.00|7.70|61.61|7.70|7.70|12.00|
2450985|82113|7137|11765982|1869443|7176|1012109|11765982|1869443|7176|1012109|58|3|24|8|48.52|3.88|52.40|12.00|4.85|38.82|4.85|4.85|12.00|
2451161|62276|11763|7629129|1183857|3427|4021839|7629129|1183857|3427|4021839|12|15|24|8|19.51|1.56|21.07|12.00|1.95|15.61|1.95|1.95|12.00|
2451447|37669|16156|10884952|1490819|6015|4921339|10884952|1490819|6015|4921339|14|15|25|6|1.17|0.09|1.26|12.00|0.12|0.94|0.12|0.12|12.00|
2451200|82885|14081|1760792|1323710|4773|2520834|1760792|1323710|4773|2520834|1|28|25|7|53.57|4.29|57.86|12.00|5.36|42.86|5.36|5.36|12.00|
2451356|69608|10146|4121912|253883|2103|4891072|4121912|253883|2103|4891072|2|9|26|2|27.80|2.22|30.02|12.00|2.78|22.24|2.78|2.78|12.00|
2451265|61361|3082|10888972|1725502|1961|2478911|10888972|1725502|1961|2478911|48|27|26|2|21.56|1.72|23.28|12.00|2.16|17.25|2.16|2.16|12.00|
2451530|23026|2769|3048185|497991|6249|1422706|3048185|497991|6249|1422706|48|1|27|6|70.40|5.63|76.03|12.00|7.04|56.32|7.04|7.04|12.00|
2451020|70561|4202|5778515|1756101|37|5012633|5778515|1756101|37|5012633|31|26|27|2|64.94|5.20|70.14|12.00|6.49|51.95|6.49|6.49|12.00|
2451247|64758|14911|9371970|841596|410|129077|9371970|841596|410|129077|39|6|28|9|12.33|0.99|13.32|12.00|1.23|9.86|1.23|1.23|12.00|
2451427|51629|13025|11511610|1612671|5674|5324480|11511610|1612671|5674|5324480|55|31|28|5|16.99|1.36|18.35|12.00|1.70|13.59|1.70|1.70|12.00|
2451544|63746|14505|2381678|859950|6005|2976882|2381678|859950|6005|2976882|56|6|29|6|12.54|1.00|13.54|12.00|1.25|10.03|1.25|1.25|12.00|
2451467|43767|69|530393|658451|4444|1232298|530393|658451|4444|1232298|60|31|29|6|91.80|7.34|99.14|12.00|9.18|73.44|9.18|9.18|12.00|
2451220|2895|7531|6792935|452607|6534|1237996|6792935|452607|6534|1237996|5|14|30|6|43.93|3.51|47.44|12.00|4.39|35.14|4.39|4.39|12.00|
2450954|19020|2408|6222568|1665956|167|3629567|6222568|1665956|167|3629567|25|4|30|9|14.95|1.20|16.15|12.00|1.50|11.96|1.50|1.50|12.00|
2451491|9921|4211|3339667|432680|5112|1418745|3339667|432680|5112|1418745|58|24|31|1|24.02|1.92|25.94|12.00|2.40|19.22|2.40|2.40|12.00|
2451535|9753|13757|7320781|1377424|732|4972007|7320781|1377424|732|4972007|17|4|31|9|27.11|2.17|29.28|12.00|2.71|21.69|2.71|2.71|12.00|
2451364|75427|8290|11936215|378852|6054|5527498|11936215|378852|6054|5527498|2|10|32|6|10.91|0.87|11.78|12.00|1.09|8.73|1.09|1.09|12.00|
2451238|19476|10281|9138554|274310|6693|3158061|9138554|274310|6693|3158061|46|13|32|6|65.33|5.23|70.56|12.00|6.53|52.26|6.53|6.53|12.00|
2451092|78336|7920|11372835|1896600|4433|5530111|11372835|1896600|4433|5530111|44|22|33|6|79.97|6.40|86.37|12.00|8.00|63.98|8.00|8.00|12.00|
2450931|18124|1137|8162737|691490|5700|3730063|8162737|691490|5700|3730063|32|11|33|4|19.42|1.55|20.97|12.00|1.94|15.54|1.94|1.94|12.00|
2451281|21563|15839|7873965|1609365|2671|2660857|7873965|1609365|2671|2660857|25|23|34|1|0.14|0.01|0.15|12.00|0.01|0.11|0.01|0.01|12.00|
2451234|31219|10951|7000754|11717|1121|2857872|7000754|11717|1121|2857872|47|23|34|8|23.45|1.88|25.33|12.00|2.35|18.76|2.35|2.35|12.00|
2450920|65445|9972|4288756|187032|2306|4079085|4288756|187032|2306|4079085|49|30|35|7|1.74|0.14|1.88|12.00|0.17|1.39|0.17|0.17|12.00|
2450891|63233|1246|7522423|493156|310|3331228|7522423|493156|310|3331228|36|26|35|1|76.42|6.11|82.53|12.00|7.64|61.14|7.64|7.64|12.00|
2451161|41679|14459|2246642|574773|1226|1644143|2246642|574773|1226|1644143|50|30|36|1|0.83|0.07|0.90|12.00|0.08|0.66|0.08|0.08|12.00|
2451002|68025|17528|1227370|1852561|1502|1840452|1227370|1852561|1502|1840452|6|32|36|2|21.51|1.72|23.23|12.00|2.15|17.21|2.15|2.15|12.00|
2451102|30672|11959|190963|1855964|2807|934169|190963|1855964|2807|934169|13|9|37|8|33.99|2.72|36.71|12.00|3.40|27.19|3.40|3.40|12.00|
2450962|10177|5001|3930|1661129|152|5954868|3930|1661129|152|5954868|38|35|37|1|77.72|6.22|83.94|12.00|7.77|62.18|7.77|7.77|12.00|
2451044|79224|6893|6515836|1700422|3449|1326213|6515836|1700422|3449|1326213|35|8|38|5|41.84|3.35|45.19|12.00|4.18|33.47|4.18|4.18|12.00|
2450916|68216|17240|7441030|891938|4120|3688689|7441030|891938|4120|3688689|25|26|38|1|99.79|7.98|107.77|12.00|9.98|79.83|9.98|9.98|12.00|
2451232|41991|16884|4424520|388901|2983|3491851|4424520|388901|2983|3491851|7|19|39|4|79.47|6.36|85.83|12.00|7.95|63.58|7.95|7.95|12.00|
2451390|75187|10213|9493860|1513340|3115|673226|9493860|1513340|3115|673226|29|14|39|8|31.22|2.50|33.72|12.00|3.12|24.98|3.12|3.12|12.00|
2451469|78211|7541|6243961|563251|5850|662794|6243961|563251|5850|662794|4|18|40|10|49.53|3.96|53.49|12.00|4.95|39.62|4.95|4.95|12.00|
2451319|48043|7502|11397781|876843|6671|560404|11397781|876843|6671|560404|51|25|40|6|41.69|3.34|45.03|12.00|4.17|33.35|4.17|4.17|12.00|
2451444|61459|1251|8363322|166910|3944|3926721|8363322|166910|3944|3926721|4|9|41|8|21.99|1.76|23.75|12.00|2.20|17.59|2.20|2.20|12.00|
2451297|44383|4038|11410994|1613951|1244|4638841|11410994|1613951|1244|4638841|41|8|41|5|75.41|6.03|81.44|12.00|7.54|60.33|7.54|7.54|12.00|
2450819|36346|5543|750830|927006|5049|265753|750830|927006|5049|265753|20|13|42|3|7.61|0.61|8.22|12.00|0.76|6.09|0.76|0.76|12.00|
2450855|60981|2119|6579487|706824|6053|3875634|6579487|706824|6053|3875634|12|2|42|3|67.42|5.39|72.81|12.00|6.74|53.94|6.74|6.74|12.00|
2451247|2905|12289|7540803|1262083|4327|3653410|7540803|1262083|4327|3653410|16|8|43|8|23.39|1.87|25.26|12.00|2.34|18.71|2.34|2.34|12.00|
2451222|65558|1078|8069613|854419|4411|283270|8069613|854419|4411|283270|25|18|43|4|48.52|3.88|52.40|12.00|4.85|38.82|4.85|4.85|12.00|
2451055|70411|16574|6675007|1476696|6677|4098353|6675007|1476696|6677|4098353|1|15|44|1|29.98|2.40|32.38|12.00|3.00|23.98|3.00|3.00|12.00|
2450841|32481|10054|7139561|1111847|215|3397404|7139561|1111847|215|3397404|23|23|44|7|77.06|6.16|83.22|12.00|7.71|61.65|7.71|7.71|12.00|
2451442|54841|15736|11816545|378756|1981|1287148|11816545|378756|1981|1287148|24|3|45|3|41.78|3.34|45.12|12.00|4.18|33.42|4.18|4.18|12.00|
2451273|20312|15603|5019302|1178398|1851|2567664|5019302|1178398|1851|2567664|58|27|45|1|99.50|7.96|107.46|12.00|9.95|79.60|9.95|9.95|12.00|
2451403|58832|6147|3179740|1223166|1450|4889299|3179740|1223166|1450|4889299|15|31|46|6|62.93|5.03|67.96|12.00|6.29|50.34|6.29|6.29|12.00|
2451025|21975|692|7474693|65722|6925|135917|7474693|65722|6925|135917|22|7|46|3|17.74|1.42|19.16|12.00|1.77|14.19|1.77|1.77|12.00|
2451248|37567|17459|9837650|1429106|4975|3812101|9837650|1429106|4975|3812101|35|4|47|6|34.28|2.74|37.02|12.00|3.43|27.42|3.43|3.43|12.00|
2451274|34494|16167|6126460|299772|2861|1238096|6126460|299772|2861|1238096|60|11|47|10|29.17|2.33|31.50|12.00|2.92|23.34|2.92|2.92|12.00|
2451001|60163|2752|8361398|845330|5695|124570|8361398|845330|5695|124570|9|19|48|8|82.99|6.64|89.63|12.00|8.30|66.39|8.30|8.30|12.00|
2451351|31408|1020|2757341|1129004|4868|5877874|2757341|1129004|4868|5877874|39|2|48|2|73.45|5.88|79.33|12.00|7.35|58.76|7.35|7.35|12.00|
2451059|13899|7815|11550942|1623651|2966|5038595|11550942|1623651|2966|5038595|36|32|49|10|43.18|3.45|46.63|12.00|4.32|34.54|4.32|4.32|12.00|
2451002|10839|12423|9640267|1326947|1833|5264745|9640267|1326947|1833|5264745|54|30|49|7|10.41|0.83|11.24|12.00|1.04|8.33|1.04|1.04|12.00|
2450866|73452|13676|4610076|1626611|3534|2490707|4610076|1626611|3534|2490707|49|25|50|5|28.54|2.28|30.82|12.00|2.85|22.83|2.85|2.85|12.00|
2451039|34169|2988|721240|73601|1511|3616366|721240|73601|1511|3616366|10|3|50|5|23.67|1.89|25.56|12.00|2.37|18.94|2.37|2.37|12.00|
2451009|3228|5700|8108542|1316347|1090|4354914|8108542|1316347|1090|4354914|39|35|51|3|95.68|7.65|103.33|12.00|9.57|76.54|9.57|9.57|12.00|
2450851|73821|1440|5883497|531339|2441|472854|5883497|531339|2441|472854|2|8|51|2|61.49|4.92|66.41|12.00|6.15|49.19|6.15|6.15|12.00|
2451325|75912|14078|11892944|458989|1417|5649273|11892944|458989|1417|5649273|56|24|52|6|41.45|3.32|44.77|12.00|4.15|33.16|4.15|4.15|12.00|
2451116|46712|5962|5055072|658502|1195|848147|5055072|658502|1195|848147|24|30|52|7|70.23|5.62|75.85|12.00|7.02|56.18|7.02|7.02|12.00|
2451265|62298|5797|1087957|1565236|1034|5810411|1087957|1565236|1034|5810411|11|10|53|1|48.64|3.89|52.53|12.00|4.86|38.91|4.86|4.86|12.00|
2451453|678|15903|4873904|1105666|28|994588|4873904|1105666|28|994588|22|22|53|6|60.67|4.85|65.52|12.00|6.07|48.54|6.07|6.07|12.00|
2451246|574|17331|9974957|219074|7112|783274|9974957|219074|7112|783274|17|13|54|3|44.95|3.60|48.55|12.00|4.50|35.96|4.50|4.50|12.00|
2451429|28938|9432|10638827|1491273|5725|620260|10638827|1491273|5725|620260|24|32|54|9|37.04|2.96|40.00|12.00|3.70|29.63|3.70|3.70|12.00|
2451460|69679|13040|9031367|579788|3646|1720580|9031367|579788|3646|1720580|39|32|55|2|12.52|1.00|13.52|12.00|1.25|10.02|1.25|1.25|12.00|
2451396|27249|17334|2723486|974320|4238|2494928|2723486|974320|4238|2494928|50|18|55|7|75.34|6.03|81.37|12.00|7.53|60.27|7.53|7.53|12.00|
2450984|3997|5241|10020841|903446|1415|5939105|10020841|903446|1415|5939105|9|4|56|6|52.92|4.23|57.15|12.00|5.29|42.34|5.29|5.29|12.00|
2451433|41057|15566|7035575|292857|3279|1074060|7035575|292857|3279|1074060|47|15|56|3|68.32|5.47|73.79|12.00|6.83|54.66|6.83|6.83|12.00|
2451044|53166|10591|8259183|267024|6427|4781905|8259183|267024|6427|4781905|30|14|57|7|27.44|2.20|29.64|12.00|2.74|21.95|2.74|2.74|12.00|
2451309|47325|15223|9204077|1253879|4918|4091077|9204077|1253879|4918|4091077|36|31|57|2|93.65|7.49|101.14|12.00|9.37|74.92|9.37|9.37|12.00|
2450975|30446|10947|8169223|1511223|4105|675958|8169223|1511223|4105|675958|38|24|58|3|69.91|5.59|75.50|12.00|6.99|55.93|6.99|6.99|12.00|
2451380|44386|454|498571|212709|2121|4223632|498571|212709|2121|4223632|49|35|58|7|78.65|6.29|84.94|12.00|7.87|62.92|7.87|7.87|12.00|
2451008|7095|14623|11203430|333673|1574|1977597|11203430|333673|1574|1977597|4|8|59|2|72.42|5.79|78.21|12.00|7.24|57.94|7.24|7.24|12.00|
2451323|76712|2497|6560402|870391|4341|3447583|6560402|870391|4341|3447583|42|4|59|1|13.94|1.12|15.06|12.00|1.39|11.15|1.39|1.39|12.00|
2451067|56750|13335|8857089|1124328|3306|1706645|8857089|1124328|3306|1706645|53|20|60|1|20.57|1.65|22.22|12.00|2.06|16.46|2.06|2.06|12.00|
2451134|77082|12399|4452383|1617642|2896|2108420|4452383|1617642|2896|2108420|50|6|60|1|85.45|6.84|92.29|12.00|8.54|68.36|8.54|8.54|12.00|
2450840|15290|5450|1439345|1550611|3247|2056653|1439345|1550611|3247|2056653|31|33|61|6|84.37|6.75|91.12|12.00|8.44|67.50|8.44|8.44|12.00|
2451064|29284|6319|8928530|1581633|4992|2598806|8928530|1581633|4992|2598806|42|3|61|1|28.76|2.30|31.06|12.00|2.88|23.01|2.88|2.88|12.00|
2451229|48280|14685|6026205|44095|1259|3279569|6026205|44095|1259|3279569|39|21|62|9|31.79|2.54|34.33|12.00|3.18|25.43|3.18|3.18|12.00|
2451268|36420|13146|1756531|565479|7016|347049|1756531|565479|7016|347049|41|6|62|4|52.91|4.23|57.14|12.00|5.29|42.33|5.29|5.29|12.00|
2451222|73366|12837|4737897|790012|2213|5516334|4737897|790012|2213|5516334|35|35|63|2|59.93|4.79|64.72|12.00|5.99|47.94|5.99|5.99|12.00|
2450866|70584|11235|715122|34172|6821|3752304|715122|34172|6821|3752304|9|11|63|8|2.05|0.16|2.21|12.00|0.20|1.64|0.20|0.20|12.00|
2451527|81579|17196|7875266|38382|3312|2283369|7875266|38382|3312|2283369|3|34|64|8|24.65|1.97|26.62|12.00|2.46|19.72|2.46|2.46|12.00|
2450866|50646|14607|473690|1698431|5798|3609677|473690|1698431|5798|3609677|25|12|64|3|30.55|2.44|32.99|12.00|3.06|24.44|3.06|3.06|12.00|
2450907|60470|17438|3328172|723899|1674|4390526|3328172|723899|1674|4390526|39|16|65|10|44.75|3.58|48.33|12.00|4.48|35.80|4.48|4.48|12.00|
2451512|56880|1744|3841411|767255|2667|5324529|3841411|767255|2667|5324529|59|2|65|2|3.58|0.29|3.87|12.00|0.36|2.86|0.36|0.36|12.00|
2451382|39688|6758|10964244|604228|3152|3282409|10964244|604228|3152|3282409|25|13|66|5|7.87|0.63|8.50|12.00|0.79|6.30|0.79|0.79|12.00|
2450938|18088|1231|7849455|588110|2957|5804954|7849455|588110|2957|5804954|56|24|66|3|99.48|7.96|107.44|12.00|9.95|79.58|9.95|9.95|12.00|
2451341|66325|1458|3390512|408873|1396|1864407|3390512|408873|1396|1864407|34|30|67|3|46.95|3.76|50.71|12.00|4.70|37.56|4.70|4.70|12.00|
2451064|58440|11482|6720610|121321|1360|498177|6720610|121321|1360|498177|44|4|67|6|57.77|4.62|62.39|12.00|5.78|46.22|5.78|5.78|12.00|
2451331|9590|12266|6789082|439581|5863|4553411|6789082|439581|5863|4553411|60|30|68|1|90.98|7.28|98.26|12.00|9.10|72.78|9.10|9.10|12.00|
2451474|61362|14736|8064826|411556|5331|4211346|8064826|411556|5331|4211346|10|6|68|4|49.63|3.97|53.60|12.00|4.96|39.70|4.96|4.96|12.00|
2451358|80126|7581|9501263|1003649|6901|5480583|9501263|1003649|6901|5480583|56|25|69|9|29.39|2.35|31.74|12.00|2.94|23.51|2.94|2.94|12.00|
2450962|27524|12777|5025174|1483447|3252|5352961|5025174|1483447|3252|5352961|58|22|69|3|51.94|4.16|56.10|12.00|5.19|41.55|5.19|5.19|12.00|
2450881|76789|3711|8142252|1698795|6635|176502|8142252|1698795|6635|176502|27|22|70|1|41.73|3.34|45.07|12.00|4.17|33.38|4.17|4.17|12.00|
2451244|51165|15974|981410|510599|1653|3036304|981410|510599|1653|3036304|30|31|70|3|37.18|2.97|40.15|12.00|3.72|29.74|3.72|3.72|12.00|
2450889|30062|16308|6521280|1105062|6733|3725809|6521280|1105062|6733|3725809|60|28|71|8|39.29|3.14|42.43|12.00|3.93|31.43|3.93|3.93|12.00|
2450891|57882|7145|6201586|1249371|1082|3402829|6201586|1249371|1082|3402829|28|35|71|8|7.74|0.62|8.36|12.00|0.77|6.19|0.77|0.77|12.00|
2451434|21352|12148|6142423|1420436|4334|3113877|6142423|1420436|4334|3113877|16|18|72|6|26.52|2.12|28.64|12.00|2.65|21.22|2.65|2.65|12.00|
2451506|33595|305|10642148|1529933|6977|4494886|10642148|1529933|6977|4494886|2|16|72|2|56.00|4.48|60.48|12.00|5.60|44.80|5.60|5.60|12.00|
2451096|34912|4599|4475209|1026423|3343|5753160|4475209|1026423|3343|5753160|14|19|73|5|96.92|7.75|104.67|12.00|9.69|77.54|9.69|9.69|12.00|
2451466|65246|14061|5253279|1052352|2223|3119726|5253279|1052352|2223|3119726|27|31|73|3|78.37|6.27|84.64|12.00|7.84|62.70|7.84|7.84|12.00|
2451429|71574|17773|6307768|234298|174|3370850|6307768|234298|174|3370850|58|23|74|7|64.54|5.16|69.70|12.00|6.45|51.63|6.45|6.45|12.00|
2451454|27530|1638|4560779|1443427|5301|1851124|4560779|1443427|5301|1851124|33|18|74|9|39.51|3.16|42.67|12.00|3.95|31.61|3.95|3.95|12.00|
2451359|45911|14737|5674311|1565215|1992|2859615|5674311|1565215|1992|2859615|57|24|75|9|5.01|0.40|5.41|12.00|0.50|4.01|0.50|0.50|12.00|
2450851|79165|2800|9489929|943438|1872|1390877|9489929|943438|1872|1390877|28|21|75|1|8.04|0.64|8.68|12.00|0.80|6.43|0.80|0.80|12.00|
2450897|48221|9999|6782581|118076|1001|1937467|6782581|118076|1001|1937467|28|32|76|1|51.43|4.11|55.54|12.00|5.14|41.14|5.14|5.14|12.00|
2451255|30210|9835|4939963|604335|5317|592156|4939963|604335|5317|592156|43|30|76|7|28.87|2.31|31.18|12.00|2.89|23.10|2.89|2.89|12.00|
2450942|17608|899|9295038|17651|2304|2634413|9295038|17651|2304|2634413|48|15|77|5|67.69|5.42|73.11|12.00|6.77|54.15|6.77|6.77|12.00|
2451011|56765|13679|10649878|827753|3546|4172902|10649878|827753|3546|4172902|25|4|77|7|97.45|7.80|105.25|12.00|9.75|77.96|9.75|9.75|12.00|
2451456|60216|11791|3701988|883869|451|1621077|3701988|883869|451|1621077|55|14|78|7|28.66|2.29|30.95|12.00|2.87|22.93|2.87|2.87|12.00|
2451288|82562|2393|3299180|1540060|3399|5269855|3299180|1540060|3399|5269855|35|26|78|4|96.19|7.70|103.89|12.00|9.62|76.95|9.62|9.62|12.00|
2451240|29422|328|1433130|1613545|3124|1608037|1433130|1613545|3124|1608037|23|23|79|8|95.33|7.63|102.96|12.00|9.53|76.26|9.53|9.53|12.00|
2451487|27813|10333|7207708|1722036|3309|4432271|7207708|1722036|3309|4432271|2|5|79|5|85.06|6.80|91.86|12.00|8.51|68.05|8.51|8.51|12.00|
2451204|6355|2171|232873|648491|2695|2805700|232873|648491|2695|2805700|3|22|80|9|74.35|5.95|80.30|12.00|7.43|59.48|7.43|7.43|12.00|
2451250|54904|15303|5761314|355607|4528|2729125|5761314|355607|4528|2729125|7|15|80|10|90.69|7.26|97.95|12.00|9.07|72.55|9.07|9.07|12.00|
2451161|63689|10265|9335161|724448|6766|321231|9335161|724448|6766|321231|51|22|81|5|37.49|3.00|40.49|12.00|3.75|29.99|3.75|3.75|12.00|
2451392|29281|7869|4193428|778665|4325|4614299|4193428|778665|4325|4614299|3|15|81|4|95.29|7.62|102.91|12.00|9.53|76.23|9.53|9.53|12.00|
2451057|11269|16043|7630942|720393|7124|731722|7630942|720393|7124|731722|19|29|82|9|46.56|3.72|50.28|12.00|4.66|37.25|4.66|4.66|12.00|
2451535|61955|14931|5397466|1407141|485|1297540|5397466|1407141|485|1297540|29|15|82|10|80.44|6.44|86.88|12.00|8.04|64.35|8.04|8.04|12.00|
2451121|64214|10011|7888903|1436438|647|289073|7888903|1436438|647|289073|50|23|83|3|50.29|4.02|54.31|12.00|5.03|40.23|5.03|5.03|12.00|
2451479|10365|6900|11854731|825001|5573|3534133|11854731|825001|5573|3534133|2|20|83|5|3.17|0.25|3.42|12.00|0.32|2.54|0.32|0.32|12.00|
2451116|5630|3931|3082940|1561994|6415|1724804|3082940|1561994|6415|1724804|9|27|84|6|59.84|4.79|64.63|12.00|5.98|47.87|5.98|5.98|12.00|
2450866|32854|8535|3305053|332867|4398|5572622|3305053|332867|4398|5572622|13|30|84|3|11.50|0.92|12.42|12.00|1.15|9.20|1.15|1.15|12.00|
