2450844|69905|8345|6304258|1799447|5478|1466770|11|24|13|3|58.13|4.65|62.78|10.00|5.81|46.50|5.81|5.81|10.00|
2450887|1240|5277|6431429|1842232|6629|1162806|9|11|14|8|94.44|7.56|102.00|10.00|9.44|75.55|9.44|9.44|10.00|
2451429|20576|16192|3062027|483561|7034|3959041|10|26|14|2|9.02|0.72|9.74|10.00|0.90|7.22|0.90|0.90|10.00|
2451170|34143|17691|4862091|740437|2966|3833875|5|32|15|10|59.67|4.77|64.44|10.00|5.97|47.74|5.97|5.97|10.00|
2450858|32326|13795|3605319|1571580|6360|5291308|4|21|15|5|12.01|0.96|12.97|10.00|1.20|9.61|1.20|1.20|10.00|
2451508|53737|11718|4583069|1700675|6782|2653694|3|31|16|7|45.79|3.66|49.45|10.00|4.58|36.63|4.58|4.58|10.00|
2451470|24235|4143|10910107|1537629|2638|3998085|9|10|16|5|14.65|1.17|15.82|10.00|1.47|11.72|1.47|1.47|10.00|
2451162|43769|15285|8779591|1491558|1408|1423108|5|34|17|7|73.85|5.91|79.76|10.00|7.38|59.08|7.38|7.38|10.00|
2451443|59244|8963|8449241|981233|77|2024458|7|24|17|4|58.15|4.65|62.80|10.00|5.82|46.52|5.82|5.82|10.00|
2451148|35217|8908|5645513|890929|587|1655757|8|17|18|5|2.90|0.23|3.13|10.00|0.29|2.32|0.29|0.29|10.00|
2451204|25927|12777|9532270|979986|3161|12623|12|1|18|5|3.27|0.26|3.53|10.00|0.33|2.62|0.33|0.33|10.00|
2450969|40438|2060|10149773|844970|4120|4454055|5|15|19|4|66.71|5.34|72.05|10.00|6.67|53.37|6.67|6.67|10.00|
2451250|1484|7665|1647976|1064674|2771|5413020|5|7|19|7|46.90|3.75|50.65|10.00|4.69|37.52|4.69|4.69|10.00|
2451439|6337|205|1967302|1133832|4617|3687649|10|32|20|9|56.45|4.52|60.97|10.00|5.65|45.16|5.65|5.65|10.00|
2451423|21753|5361|11066182|1196115|1941|97362|7|33|20|2|38.46|3.08|41.54|10.00|3.85|30.77|3.85|3.85|10.00|
2451493|81055|1898|4453859|1611721|3415|4500669|1|8|21|7|83.38|6.67|90.05|10.00|8.34|66.70|8.34|8.34|10.00|
2450861|44838|5748|3854680|1777726|3027|4305992|12|35|21|9|12.13|0.97|13.10|10.00|1.21|9.70|1.21|1.21|10.00|
2451293|47575|7962|3542511|1531625|3227|1811052|12|10|22|4|65.81|5.26|71.07|10.00|6.58|52.65|6.58|6.58|10.00|
2450945|56903|5050|11964947|1449155|6612|5039969|3|21|22|4|32.07|2.57|34.64|10.00|3.21|25.66|3.21|3.21|10.00|
2450824|32071|8262|8660508|344756|2835|3006201|5|29|23|2|68.69|5.50|74.19|10.00|6.87|54.95|6.87|6.87|10.00|
2451187|61300|9920|2128856|1881913|156|5886830|3|13|23|6|45.70|3.66|49.36|10.00|4.57|36.56|4.57|4.57|10.00|
2451338|58506|7471|9444874|594434|4921|1790808|11|10|24|7|45.84|3.67|49.51|10.00|4.58|36.67|4.58|4.58|10.00|
2451339|75328|16389|626568|75287|5283|2862767|6|18|24|9|1.59|0.13|1.72|10.00|0.16|1.27|0.16|0.16|10.00|
2451429|15599|13676|8338864|1317977|3431|868658|10|7|25|10|40.29|3.22|43.51|10.00|4.03|32.23|4.03|4.03|10.00|
2451298|2918|3140|3923562|527378|5379|4744644|4|31|25|3|19.25|1.54|20.79|10.00|1.93|15.40|1.93|1.93|10.00|
2451357|38896|10065|8031961|897860|2389|4605548|8|21|26|1|74.80|5.98|80.78|10.00|7.48|59.84|7.48|7.48|10.00|
2451171|27443|12089|5981993|450689|6003|2006642|11|7|26|5|53.24|4.26|57.50|10.00|5.32|42.59|5.32|5.32|10.00|
2450985|20016|12059|3737692|743900|3284|3488129|8|18|27|10|87.37|6.99|94.36|10.00|8.74|69.90|8.74|8.74|10.00|
2451138|16175|11696|281363|1240568|1520|4055916|2|27|27|7|74.57|5.97|80.54|10.00|7.46|59.66|7.46|7.46|10.00|
2451211|16701|13287|4206293|918389|552|3818308|10|33|28|10|42.41|3.39|45.80|10.00|4.24|33.93|4.24|4.24|10.00|
2451531|817|640|10970375|1785370|5713|4797808|8|11|28|1|99.35|7.95|107.30|10.00|9.94|79.48|9.94|9.94|10.00|
2451521|1447|383|7523491|1839535|1910|526836|10|17|29|2|42.25|3.38|45.63|10.00|4.23|33.80|4.23|4.23|10.00|
2450993|46245|7373|2442667|1211027|18|736008|7|23|29|10|90.54|7.24|97.78|10.00|9.05|72.43|9.05|9.05|10.00|
2451460|26928|15098|8130099|1792877|6111|4423697|12|16|30|7|84.73|6.78|91.51|10.00|8.47|67.78|8.47|8.47|10.00|
2450908|3763|13694|1854814|956976|4581|5282752|5|30|30|7|31.71|2.54|34.25|10.00|3.17|25.37|3.17|3.17|10.00|
2451256|73514|3943|10188211|374093|5108|287309|12|18|31|10|89.65|7.17|96.82|10.00|8.97|71.72|8.97|8.97|10.00|
2451097|51570|16645|7159922|726134|2793|4149740|7|2|31|8|46.12|3.69|49.81|10.00|4.61|36.90|4.61|4.61|10.00|
2451454|80050|4246|6146922|1878482|1269|2589677|4|10|32|9|73.77|5.90|79.67|10.00|7.38|59.02|7.38|7.38|10.00|
2450847|5714|17595|3807065|1584626|6223|213124|7|34|32|3|38.11|3.05|41.16|10.00|3.81|30.49|3.81|3.81|10.00|
2451101|1639|14890|5177853|1585088|2414|1079430|9|20|33|10|6.98|0.56|7.54|10.00|0.70|5.58|0.70|0.70|10.00|
2451482|68462|10936|7097286|1373890|3890|1802536|1|1|33|9|28.56|2.28|30.84|10.00|2.86|22.85|2.86|2.86|10.00|
2451529|54603|15354|4954709|255750|6916|285083|1|8|34|5|63.34|5.07|68.41|10.00|6.33|50.67|6.33|6.33|10.00|
2451471|3931|7719|4298714|1456411|164|4220362|10|13|34|10|71.25|5.70|76.95|10.00|7.12|57.00|7.12|7.12|10.00|
2451055|51821|7034|1790861|1106116|77|5399775|12|28|35|7|52.78|4.22|57.00|10.00|5.28|42.22|5.28|5.28|10.00|
2451105|40038|7720|10139091|692579|6944|3128368|4|24|35|3|89.40|7.15|96.55|10.00|8.94|71.52|8.94|8.94|10.00|
2450993|42617|3231|9012491|906820|6502|4581538|9|25|36|10|80.43|6.43|86.86|10.00|8.04|64.34|8.04|8.04|10.00|
2451319|11164|2443|9631990|1665930|2017|4552594|5|20|36|7|4.85|0.39|5.24|10.00|0.48|3.88|0.48|0.48|10.00|
2451021|79152|12158|211385|375715|1871|1333043|10|26|37|3|72.31|5.78|78.09|10.00|7.23|57.85|7.23|7.23|10.00|
2451079|15320|16475|3907748|1020867|7117|2060570|11|27|37|9|52.45|4.20|56.65|10.00|5.25|41.96|5.25|5.25|10.00|
2451092|85772|6593|7818967|1301350|2294|2444334|11|15|38|2|61.10|4.89|65.99|10.00|6.11|48.88|6.11|6.11|10.00|
2450911|32458|7246|7543660|1317851|6999|3358427|5|27|38|4|15.85|1.27|17.12|10.00|1.58|12.68|1.58|1.58|10.00|
2451015|61142|1889|10786214|1366080|3633|4921782|5|2|39|9|42.22|3.38|45.60|10.00|4.22|33.78|4.22|4.22|10.00|
2451393|77417|7290|34160|39089|6702|3212933|2|23|39|3|98.84|7.91|106.75|10.00|9.88|79.07|9.88|9.88|10.00|
2451357|26089|16294|1277922|1234203|418|2218591|5|28|40|4|41.82|3.35|45.17|10.00|4.18|33.46|4.18|4.18|10.00|
2451285|84264|16725|11120913|1888749|4354|4691219|7|33|40|4|56.96|4.56|61.52|10.00|5.70|45.57|5.70|5.70|10.00|
2450820|68329|10711|1602371|271353|5381|3480273|8|23|41|10|53.95|4.32|58.27|10.00|5.40|43.16|5.40|5.40|10.00|
2451083|15656|6188|9805102|165664|6158|4759254|10|22|41|7|13.05|1.04|14.09|10.00|1.31|10.44|1.31|1.31|10.00|
2451225|44910|930|5123346|668599|1026|3656571|2|30|42|6|96.49|7.72|104.21|10.00|9.65|77.19|9.65|9.65|10.00|
2451285|51353|10321|10271455|795739|3026|1127860|11|4|42|10|81.04|6.48|87.52|10.00|8.10|64.83|8.10|8.10|10.00|
2451300|77933|2731|11796907|1254547|6623|1486770|11|34|43|8|48.17|3.85|52.02|10.00|4.82|38.54|4.82|4.82|10.00|
2451124|44211|9005|2809598|191778|4557|2209378|2|11|43|9|24.22|1.94|26.16|10.00|2.42|19.38|2.42|2.42|10.00|
2450987|69701|13091|7690581|1070234|4717|2442613|5|23|44|3|76.30|6.10|82.40|10.00|7.63|61.04|7.63|7.63|10.00|
2451508|64338|17551|1357838|274562|5678|592084|3|8|44|3|81.40|6.51|87.91|10.00|8.14|65.12|8.14|8.14|10.00|
2451136|26449|16546|11014267|285287|2127|822799|5|2|45|7|93.85|7.51|101.36|10.00|9.38|75.08|9.38|9.38|10.00|
2450849|6419|12722|3472383|1459889|5137|1657429|6|31|45|4|9.63|0.77|10.40|10.00|0.96|7.70|0.96|0.96|10.00|
2451205|1175|8049|9891418|791265|7115|1952307|7|4|46|4|72.51|5.80|78.31|10.00|7.25|58.01|7.25|7.25|10.00|
2451475|39387|15673|10540507|1771495|1101|2018280|3|4|46|2|33.60|2.69|36.29|10.00|3.36|26.88|3.36|3.36|10.00|
2451379|29785|7348|3227249|185227|6821|846672|4|7|47|3|57.58|4.61|62.19|10.00|5.76|46.06|5.76|5.76|10.00|
2451096|51150|6951|1593166|1884380|205|4528035|7|14|47|10|10.30|0.82|11.12|10.00|1.03|8.24|1.03|1.03|10.00|
2451116|56287|3216|4567097|161680|3841|2353151|2|29|48|2|53.55|4.28|57.83|10.00|5.36|42.84|5.36|5.36|10.00|
2451387|84336|15998|11463558|661387|680|803538|8|32|48|7|92.81|7.42|100.23|10.00|9.28|74.25|9.28|9.28|10.00|
2451197|17880|12167|11912807|998341|3536|561680|7|28|49|10|88.44|7.08|95.52|10.00|8.84|70.75|8.84|8.84|10.00|
2450891|21398|4093|9932998|1415757|4517|4750277|10|34|49|8|66.39|5.31|71.70|10.00|6.64|53.11|6.64|6.64|10.00|
2451545|25929|8016|825172|1420419|5665|3516769|1|24|50|4|23.12|1.85|24.97|10.00|2.31|18.50|2.31|2.31|10.00|
2451033|71325|11130|5869118|1177795|4211|2230612|12|17|50|7|70.23|5.62|75.85|10.00|7.02|56.18|7.02|7.02|10.00|
2451345|81|15973|32300|669147|3648|3099440|2|27|51|2|81.69|6.54|88.23|10.00|8.17|65.35|8.17|8.17|10.00|
2451319|22383|4624|453691|131205|6183|3169262|5|35|51|3|98.74|7.90|106.64|10.00|9.87|78.99|9.87|9.87|10.00|
2451091|9544|11272|9192783|1611673|2034|3073649|6|7|52|9|25.81|2.06|27.87|10.00|2.58|20.65|2.58|2.58|10.00|
2450989|85232|15667|731218|699066|393|3795564|8|33|52|9|55.95|4.48|60.43|10.00|5.60|44.76|5.60|5.60|10.00|
2450931|65693|5584|3413225|766359|4248|4892782|1|22|53|3|50.26|4.02|54.28|10.00|5.03|40.21|5.03|5.03|10.00|
2451349|4247|17787|2300278|793090|921|3628917|7|34|53|9|82.01|6.56|88.57|10.00|8.20|65.61|8.20|8.20|10.00|
2451234|70982|5069|5613954|1696143|654|2709272|5|8|54|3|99.19|7.94|107.13|10.00|9.92|79.35|9.92|9.92|10.00|
2451171|66222|8051|4050643|1049030|4078|303947|12|11|54|8|9.02|0.72|9.74|10.00|0.90|7.22|0.90|0.90|10.00|
2450877|73791|1454|3667554|877956|3697|5612468|9|13|55|10|89.89|7.19|97.08|10.00|8.99|71.91|8.99|8.99|10.00|
2451132|30716|8472|1890877|377656|6151|2636020|2|20|55|2|91.06|7.28|98.34|10.00|9.11|72.85|9.11|9.11|10.00|
2451310|14590|1203|9096575|627969|3148|2164781|12|26|56|7|12.78|1.02|13.80|10.00|1.28|10.22|1.28|1.28|10.00|
2450838|14867|6389|87765|162196|3027|2183384|7|13|56|2|93.59|7.49|101.08|10.00|9.36|74.87|9.36|9.36|10.00|
2450837|8815|8200|7979124|1918656|4305|1335464|2|18|57|2|19.07|1.53|20.60|10.00|1.91|15.26|1.91|1.91|10.00|
2451081|61672|973|2463008|549496|2772|2282298|10|4|57|9|34.42|2.75|37.17|10.00|3.44|27.54|3.44|3.44|10.00|
2451414|67207|17434|9104901|1526674|452|3375783|5|31|58|5|67.65|5.41|73.06|10.00|6.77|54.12|6.77|6.77|10.00|
2450923|54540|15867|5178581|841001|1442|4017124|3|32|58|5|36.89|2.95|39.84|10.00|3.69|29.51|3.69|3.69|10.00|
2450868|3023|15807|11793824|1358924|2361|4458475|9|18|59|4|7.69|0.62|8.31|10.00|0.77|6.15|0.77|0.77|10.00|
2451540|81012|1115|3233624|321270|3134|5360579|7|25|59|8|12.77|1.02|13.79|10.00|1.28|10.22|1.28|1.28|10.00|
2451407|52543|11023|5818720|532429|4439|3892305|11|11|60|5|34.53|2.76|37.29|10.00|3.45|27.62|3.45|3.45|10.00|
2450986|32508|2296|1136233|486441|4138|3830542|7|12|60|9|67.88|5.43|73.31|10.00|6.79|54.30|6.79|6.79|10.00|
2451015|58607|11804|6373942|1170874|5401|4903802|3|30|61|8|98.00|7.84|105.84|10.00|9.80|78.40|9.80|9.80|10.00|
2451232|23662|15924|5645692|1542585|1755|621427|8|33|61|5|35.07|2.81|37.88|10.00|3.51|28.06|3.51|3.51|10.00|
2451374|17684|8112|5082048|428747|2007|3383847|7|7|62|3|59.26|4.74|64.00|10.00|5.93|47.41|5.93|5.93|10.00|
2451281|39049|281|9040687|70602|6641|3092881|2|19|62|10|43.28|3.46|46.74|10.00|4.33|34.62|4.33|4.33|10.00|
2451311|65596|11005|10669402|1071483|1239|1162090|8|18|63|1|39.65|3.17|42.82|10.00|3.96|31.72|3.96|3.96|10.00|
2451103|81991|3686|6089817|1595022|5292|1033187|10|5|63|5|18.00|1.44|19.44|10.00|1.80|14.40|1.80|1.80|10.00|
2451478|58134|9541|7932547|1423257|4651|5068911|9|28|64|2|98.50|7.88|106.38|10.00|9.85|78.80|9.85|9.85|10.00|
2451196|84468|641|1622338|1833758|4451|2647118|6|11|64|10|74.84|5.99|80.83|10.00|7.48|59.87|7.48|7.48|10.00|
2450866|30448|14522|4060065|100438|4431|1374460|12|17|65|4|53.54|4.28|57.82|10.00|5.35|42.83|5.35|5.35|10.00|
2451487|22069|1898|7285220|1871327|5191|828393|4|31|65|9|21.03|1.68|22.71|10.00|2.10|16.82|2.10|2.10|10.00|
2451003|17540|4885|4824131|676163|7090|2598347|8|19|66|3|20.61|1.65|22.26|10.00|2.06|16.49|2.06|2.06|10.00|
2451228|57138|11204|7873797|325160|1422|5562380|7|28|66|7|6.98|0.56|7.54|10.00|0.70|5.58|0.70|0.70|10.00|
2451434|32864|8|9717495|277236|3260|729171|12|2|67|8|21.05|1.68|22.73|10.00|2.10|16.84|2.10|2.10|10.00|
2451213|19838|11049|2026587|876713|4362|1159375|10|11|67|6|35.03|2.80|37.83|10.00|3.50|28.02|3.50|3.50|10.00|
2451000|43458|17757|3364015|1608296|982|993874|6|30|68|1|68.42|5.47|73.89|10.00|6.84|54.74|6.84|6.84|10.00|
2451122|48222|4276|8985430|1654292|6987|4820736|6|22|68|3|99.24|7.94|107.18|10.00|9.92|79.39|9.92|9.92|10.00|
2450976|55960|9693|4079483|1248372|1577|1527282|6|16|69|4|54.46|4.36|58.82|10.00|5.45|43.57|5.45|5.45|10.00|
2451471|15181|11228|8516768|1823546|3479|2148347|10|9|69|9|77.67|6.21|83.88|10.00|7.77|62.14|7.77|7.77|10.00|
2451233|59456|2658|10614125|666171|1784|2227525|9|7|70|4|95.55|7.64|103.19|10.00|9.55|76.44|9.55|9.55|10.00|
2451488|1356|11509|9673585|279713|4216|4920614|1|18|70|7|17.71|1.42|19.13|10.00|1.77|14.17|1.77|1.77|10.00|
2451400|66197|17060|8047605|657729|5661|962290|4|19|71|6|48.33|3.87|52.20|10.00|4.83|38.66|4.83|4.83|10.00|
2451452|29845|9317|7169214|1445917|6737|5143686|8|4|71|1|9.09|0.73|9.82|10.00|0.91|7.27|0.91|0.91|10.00|
2451545|30453|12232|1044272|1332482|4500|1980397|12|11|72|1|73.81|5.90|79.71|10.00|7.38|59.05|7.38|7.38|10.00|
2451022|72059|2942|5196040|1116451|6741|1010945|1|3|72|1|18.81|1.50|20.31|10.00|1.88|15.05|1.88|1.88|10.00|
2451489|2018|8364|8823710|494863|4090|1922178|10|18|73|6|34.14|2.73|36.87|10.00|3.41|27.31|3.41|3.41|10.00|
2451345|3657|5296|9021329|1774603|936|4699834|6|25|73|8|74.93|5.99|80.92|10.00|7.49|59.94|7.49|7.49|10.00|
2451474|46495|14376|9878742|677452|726|5437422|3|27|74|8|24.25|1.94|26.19|10.00|2.43|19.40|2.43|2.43|10.00|
2451260|76160|11760|5206545|1795994|603|3977380|6|1|74|7|51.46|4.12|55.58|10.00|5.15|41.17|5.15|5.15|10.00|
2451188|45196|13305|8498944|553832|2448|2948770|3|30|75|1|36.75|2.94|39.69|10.00|3.68|29.40|3.68|3.68|10.00|
2450860|46383|8544|8277527|1366457|5449|1831823|5|6|75|3|2.45|0.20|2.65|10.00|0.25|1.96|0.25|0.25|10.00|
2450945|85923|1526|11401181|1631984|463|5077846|12|9|76|10|4.45|0.36|4.81|10.00|0.45|3.56|0.45|0.45|10.00|
2451394|34580|7348|3250531|1526277|5287|5785160|6|7|76|8|97.45|7.80|105.25|10.00|9.75|77.96|9.75|9.75|10.00|
2451265|71982|16776|578201|402762|571|2905685|5|24|77|4|30.83|2.47|33.30|10.00|3.08|24.66|3.08|3.08|10.00|
2450986|34255|11458|8303160|1037675|1279|2720488|9|3|77|5|36.83|2.95|39.78|10.00|3.68|29.46|3.68|3.68|10.00|
2451128|61483|5745|9650117|785923|4006|5861956|4|3|78|6|50.51|4.04|54.55|10.00|5.05|40.41|5.05|5.05|10.00|
2451388|20306|5044|11056771|1399920|2179|611327|2|18|78|6|3.04|0.24|3.28|10.00|0.30|2.43|0.30|0.30|10.00|
2451021|6318|4616|6172958|1258203|3446|2497658|2|31|79|10|62.45|5.00|67.45|10.00|6.25|49.96|6.25|6.25|10.00|
2451465|33768|10241|8356|800395|1322|1213860|9|32|79|5|64.41|5.15|69.56|10.00|6.44|51.53|6.44|6.44|10.00|
2451225|83119|14887|667995|1167394|6608|694199|9|3|80|9|6.03|0.48|6.51|10.00|0.60|4.82|0.60|0.60|10.00|
2451191|29561|10282|834676|56610|742|445036|5|2|80|2|53.14|4.25|57.39|10.00|5.31|42.51|5.31|5.31|10.00|
2451093|49255|12877|6815235|534522|376|248593|9|22|81|1|4.56|0.36|4.92|10.00|0.46|3.65|0.46|0.46|10.00|
2451309|35236|16802|11820911|834751|4956|1940660|7|28|81|5|47.28|3.78|51.06|10.00|4.73|37.82|4.73|4.73|10.00|
2451107|61086|692|7132902|361197|2380|1319460|8|4|82|10|31.39|2.51|33.90|10.00|3.14|25.11|3.14|3.14|10.00|
2451520|34227|16772|11951127|1422979|2991|2646857|3|26|82|4|60.80|4.86|65.66|10.00|6.08|48.64|6.08|6.08|10.00|
2451456|35373|9412|8158932|1488686|3626|5409944|9|11|83|5|65.22|5.22|70.44|10.00|6.52|52.18|6.52|6.52|10.00|
2451339|16310|14496|2343451|1097093|5258|3325788|10|27|83|1|64.76|5.18|69.94|10.00|6.48|51.81|6.48|6.48|10.00|
2450829|7292|10090|5443556|1896475|6057|1188729|10|23|84|6|20.71|1.66|22.37|10.00|2.07|16.57|2.07|2.07|10.00|
2451471|37183|13714|882116|1480948|3591|5189168|5|22|84|10|73.58|5.89|79.47|10.00|7.36|58.86|7.36|7.36|10.00|
2451489|55147|4396|8874013|80317|6681|998149|4|24|85|3|14.04|1.12|15.16|10.00|1.40|11.23|1.40|1.40|10.00|
2450950|37551|5354|10468097|270411|5766|98044|3|13|85|7|49.72|3.98|53.70|10.00|4.97|39.78|4.97|4.97|10.00|
2450845|84894|9703|5964053|1453735|5460|1848061|5|2|86|8|17.02|1.36|18.38|10.00|1.70|13.62|1.70|1.70|10.00|
2451537|83115|3749|2441580|1451670|3111|3905258|8|18|86|3|37.83|3.03|40.86|10.00|3.78|30.26|3.78|3.78|10.00|
2451149|37039|2415|2622495|417509|5372|3550851|2|10|87|4|65.41|5.23|70.64|10.00|6.54|52.33|6.54|6.54|10.00|
2451218|14565|14544|10934145|1598646|5095|3064101|12|14|87|2|12.89|1.03|13.92|10.00|1.29|10.31|1.29|1.29|10.00|
2451156|80316|15509|3448470|517318|7108|1447893|3|27|88|1|60.53|4.84|65.37|10.00|6.05|48.42|6.05|6.05|10.00|
2451165|40633|12271|5948002|1571697|1413|883193|8|22|88|2|46.34|3.71|50.05|10.00|4.63|37.07|4.63|4.63|10.00|
2450889|22513|17301|641436|636594|2819|3216142|5|12|89|10|83.21|6.66|89.87|10.00|8.32|66.57|8.32|8.32|10.00|
2451054|3572|3856|6111796|1152344|6460|2736681|6|33|89|10|53.21|4.26|57.47|10.00|5.32|42.57|5.32|5.32|10.00|
2451494|60732|7929|1022769|231008|677|4458677|9|2|90|3|74.65|5.97|80.62|10.00|7.47|59.72|7.47|7.47|10.00|
2451452|52658|4802|7541312|408253|6150|3901287|2|35|90|10|23.35|1.87|25.22|10.00|2.34|18.68|2.34|2.34|10.00|
2451423|78188|4970|7731365|111439|4027|3569408|4|17|91|8|16.91|1.35|18.26|10.00|1.69|13.53|1.69|1.69|10.00|
2451445|48327|7581|1199198|39889|5569|3605550|8|12|91|9|16.54|1.32|17.86|10.00|1.65|13.23|1.65|1.65|10.00|
2451162|51287|6590|440500|731639|265|5391855|8|16|92|6|46.66|3.73|50.39|10.00|4.67|37.33|4.67|4.67|10.00|
2451227|59125|208|10770720|468037|6258|2116391|3|3|92|1|45.85|3.67|49.52|10.00|4.58|36.68|4.58|4.58|10.00|
2451387|66560|15612|2127285|1849720|903|2500665|4|26|93|7|39.65|3.17|42.82|10.00|3.96|31.72|3.96|3.96|10.00|
2451374|67621|17916|4087478|1521288|5756|1131103|3|13|93|5|32.23|2.58|34.81|10.00|3.22|25.78|3.22|3.22|10.00|
2451198|63664|46|6308216|1549944|2630|2184788|1|22|94|10|66.97|5.36|72.33|10.00|6.70|53.58|6.70|6.70|10.00|
2451328|75386|5596|11591467|911903|1301|2532699|6|26|94|5|83.91|6.71|90.62|10.00|8.39|67.13|8.39|8.39|10.00|
2451238|46117|14781|7236258|732757|2689|913205|8|1|95|7|38.39|3.07|41.46|10.00|3.84|30.71|3.84|3.84|10.00|
2451311|66362|13837|5194053|303123|3686|216789|1|26|95|8|19.96|1.60|21.56|10.00|2.00|15.97|2.00|2.00|10.00|
2451451|11941|16633|10614063|1521063|5858|1126408|12|27|96|6|11.73|0.94|12.67|10.00|1.17|9.38|1.17|1.17|10.00|
2451456|53504|14369|3502774|844693|617|2495682|1|12|96|9|36.07|2.89|38.96|10.00|3.61|28.86|3.61|3.61|10.00|
2451429|16753|15172|5800747|1785044|5142|3805999|1|33|97|8|99.25|7.94|107.19|10.00|9.93|79.40|9.93|9.93|10.00|
2451367|74256|14890|2369158|1009829|2301|5430227|5|23|97|4|78.26|6.26|84.52|10.00|7.83|62.61|7.83|7.83|10.00|
2451299|12012|2674|283552|701923|2510|3361752|11|24|98|2|87.08|6.97|94.05|10.00|8.71|69.66|8.71|8.71|10.00|
2451015|41037|1532|3314472|446866|745|91802|1|21|98|10|92.01|7.36|99.37|10.00|9.20|73.61|9.20|9.20|10.00|
2451400|13536|14316|8746379|357671|3568|2579071|11|25|99|10|36.69|2.94|39.63|10.00|3.67|29.35|3.67|3.67|10.00|
2451409|49725|13515|8299155|1026322|3360|1569685|12|9|99|3|49.38|3.95|53.33|10.00|4.94|39.50|4.94|4.94|10.00|
2450890|66131|4657|7787637|492141|2382|1010072|10|18|100|4|32.49|2.60|35.09|10.00|3.25|25.99|3.25|3.25|10.00|
2451115|76183|17736|2399872|1078002|6002|3575976|2|7|100|7|29.20|2.34|31.54|10.00|2.92|23.36|2.92|2.92|10.00|
2451301|67380|11755|1701108|1546121|4754|431575|8|34|101|3|15.33|1.23|16.56|10.00|1.53|12.26|1.53|1.53|10.00|
2451399|27514|9489|5470346|1150084|2528|4645785|12|34|101|5|12.70|1.02|13.72|10.00|1.27|10.16|1.27|1.27|10.00|
