297|6|0-500|1|3|
298|9|0-500|2|2|
299|7|1001-5000|1|3|
300|12|0-500|4|0|
301|14|501-1000|2|3|
302|19|0-500|0|4|
303|4|501-1000|4|0|
304|7|10001+|2|2|
305|13|10001+|5|4|
306|9|5001-10000|2|1|
307|10|501-1000|2|2|
308|8|5001-10000|4|4|
309|17|5001-10000|2|1|
310|12|5001-10000|5|2|
311|1|10001+|1|2|
312|14|1001-5000|1|3|
313|20|5001-10000|0|1|
314|14|501-1000|1|3|
315|4|0-500|2|2|
316|13|1001-5000|3|3|
317|9|0-500|2|4|
318|4|10001+|4|4|
319|11|5001-10000|2|0|
320|20|0-500|1|3|
321|3|1001-5000|5|0|
322|17|501-1000|4|0|
323|20|1001-5000|3|0|
324|5|10001+|0|1|
325|11|501-1000|4|1|
326|10|0-500|0|4|
327|19|1001-5000|1|1|
328|18|0-500|0|2|
329|14|0-500|4|0|
330|17|0-500|4|2|
331|14|1001-5000|2|4|
332|17|0-500|5|1|
333|14|0-500|4|3|
334|1|0-500|3|4|
335|17|1001-5000|5|0|
336|6|0-500|0|2|
337|20|501-1000|5|3|
338|9|1001-5000|5|2|
339|18|10001+|3|3|
340|4|0-500|1|3|
341|9|10001+|1|4|
342|9|1001-5000|5|0|
343|5|10001+|0|1|
344|4|1001-5000|3|0|
345|13|10001+|3|3|
346|16|10001+|2|2|
347|9|5001-10000|4|2|
348|18|5001-10000|4|2|
349|2|1001-5000|1|1|
350|4|5001-10000|0|2|
351|19|0-500|4|4|
352|14|0-500|5|1|
353|12|0-500|1|3|
354|19|0-500|3|0|
355|15|1001-5000|3|0|
356|10|0-500|5|1|
357|8|0-500|0|2|
358|12|5001-10000|2|0|
359|1|10001+|3|3|
360|3|501-1000|3|1|
361|5|10001+|3|2|
362|7|5001-10000|1|1|
363|13|5001-10000|2|0|
364|19|10001+|2|0|
365|6|1001-5000|2|4|
366|20|10001+|4|4|
367|17|5001-10000|1|2|
368|19|5001-10000|0|0|
369|11|501-1000|4|3|
370|17|10001+|2|0|
371|14|10001+|1|3|
372|15|0-500|3|0|
373|20|5001-10000|0|0|
374|3|1001-5000|2|2|
375|10|10001+|0|4|
376|20|0-500|5|1|
377|16|0-500|1|1|
378|7|5001-10000|5|4|
379|7|1001-5000|3|2|
380|8|10001+|1|3|
381|7|10001+|2|4|
382|11|0-500|5|1|
383|9|0-500|5|4|
384|15|5001-10000|1|2|
385|16|0-500|0|3|
386|6|1001-5000|1|2|
387|4|1001-5000|0|0|
388|17|10001+|3|4|
389|16|5001-10000|2|4|
390|1|501-1000|1|3|
391|20|501-1000|2|1|
392|12|1001-5000|5|4|
393|17|10001+|4|2|
394|17|10001+|3|1|
395|17|501-1000|3|2|
396|18|0-500|2|4|
397|17|5001-10000|3|4|
398|19|1001-5000|4|0|
399|15|10001+|4|1|
400|1|501-1000|2|4|
401|19|0-500|4|3|
402|12|5001-10000|3|4|
403|8|5001-10000|2|4|
404|13|0-500|3|4|
405|1|501-1000|0|3|
406|18|501-1000|2|0|
407|15|501-1000|1|0|
408|6|0-500|3|2|
409|11|10001+|4|1|
410|14|1001-5000|0|3|
411|15|5001-10000|1|1|
412|13|1001-5000|0|3|
413|19|0-500|1|4|
414|6|5001-10000|1|0|
415|2|0-500|5|3|
416|11|501-1000|3|4|
417|12|501-1000|3|1|
418|6|0-500|3|1|
419|20|1001-5000|4|3|
420|5|10001+|2|1|
421|6|5001-10000|4|0|
422|7|501-1000|3|4|
423|4|1001-5000|3|4|
424|18|10001+|5|4|
425|8|10001+|4|3|
426|12|501-1000|3|2|
427|11|1001-5000|5|2|
428|6|1001-5000|2|4|
429|9|10001+|4|3|
430|15|1001-5000|4|0|
431|17|0-500|5|0|
432|9|0-500|0|0|
433|19|1001-5000|4|3|
434|8|0-500|1|0|
435|15|0-500|1|0|
436|1|10001+|4|2|
437|14|501-1000|2|2|
438|9|5001-10000|3|4|
439|7|0-500|0|4|
440|16|0-500|4|4|
441|14|501-1000|3|1|
442|15|0-500|5|1|
443|2|1001-5000|1|1|
444|10|501-1000|3|4|
445|17|10001+|3|2|
446|13|5001-10000|0|2|
447|20|10001+|5|1|
448|1|5001-10000|3|4|
449|19|1001-5000|1|4|
450|8|1001-5000|5|3|
451|19|501-1000|3|4|
452|16|501-1000|1|0|
453|15|10001+|3|2|
454|20|0-500|5|0|
455|15|10001+|5|2|
456|5|501-1000|5|0|
457|1|10001+|0|0|
458|5|501-1000|3|4|
459|16|1001-5000|3|3|
460|8|10001+|2|4|
461|6|1001-5000|0|2|
462|16|0-500|0|4|
463|7|0-500|3|3|
464|13|0-500|3|1|
465|14|5001-10000|2|0|
466|12|5001-10000|3|2|
467|8|1001-5000|5|4|
468|19|501-1000|4|2|
469|7|0-500|3|2|
470|1|5001-10000|4|3|
471|1|5001-10000|1|0|
472|1|501-1000|2|2|
473|18|5001-10000|0|4|
474|17|10001+|0|2|
475|8|0-500|4|1|
476|12|5001-10000|5|2|
477|19|1001-5000|3|1|
478|8|0-500|1|4|
479|7|501-1000|2|2|
480|18|0-500|5|3|
481|4|10001+|5|1|
482|3|1001-5000|1|1|
483|8|501-1000|2|2|
484|11|10001+|0|1|
485|11|0-500|4|1|
486|20|501-1000|2|0|
487|16|0-500|3|2|
488|1|501-1000|5|1|
489|14|0-500|3|2|
490|16|5001-10000|0|1|
491|14|10001+|0|3|
492|7|501-1000|4|0|
493|1|1001-5000|0|4|
494|16|5001-10000|0|4|
495|17|10001+|5|3|
496|1|10001+|2|1|
497|12|5001-10000|5|3|
498|5|10001+|1|2|
499|9|1001-5000|5|2|
500|5|501-1000|3|3|
501|16|501-1000|0|4|
502|3|0-500|4|1|
503|3|5001-10000|4|3|
504|11|0-500|3|2|
505|8|10001+|4|4|
506|19|1001-5000|2|2|
507|20|0-500|1|1|
508|20|5001-10000|5|0|
509|3|0-500|2|2|
510|16|0-500|2|3|
511|7|0-500|5|0|
512|20|501-1000|1|2|
513|17|1001-5000|5|3|
514|6|501-1000|0|1|
515|8|1001-5000|5|4|
516|12|501-1000|1|2|
517|7|1001-5000|1|4|
518|5|501-1000|2|3|
519|17|0-500|2|1|
520|9|5001-10000|2|1|
521|4|0-500|1|2|
522|15|5001-10000|5|2|
523|5|10001+|3|0|
524|9|501-1000|4|1|
525|17|0-500|5|2|
526|11|5001-10000|0|4|
527|12|501-1000|4|0|
528|14|501-1000|4|4|
529|8|0-500|4|3|
530|2|10001+|0|1|
531|13|0-500|5|1|
532|5|0-500|4|2|
533|3|10001+|3|0|
534|9|501-1000|1|3|
535|10|5001-10000|3|3|
536|11|0-500|0|2|
537|3|0-500|0|0|
538|17|1001-5000|0|0|
539|19|501-1000|1|4|
540|20|0-500|4|1|
541|16|5001-10000|4|0|
542|9|5001-10000|2|3|
543|5|5001-10000|2|0|
544|2|1001-5000|5|1|
545|19|0-500|5|4|
546|12|501-1000|3|1|
547|6|5001-10000|4|4|
548|1|501-1000|4|3|
549|18|501-1000|3|0|
550|6|501-1000|4|1|
551|16|501-1000|1|2|
552|1|0-500|2|3|
553|14|501-1000|3|3|
554|3|0-500|5|2|
555|12|501-1000|4|2|
556|20|501-1000|2|1|
557|4|501-1000|3|1|
558|1|501-1000|4|3|
559|20|501-1000|5|3|
560|10|501-1000|0|0|
561|1|501-1000|2|1|
562|7|501-1000|3|4|
563|10|1001-5000|2|3|
564|11|0-500|5|1|
565|18|501-1000|0|0|
566|17|501-1000|1|3|
567|4|10001+|0|2|
568|10|501-1000|2|3|
569|16|501-1000|5|3|
570|10|1001-5000|4|2|
571|7|10001+|5|2|
572|6|0-500|4|3|
573|7|5001-10000|2|3|
574|19|0-500|2|4|
575|3|1001-5000|3|0|
576|17|5001-10000|5|1|
577|17|0-500|0|2|
578|20|0-500|2|1|
579|9|501-1000|4|4|
580|1|501-1000|1|3|
581|9|10001+|3|3|
582|18|5001-10000|3|3|
583|12|5001-10000|3|1|
584|11|5001-10000|0|3|
585|2|5001-10000|1|0|
586|11|10001+|2|3|
587|12|1001-5000|2|1|
588|11|10001+|4|2|
589|15|10001+|3|4|
590|14|501-1000|4|3|
591|13|1001-5000|0|1|
592|6|5001-10000|0|0|
593|10|0-500|5|3|
594|18|501-1000|1|3|
595|8|10001+|5|3|
596|8|501-1000|3|3|
597|6|0-500|1|3|
598|18|0-500|0|2|
599|7|5001-10000|5|2|
600|5|501-1000|2|0|
601|18|1001-5000|0|4|
602|20|0-500|5|1|
603|18|0-500|5|4|
604|13|501-1000|3|0|
605|19|5001-10000|0|1|
606|3|0-500|0|2|
607|16|5001-10000|3|0|
608|6|0-500|1|3|
609|4|10001+|1|2|
610|7|5001-10000|1|3|
611|3|0-500|2|1|
612|5|0-500|0|4|
613|4|501-1000|3|3|
614|8|501-1000|2|0|
615|4|501-1000|0|2|
616|3|501-1000|2|0|
617|5|1001-5000|0|2|
618|2|0-500|4|2|
619|7|10001+|2|3|
620|5|1001-5000|5|2|
621|7|5001-10000|1|1|
622|12|1001-5000|4|3|
623|3|5001-10000|1|3|
624|16|501-1000|3|0|
625|11|1001-5000|3|3|
626|6|10001+|2|2|
627|7|501-1000|3|2|
628|15|5001-10000|5|4|
629|10|5001-10000|5|3|
630|18|501-1000|3|0|
631|8|501-1000|5|2|
632|4|5001-10000|5|3|
633|4|10001+|3|4|
634|9|5001-10000|0|2|
635|11|1001-5000|1|3|
636|9|5001-10000|0|0|
637|19|1001-5000|3|0|
638|16|10001+|0|3|
639|5|10001+|1|4|
640|10|10001+|4|3|
641|9|501-1000|3|2|
642|4|1001-5000|0|2|
643|6|0-500|0|4|
644|7|501-1000|5|4|
645|11|5001-10000|0|1|
646|8|10001+|1|0|
647|13|0-500|1|3|
648|20|0-500|0|4|
649|7|501-1000|5|1|
650|19|1001-5000|1|4|
651|11|10001+|1|4|
652|8|1001-5000|1|4|
653|6|1001-5000|3|1|
654|18|5001-10000|3|4|
655|14|10001+|5|1|
656|15|501-1000|0|2|
657|20|10001+|5|4|
658|17|10001+|5|4|
659|12|0-500|1|2|
660|7|5001-10000|2|3|
661|2|0-500|2|4|
662|15|5001-10000|5|3|
663|16|501-1000|0|4|
664|8|1001-5000|4|2|
665|11|5001-10000|0|0|
666|2|0-500|2|1|
667|2|5001-10000|0|0|
668|19|0-500|1|1|
669|4|10001+|4|0|
670|7|0-500|3|2|
671|18|5001-10000|3|3|
672|18|0-500|1|3|
673|6|1001-5000|5|4|
674|1|1001-5000|2|0|
675|12|0-500|3|2|
676|8|5001-10000|1|2|
677|19|0-500|3|4|
678|14|5001-10000|2|0|
679|12|501-1000|4|3|
680|9|501-1000|3|2|
681|18|1001-5000|2|3|
682|20|5001-10000|4|2|
683|8|5001-10000|0|3|
684|19|5001-10000|1|4|
685|11|10001+|3|0|
686|4|1001-5000|4|3|
687|7|0-500|0|3|
688|7|0-500|1|0|
689|14|1001-5000|2|4|
690|17|10001+|0|0|
691|12|501-1000|4|3|
692|5|5001-10000|3|1|
693|10|10001+|4|0|
694|7|0-500|0|0|
695|7|0-500|4|2|
696|16|5001-10000|4|4|
697|5|5001-10000|3|4|
698|13|501-1000|4|4|
699|14|5001-10000|5|2|
700|5|0-500|3|2|
701|5|1001-5000|2|4|
702|4|5001-10000|3|0|
703|15|10001+|0|0|
704|7|1001-5000|4|2|
705|2|10001+|5|2|
706|19|5001-10000|4|3|
707|18|501-1000|3|0|
708|17|1001-5000|4|0|
709|12|0-500|0|3|
710|4|501-1000|5|3|
711|15|501-1000|2|1|
712|1|1001-5000|0|1|
713|2|1001-5000|3|3|
714|15|501-1000|3|1|
715|10|1001-5000|2|2|
716|9|5001-10000|3|3|
717|3|5001-10000|1|1|
718|3|5001-10000|3|3|
719|20|0-500|4|2|
720|3|0-500|2|0|
721|1|501-1000|1|4|
722|2|10001+|5|3|
723|17|10001+|2|3|
724|10|10001+|1|2|
725|2|501-1000|3|4|
726|5|0-500|0|3|
727|17|501-1000|0|2|
728|7|501-1000|2|0|
729|11|501-1000|3|4|
730|11|1001-5000|4|2|
731|1|0-500|2|2|
732|12|1001-5000|0|0|
733|2|10001+|1|3|
734|7|0-500|2|3|
735|10|10001+|5|4|
736|11|0-500|5|2|
737|15|1001-5000|3|1|
738|3|5001-10000|5|0|
739|3|1001-5000|0|4|
740|11|1001-5000|3|2|
741|18|0-500|4|0|
742|18|0-500|0|0|
743|13|10001+|1|1|
744|8|0-500|1|3|
745|5|1001-5000|3|4|
746|14|0-500|5|3|
747|6|501-1000|2|2|
748|3|10001+|5|3|
749|20|1001-5000|4|0|
750|14|5001-10000|2|1|
751|11|501-1000|5|4|
752|18|10001+|0|3|
753|17|5001-10000|4|3|
754|1|0-500|4|0|
755|16|501-1000|1|2|
756|13|501-1000|4|4|
757|15|5001-10000|3|4|
758|18|501-1000|1|1|
759|12|0-500|2|3|
760|20|1001-5000|3|2|
761|12|5001-10000|4|1|
762|10|501-1000|5|3|
763|13|10001+|0|3|
764|14|501-1000|0|0|
765|8|10001+|4|3|
766|7|1001-5000|2|3|
767|16|5001-10000|5|3|
768|2|0-500|2|0|
769|7|501-1000|1|3|
770|17|10001+|2|4|
771|18|1001-5000|4|1|
772|8|10001+|5|3|
773|3|1001-5000|5|4|
774|17|0-500|3|1|
775|13|10001+|2|4|
776|12|501-1000|2|3|
777|14|10001+|3|2|
778|1|10001+|1|4|
779|6|0-500|3|0|
780|12|1001-5000|0|2|
781|10|10001+|4|4|
782|18|501-1000|3|2|
783|16|1001-5000|2|0|
784|2|5001-10000|4|2|
785|5|501-1000|5|1|
786|11|1001-5000|5|0|
787|6|501-1000|5|1|
788|1|501-1000|5|1|
789|14|1001-5000|2|3|
790|2|501-1000|5|2|
791|10|501-1000|0|0|
792|15|501-1000|5|2|
793|19|10001+|0|1|
794|7|1001-5000|0|1|
795|20|10001+|1|2|
796|1|501-1000|0|3|
797|11|1001-5000|2|0|
798|15|10001+|1|1|
799|4|1001-5000|4|1|
800|14|501-1000|4|1|
801|14|501-1000|3|2|
802|4|10001+|0|1|
803|10|0-500|4|3|
804|3|0-500|3|1|
805|3|10001+|1|4|
806|2|5001-10000|3|4|
807|18|0-500|3|3|
808|13|501-1000|5|4|
809|2|0-500|4|0|
810|20|5001-10000|0|0|
811|8|5001-10000|2|2|
812|13|1001-5000|1|1|
813|10|10001+|4|0|
814|6|0-500|4|3|
815|2|5001-10000|2|4|
816|3|10001+|3|0|
817|7|10001+|4|0|
818|1|10001+|0|4|
819|11|5001-10000|2|1|
820|2|1001-5000|1|4|
821|6|1001-5000|4|0|
822|10|1001-5000|4|1|
823|12|5001-10000|5|4|
824|6|1001-5000|3|0|
825|20|501-1000|5|1|
826|18|1001-5000|5|4|
827|10|10001+|3|0|
828|19|0-500|5|3|
829|16|5001-10000|0|3|
830|7|10001+|3|3|
831|13|0-500|0|0|
832|2|0-500|5|4|
833|5|0-500|1|4|
834|5|501-1000|2|2|
835|12|0-500|4|1|
836|5|1001-5000|2|3|
837|17|0-500|3|1|
838|19|1001-5000|2|4|
839|10|1001-5000|3|1|
840|5|5001-10000|0|0|
841|8|5001-10000|4|1|
842|10|0-500|0|3|
843|10|501-1000|0|1|
844|3|501-1000|4|4|
845|4|1001-5000|3|2|
846|19|1001-5000|4|2|
847|13|10001+|3|1|
848|17|5001-10000|5|2|
849|12|1001-5000|0|4|
850|14|501-1000|0|2|
851|2|501-1000|1|1|
852|13|10001+|5|3|
853|17|1001-5000|2|2|
854|2|1001-5000|0|3|
855|16|0-500|3|2|
856|7|10001+|0|4|
857|4|501-1000|4|1|
858|7|1001-5000|3|1|
859|6|10001+|1|2|
860|13|0-500|3|0|
861|18|0-500|4|1|
862|16|0-500|3|0|
863|15|0-500|4|4|
864|5|5001-10000|2|4|
865|1|1001-5000|5|4|
866|4|10001+|3|4|
867|2|10001+|3|3|
868|3|1001-5000|0|4|
869|6|501-1000|3|1|
870|8|501-1000|3|2|
871|3|10001+|4|3|
872|12|0-500|0|2|
873|5|0-500|2|4|
874|2|10001+|1|2|
875|5|501-1000|4|0|
876|8|10001+|1|2|
877|18|501-1000|4|3|
878|14|501-1000|5|4|
879|14|501-1000|3|4|
880|1|10001+|4|3|
881|1|10001+|4|4|
882|15|10001+|5|1|
883|15|501-1000|5|1|
884|19|501-1000|4|0|
885|20|0-500|2|1|
886|7|0-500|4|4|
887|12|501-1000|2|4|
888|2|1001-5000|0|2|
889|7|501-1000|1|2|
890|2|10001+|4|2|
891|12|5001-10000|5|4|
892|13|0-500|3|4|
893|14|5001-10000|3|2|
894|12|0-500|5|1|
895|19|5001-10000|4|4|
896|1|10001+|4|4|
897|2|0-500|2|3|
898|1|10001+|5|0|
899|7|10001+|0|3|
900|11|5001-10000|4|0|
901|9|5001-10000|4|3|
902|5|1001-5000|1|0|
903|15|10001+|5|0|
904|19|5001-10000|1|4|
905|2|501-1000|2|2|
906|19|5001-10000|4|0|
907|19|501-1000|4|0|
908|3|501-1000|0|3|
909|20|501-1000|3|4|
910|18|1001-5000|1|3|
911|17|1001-5000|5|4|
912|7|501-1000|4|0|
913|5|5001-10000|2|4|
914|17|10001+|1|4|
915|5|10001+|3|3|
916|8|5001-10000|0|4|
917|15|1001-5000|1|3|
918|18|5001-10000|1|3|
919|8|501-1000|0|2|
920|10|0-500|5|1|
921|8|10001+|1|2|
922|20|1001-5000|5|2|
923|17|0-500|2|0|
924|15|5001-10000|0|4|
925|9|10001+|5|1|
926|2|0-500|5|4|
927|14|1001-5000|1|3|
928|15|1001-5000|5|4|
929|10|10001+|0|3|
930|19|1001-5000|5|4|
931|8|0-500|3|4|
932|18|1001-5000|2|4|
933|16|1001-5000|4|1|
934|7|501-1000|0|3|
935|18|1001-5000|3|0|
936|13|501-1000|2|4|
937|3|0-500|4|2|
938|4|0-500|1|3|
939|4|501-1000|0|0|
940|18|5001-10000|3|3|
941|1|5001-10000|2|2|
942|19|1001-5000|5|0|
943|4|0-500|0|3|
944|13|501-1000|4|4|
945|17|0-500|5|4|
946|19|1001-5000|3|0|
947|9|0-500|5|3|
948|9|10001+|5|2|
949|19|501-1000|5|0|
950|9|10001+|2|4|
951|1|0-500|0|4|
952|19|0-500|1|2|
953|2|501-1000|1|3|
954|11|5001-10000|4|2|
955|12|10001+|4|2|
956|3|501-1000|0|4|
957|14|0-500|5|1|
958|9|1001-5000|5|2|
959|5|1001-5000|2|0|
960|6|1001-5000|1|0|
961|6|0-500|3|2|
962|1|5001-10000|5|3|
963|2|1001-5000|5|0|
964|9|0-500|3|0|
965|20|0-500|4|2|
966|7|1001-5000|3|0|
967|14|10001+|2|3|
968|3|10001+|0|2|
969|7|5001-10000|1|2|
970|5|10001+|4|0|
971|1|5001-10000|3|2|
972|11|10001+|4|3|
973|2|1001-5000|2|0|
974|17|5001-10000|3|1|
975|17|5001-10000|1|0|
976|14|1001-5000|2|2|
977|13|5001-10000|3|2|
978|20|501-1000|3|2|
979|1|5001-10000|1|0|
980|20|5001-10000|0|1|
981|16|10001+|0|1|
982|7|5001-10000|5|2|
983|18|10001+|0|3|
984|16|5001-10000|2|1|
985|12|5001-10000|5|3|
986|6|1001-5000|5|1|
987|6|0-500|5|1|
988|3|10001+|0|3|
989|10|5001-10000|3|2|
990|20|501-1000|4|3|
991|7|501-1000|2|3|
992|20|0-500|2|2|
993|5|0-500|2|0|
994|19|10001+|1|0|
995|17|501-1000|2|3|
996|10|10001+|1|3|
997|13|1001-5000|4|3|
998|1|0-500|2|1|
999|6|1001-5000|0|1|
1000|15|501-1000|3|4|
